Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview,mentionedFeature,mentionedSynonyms
3547,3547,3416,2021-10-05 08:06:54,,This is the best and fun way to learn. I really look forward meeting him in person 😜. Never seen a programmer with such knowledge and humor.,5,,Lateef Taiwo,,POSITIVE,8b3a55ce-6a61-45f2-9c7b-0c00be01ade2,https://play-lh.googleusercontent.com/a/AGNmyxaGGQxswbV1el2DWL0ljDTcSnHGJ-5YPZ4L_fU3=mo,0.0,,,,best fun way learn really look forward meeting person never seen programmer knowledge humor,status quo sloth,person
3636,3636,3505,2021-09-29 04:52:47,,"The app is very easy to use, the ads are quite non-invasive, and the content is digestible, without slowing down progress. It has random challenges scattered to test you in between lessons, and it has a small quiz at the end of every lesson. Overall, baller app to learn programming with.",5,,Suhaib Osmani,,POSITIVE,d88041e8-e28e-4eda-9f0f-bcae63fd5a20,https://play-lh.googleusercontent.com/a-/ACB-R5Ta7U-7Dv8eX6o3pqGhXVdBFhLwHHgiWX83Ier6pQ,31.0,1.4.56,,,app easy use ads quite noninvasive content digestible without slowing progress random challenges scattered test lessons small quiz end every lesson overall baller app learn programming,challenges,challeng
3777,3777,3646,2021-09-10 23:54:27,,This app is very helpfull for basic programming and it has iteractive content to reduce boringness.So please install this app if you are noob at programming but i want a live programming competetion.,4,,Sabiha Sultana,,POSITIVE,95f9550f-963c-4287-a590-1682c28f0465,https://play-lh.googleusercontent.com/a/AGNmyxZEvlMQYOCvujVPjRcTgFoJ0KdnScy-Pst8os6ZrA=mo,0.0,1.4.56,"4 star means ""I like you.""
5 star means ""When are we marrying?""
We give you 5 stars. You can choose to do the same.
Also you can make Grandma happy. She is aged and becomes sad for being stuck at 4.8 star.
And keep exploring Programming Hero and stay tuned for the github feature on code playground coming in next month.


We love you, Sabiha",2021-09-11 11:07:47,app helpfull basic programming iteractive content reduce boringnessso please install app noob programming want live programming competetion,"torture breaks, voting","live, content r"
3788,3788,3657,2021-09-09 22:36:56,,It's fun and simple. Good for beginners. It gets people motivated with time limits and offers challenges for those progressing surprisingly fast.,5,,Roxy Cempron,,POSITIVE,7c48cf90-02b9-48c3-a93e-365f32a417b1,https://play-lh.googleusercontent.com/a-/ACB-R5RrPXAcMH4WoY-TpVAGIrdd3lpZAfxkRtIrhcou,15.0,1.4.56,,,fun simple good beginners gets people motivated time limits offers challenges progressing surprisingly fast,challenges,challeng
3829,3829,3698,2021-09-06 02:04:48,,It's really really good for children as per as aged new person wants to be a programmer. Students of every field or every age should be try it one time.,5,,Hamza Rashid,,POSITIVE,b160940b-70b7-45ec-867c-2f06ee005fa3,https://play-lh.googleusercontent.com/a/AGNmyxYmX7y5XCJn9pkk733f1d6HGMDjTPDRO4fG6Up2=mo,14.0,1.4.56,,,really really good children per aged new person wants programmer students every field every age try one time,status quo sloth,person
3831,3831,3700,2021-09-05 10:48:08,,"It's a pretty awesome app👍🏾✨ , especially for school because it enhances my understanding of certain concepts that I don't understand",5,,Nonkululeko Mbatha,,POSITIVE,502ee7ef-0667-49d2-9165-9486c506097b,https://play-lh.googleusercontent.com/a-/ACB-R5Snn1QXrDoa-Om3W0IF7HLBZNG46mmuR6PEg9K_,1.0,1.4.56,,,pretty awesome app especially school enhances understanding certain concepts dont understand,boosters,special
3861,3861,3730,2021-09-01 16:15:16,,This app is very good especially for teenagers,5,,Sarah Baidoo,,POSITIVE,a58194b9-4b0a-4e8e-b26f-84ca7f171249,https://play-lh.googleusercontent.com/a/AGNmyxZ1qPK5gxOy5AAnyBk0RhiHQuTinXkLSWlDxivm=mo,0.0,1.4.56,,,app good especially teenagers,boosters,special
3862,3862,3731,2021-09-01 04:27:22,,"For a person who likes direct way of learning, no messy language, this is kinda annoying. I wish I could just jump in where I want to learn. But it's good for a beginner because it's easy to understand but kind of too ""time-consuming"" for some people.",3,,Windah Limbai,,NEGATIVE,30e25af6-2549-493b-8c2b-0897b585658c,https://play-lh.googleusercontent.com/a-/ACB-R5Q6k-lpe80iIIGoAX5_j-r_hqieVrOhe25Dsj1MpKc,199.0,1.4.56,"Hello Windah, Grandma agreed with you. She is thinking about how to solve this problem. As soon as we get an idea to fix this, we will surely try to implement it. Please don't worry, we will come back with the solution soon! 💕",2021-09-01 08:26:10,person likes direct way learning messy language kinda annoying wish could jump want learn good beginner easy understand kind timeconsuming people,status quo sloth,person
3868,3868,3737,2021-08-31 15:09:40,,"This app, is the best. It helps alot in carrying out my personal endeavors. I love you guys. Thanks.",5,,theophilus salifu,,POSITIVE,aa9de8ed-d5fe-4297-8259-017defd0543e,https://play-lh.googleusercontent.com/a-/ACB-R5SQPAdsJEU-6ijLQo3UWjoRlkuOq-11OXo2ICbBOQ,0.0,1.4.56,,,app best helps alot carrying personal endeavors love guys thanks,status quo sloth,person
3922,3922,3791,2021-08-27 10:18:53,,There is a question in Challenge 1 that is confusing it is about what would be the output of the following code. security = 'Tom Hanks' security = 'Tom cruise' Security = 'Tom Hardy' what is confusing about this is that the question declare two string variable with the same name and i want to know if it is possible or just an error in the app.,4,,Dazzle Catch,,NEGATIVE,1334e374-acd6-4310-a34e-9d41a320a81c,https://play-lh.googleusercontent.com/a/AGNmyxaiKAIiutLczwZb5E4pg2dwHNw6NEPSg5PppwGD=mo,5.0,1.4.56,"Dear user, Grandma thanks you that you loved our app. The question you are talking about is designed in this way so that users can have a clear idea about assigning more than one value in a variable, but the last assigned value will be counted for the next operation. Hope you got it! We love you a lot, you can show us some love by giving us 5 stars",2021-08-29 10:47:26,question challenge 1 confusing would output following code security tom hanks security tom cruise security tom hardy confusing question declare two string variable name want know possible error app,challenges,challeng
4127,4127,3996,2021-08-08 12:56:35,,"I paid for the premium yesterday, amount got deducted from my account, and it not get upgraded to premium.... Just because of this giving 2 stars... Have dropped u a mail also... Kindly look into this I need ur assistance.",2,,Dipak Kunwar,,NEGATIVE,f66675ce-f03a-4895-981b-231fa5773fde,https://play-lh.googleusercontent.com/a/AGNmyxZZM4yLHHfwC4c8NCMagQutvySDKyb7QGYMgqug=mo,0.0,1.4.56,"Dear Deepak, we are communicating with you. Please co-operate with us, hope your problem will be solved very soon. And you will update the review for our Grandma because Grandma loves 5 stars more than anything!
Love from Team Programming Hero Deepak! 💕",2021-08-08 12:47:01,paid premium yesterday amount got deducted account get upgraded premium giving 2 stars dropped u mail also kindly look need ur assistance,status quo sloth,account
4212,4212,4081,2021-08-01 22:46:30,,"Fun to use with Beautiful environment. Unique teaching techniques!! Challenges, code playground, forum, night mode. Overall it's amazing ❤️🏆 hope to have more amazing features and better performance in future 👏",5,,Ariful Islam,,POSITIVE,dceeb063-53a8-40c8-a17f-b65c4c3e1cc6,https://play-lh.googleusercontent.com/a-/ACB-R5QJm26TTjEF_iJclOfEhkIxI1aA7PGAYbE3B6T-vvs,9.0,1.4.55,,,fun use beautiful environment unique teaching techniques challenges code playground forum night mode overall amazing hope amazing features better performance future,challenges,challeng
4214,4214,4083,2021-08-01 21:01:32,,"Nice app for all interested in Programming, Coding and others staff about Computer especially to all beginners like me who have no experience any coding and will be taking a BSIT course in my 1st year college in this AY and so this app is so helpful to me and its so amazing!",5,,Charles Audrick Gabato,,POSITIVE,00d6b631-ae37-420d-b8f5-e5895a34bf9e,https://play-lh.googleusercontent.com/a-/ACB-R5T2VKnjJuPmFBGF2ReKZ_t02cPn1lHk_QXTVDLhIA,0.0,1.4.55,,,nice app interested programming coding others staff computer especially beginners like experience coding taking bsit course 1st year college ay app helpful amazing,boosters,special
4243,4243,4112,2021-07-31 06:07:20,,"Dear pogrammers, learn proramming fun and personalized way with programming hero",5,,JOY KHAN,,POSITIVE,f4dd7252-9e83-4480-9520-3abd2aefc257,https://play-lh.googleusercontent.com/a/AGNmyxYtRKlOQlkhm_AfYYF_h_zngfqcrEpwEKbFwJ3F=mo,0.0,,,,dear pogrammers learn proramming fun personalized way programming hero,status quo sloth,person
4329,4329,4198,2021-07-25 14:07:58,,"This is a very good app to learn coding especially for beginners. Its super simplified, carries you according to your pace of learning, and gives tests from time to time. I love it......woulda said more but i need to get back to learning to code :)",5,,Chizaram Ogbulafor,,POSITIVE,ffaf45ec-bda2-4d26-a37d-3d5f81c90b13,https://play-lh.googleusercontent.com/a/AGNmyxZMv1No5vFyW1cg51InqH_sUwRrNsGn0mlpK8q6=mo,0.0,1.4.49,,,good app learn coding especially beginners super simplified carries according pace learning gives tests time time love itwoulda said need get back learning code,boosters,special
4420,4420,4289,2021-07-16 09:25:52,,This is awesome I love it I'm only 2 minutes in and I already know what a string is. And I love that it gives challenges to get gems.,5,,Samyak Achar,,POSITIVE,eb194683-540a-4099-9434-63bf93788862,https://play-lh.googleusercontent.com/a-/ACB-R5Q-wHmG7Jufql0UStZk4nxw-b3x8tnQnnGn5Gcs,0.0,,,,awesome love im 2 minutes already know string love gives challenges get gems,challenges,challeng
4476,4476,4345,2021-07-10 09:36:54,,Hello To The Makers of The Game I Really Love CodingBut There is a Bug In This App. In The Burger Game Which 3 Second Challenge I Cant Touch The Boolean and Incorrect I Can Only Answer String and Number Can You Fix That Please. I Really Love The App It Helps Me To Learn Coding Thanks,4,,NightmarēIllusiøn,,POSITIVE,d70c5690-c364-4160-97c2-16786a4d654b,https://play-lh.googleusercontent.com/a-/ACB-R5Rb97t_2dYLnM0kCau4Mj7srL6eQJASbApi4LOmGA,0.0,1.4.53,"Dear user, on burger game it just shows String selected for selecting 3rd and 4th option, but actually selects what you select. That's bug's cleverness.
Our developers are slicing the bugs while cooking brand new code playground for next release. We're cutting onions. You'll have a delicious app soon. You're a Programming Hero. ❤",2021-07-10 12:18:49,hello makers game really love codingbut bug app burger game 3 second challenge cant touch boolean incorrect answer string number fix please really love app helps learn coding thanks,challenges,challeng
4509,4509,4378,2021-07-06 23:55:48,,It hangs my new mobile during the deletion of my account which is very trouble but it's very effective programming language learning app,4,,Mohammad Rafsun Jany,,POSITIVE,bf6becd7-c821-46e3-bd28-7f40eaf0cbf4,https://play-lh.googleusercontent.com/a-/ACB-R5SI-tCpJn4DAiKA1oR4PZV6Nak52yjG56gs5Cva,0.0,1.4.53,"Hi Rafsun, Grandma is worried about your issue. We can't understand it properly, can you mail us with details at support@programming-hero.com? We will try to fix it soon.
Grandma badly needs good ratings, please help us with 5 star ratings if we deserve.",2021-07-07 12:57:16,hangs new mobile deletion account trouble effective programming language learning app,status quo sloth,account
4537,4537,4406,2021-07-05 00:37:34,,A great app for learning programing . As a beginner I knew a lot of things and it's fun . Happy Coding. Thanks to the developers specially Jhankar Mahbub sir,5,,Sajjad Hossain,,POSITIVE,fc5bcc08-b3a7-48cb-9388-c07c894e748e,https://play-lh.googleusercontent.com/a-/ACB-R5QkJcMd65607oqWupsoLLAQYsb1wOcrVPnR9SbsKw,0.0,1.4.53,,,great app learning programing beginner knew lot things fun happy coding thanks developers specially jhankar mahbub sir,boosters,special
4623,4623,4492,2021-06-27 09:34:43,,This app is fantastic and very good for use especially for bigginners,5,,Eucharia Enetomeh,,POSITIVE,4333e228-749b-4557-9ede-5d72b15875fb,https://play-lh.googleusercontent.com/a-/ACB-R5QFDgW9plX9SwqfIk5FmrWh8gP2t_RVojfmkigO,0.0,1.4.53,,,app fantastic good use especially bigginners,boosters,special
4670,4670,4539,2021-06-23 09:35:36,,Awesome app for learning Programming specially beggner.,5,,Js Lover,,POSITIVE,c0eee3af-54ad-4e44-bd1c-0deedd9e68d3,https://play-lh.googleusercontent.com/a/AGNmyxbd5oZIGwagGbdP1NkJBsoP9kZqO8gvOGLMcjOo=mo,0.0,,,,awesome app learning programming specially beggner,boosters,special
4770,4770,4639,2021-06-15 09:42:17,,Its great but ive come across a bug where on the burger challenge it forces you to press string,3,,Victor Valenzuela,,NEGATIVE,acae3801-9926-489d-b6cd-6ad32ae62776,https://play-lh.googleusercontent.com/a/AGNmyxb3TFXfTKROxVapI28FydyOwExcXaL527RgDfI7=mo,0.0,1.4.53,"Hi Victor, on burger game it just shows string selected for selecting the 3rd and 4th options, but actually selects what you select. We are aware of this bug and our devs are working on it.
But we are also working on a brand new code playground for next release. That's why it'll take some time to go for release.
Keep exploring Programming Hero",2021-06-17 04:31:56,great ive come across bug burger challenge forces press string,challenges,challeng
4894,4894,4763,2021-06-07 10:50:32,,awesome simple app for learning programing and especially for python language learners,5,,Sajjad Wasel,,POSITIVE,e977640a-8906-45f3-888c-0327589ee516,https://play-lh.googleusercontent.com/a-/ACB-R5RRw-l86EDSn3b6yQdqVYLEZSQKEhoWeFblbdeq7Q,0.0,1.4.53,,,awesome simple app learning programing especially python language learners,boosters,special
4899,4899,4768,2021-06-07 05:28:44,,"There is some bugs in the Burger Challenge. If I select one answer, the wrong answer lights up green or red, and most of the time It's ""String"", even if It's not.",5,,Murad,,NEGATIVE,e693d9d8-b281-44ca-b6cf-c6e36ce239c2,https://play-lh.googleusercontent.com/a/AGNmyxYdwyQPXtMuaZEiIr0FLI_0tiwbPw8tSBfCfiIk=mo,34.0,1.4.53,Thank you for your kind feedback. We are aware of this problem and are currently working on solving it. Please update your app to the latest version when you see an option.,2021-06-07 08:46:07,bugs burger challenge select one answer wrong answer lights green red time string even,challenges,challeng
4989,4989,4858,2021-06-02 10:51:04,,"Very good app with interface, promotes learning environment especially for non programmers",5,,Amar Nigam,,POSITIVE,6b7d70ac-9d09-4809-aa8a-edd5c9ed5a57,https://play-lh.googleusercontent.com/a-/ACB-R5QB24yMN45_QIBdsPmtYNWgsHce5R7ddJ04vM0QBg,1.0,1.4.52,,,good app interface promotes learning environment especially non programmers,boosters,special
5100,5100,4969,2021-05-23 07:01:21,,"There is no questions in burger challenge, please fix this.",1,,W A Fadiel,,NEGATIVE,0d7a1da6-afbb-49be-92c7-c7da62808daf,https://play-lh.googleusercontent.com/a/AGNmyxa1iAm0_5nLUvMrQd3f8NQgPcLFgYkBAcThsf7R=mo,0.0,1.4.52,"We have fixed the burger game blank screen issue. Please update your app from playstore and try again. Please let us know if you are still facing this issue.
Grandma beat us yesterday...nobody loves us. 😢Please show us your love by giving 5-stars.
Stay safe, and happy coding!
Love from Team Programming Hero. ❤️",2021-06-10 03:07:11,questions burger challenge please fix,challenges,challeng
5155,5155,5024,2021-05-17 05:36:08,,"I can't believe how easy it is to learn programming with this enjoyable method of teaching. Genius! Update: After completed the one module Python Course, I encountered some issues, so for the benefit of improvement, I will post what I experienced using the app. The app is great learning tools for beginners but some issue in challenge questions were turned a wrong answer when you got your final score, only then you will realized that some questions that you answered correctly became wrong.",5,,AInnovation,,POSITIVE,4c0ad601-2c62-4775-bfb1-58f01cdea3eb,https://play-lh.googleusercontent.com/a-/ACB-R5R9RHPIXycBvQSTysrVmCdzBS4l5m9H8swfXnR8nA,25.0,1.4.49,,,cant believe easy learn programming enjoyable method teaching genius update completed one module python course encountered issues benefit improvement post experienced using app app great learning tools beginners issue challenge questions turned wrong answer got final score realized questions answered correctly became wrong,challenges,challeng
5263,5263,5132,2021-05-06 13:10:01,,"Please ,but to be honest ,it is such a good app ,i am using this app , please developers there is a missing button in basic concepts final challenge question three and same issue in final challenge in Gui development , please fix it",1,,Jane chepananda Chepananda,,POSITIVE,9dfab403-4eeb-4fd0-bd22-5c2cfe0c54eb,https://play-lh.googleusercontent.com/a-/ACB-R5T86j5wd8EkaPpSYaR48FhPO0-HORTT-hBwxkOl,0.0,1.4.49,"Please specify your issue with the screenshot or screen record so that we can get a clear idea of the issue on support@programming-hero.com.
We are extremely sorry for this inconvenience.
We will try to fix this as soon as possible.",2021-05-07 05:39:56,please honest good app using app please developers missing button basic concepts final challenge question three issue final challenge gui development please fix,challenges,challeng
5299,5299,5168,2021-05-03 10:49:15,,"Good app but asks for pro for half content this is realy bad and I am from India and if ur aslo then just bring more Langs like django ,node js , And may be robotics with python and c what else Arduino plz bring atleast Arduino or raspberry Pi both with java,c,and python this is request plz try and I am respecting u cause I am 13 male ans plz don't ask for pro in Arduino and raspberry Pi or will kill myself..😁🙏😁🙏😁😁😁😁",5,,rupli Kusalkar,,NEGATIVE,42f9f03e-5f7d-4006-9a1c-2b5f2af07bef,https://play-lh.googleusercontent.com/a/AGNmyxbaEP67G7E1SIA60gGhRC2cgHOXY38zfiAFmjOD=mo,0.0,,,,good app asks pro half content realy bad india ur aslo bring langs like django node js may robotics python c else arduino plz bring atleast arduino raspberry pi javacand python request plz try respecting u cause 13 male ans plz dont ask pro arduino raspberry pi kill,voting,content r
5354,5354,5223,2021-04-28 12:33:38,,It’s fantastic app for learning programming specially for beginner,5,,Firoz Shikder,,POSITIVE,fb84d9e8-e553-4289-af25-87b77172d5df,https://play-lh.googleusercontent.com/a-/ACB-R5QNDv1jChK1w0G-iQjxVwaMKRZa-i7iE6uap2j3,0.0,1.4.49,,,fantastic app learning programming specially beginner,boosters,special
5460,5460,5329,2021-04-19 02:06:46,,Im so impressed. This App is so helpful for learning Programing. Specially the way of starting one of the most useful programing language Python is more easier. Thanks to you for creating this type of effective application.,5,,Ferdous Sagor,,POSITIVE,caa7e07f-4d7f-4284-99a1-abbbce3e0b61,https://play-lh.googleusercontent.com/a-/ACB-R5QTpc5J8Spz6cm8pkH7nyC_fEdjU8wPQyZO9ziyWA,23.0,1.4.49,,,im impressed app helpful learning programing specially way starting one useful programing language python easier thanks creating type effective application,boosters,special
5474,5474,5343,2021-04-17 12:03:19,,"I know basic html only and installed this app just for fun. The app explain everything in a way that keeps you excited. To the developers, I think burger and pizza's everywhere is not required. just the feature of coding your own game as the lessons proceed is enough to keep excitement up. Secondly I think in burger challenge, the TV screen was supposed to show the variable if it was then I didn't saw anything. The challenge progresses, ends but nothing appears on tv.",4,,Divine blessing,,NEGATIVE,9021a6d2-58e8-4808-a7a5-9ea687a1fa7b,https://play-lh.googleusercontent.com/a-/ACB-R5QV9BYlNWmIx9C5bIZRput4XLQYoCSG5Srsn4BiiA,115.0,1.4.49,"We have fixed the burger game blank screen issue. Please update your app from playstore and try again. Please let us know if you are still facing this issue.
Grandma beat us yesterday...nobody loves us. 😢Please show us your love by giving 5-stars.
Stay safe, and happy coding!
Love from Team Programming Hero. ❤️",2021-06-10 03:07:37,know basic html installed app fun app explain everything way keeps excited developers think burger pizzas everywhere required feature coding game lessons proceed enough keep excitement secondly think burger challenge tv screen supposed show variable didnt saw anything challenge progresses ends nothing appears tv,challenges,challeng
5483,5483,5352,2021-04-16 08:34:18,,"Why its hard to understand english?? Does it help you the question above?? Or this question?? Life os really hard but it's easy to die.. God forgive me.. Thank u for this life, while other don't really care about other people struggle to live because of serous mental health issues ..",5,,Jake Viñas,,NEGATIVE,47da46d5-774e-4f88-ad4b-26e71ef8fb35,https://play-lh.googleusercontent.com/a/AGNmyxZvGkzFvTdW2PLe5DRVm6k9k15qHRHQykr25gQ0eg=mo,0.0,1.4.49,,,hard understand english help question question life os really hard easy die god forgive thank u life dont really care people struggle live serous mental health issues,torture breaks,live
5499,5499,5368,2021-04-15 06:29:58,,Update - I have cleared data from settings of the app and loged in again. The issue regarding daily bonus is fixed. But the issue of showing complete planet being incomplete is not solved yet. ★ Device -Xiaomi MI Max 2 (App pro version),4,,Taki 30,,NEGATIVE,82ca9f5e-4b88-44c8-8ed1-9833f8531e13,https://play-lh.googleusercontent.com/a/AGNmyxY_9Uk7fG3wA6DPjaJPxdeTUSpwkAHpkuCNqHhA=mo,11.0,1.4.49,"Please clear your app data from settings and log in again.
We are extremely sorry for the inconvenience. The only possible case for complete galaxy showing incomplete can be you didn't complete it while logging in the app, otherwise it doesn't make completed galaxy incomplete. Let us know if this is the case on support@programming-hero.com.",2021-04-19 10:04:38,update cleared data settings app loged issue regarding daily bonus fixed issue showing complete planet incomplete solved yet device xiaomi mi max 2 app pro version,daily streaks,daily bonus
5529,5529,5398,2021-04-12 01:09:14,,Your challenges are awesome,5,,Tanyaradzwa Nhariswa,,POSITIVE,bffe67a8-c842-4d81-abb7-51346398c35f,https://play-lh.googleusercontent.com/a-/ACB-R5Rhc-N6PKSJYEPtn7ZU72tBGpEVNhJCdJFKHDDI,0.0,1.4.46,,,challenges awesome,challenges,challeng
5544,5544,5413,2021-04-10 04:46:49,,Challenges are not working and you can't go ahead of it please fix this bug,5,,Himanshu Joshi,,NEGATIVE,f1c8ece9-556f-48f7-9483-7fb422941a74,https://play-lh.googleusercontent.com/a-/ACB-R5SMhoppMY-LPN3CUK_QmMgWMmkjf8vFi_wh2E_caw,0.0,1.4.48,"Please clear your app data from settings and log in again.
Let us know if you are still facing that issue.
We are extremely sorry for the inconvenience.",2021-03-21 07:38:19,challenges working cant go ahead please fix bug,challenges,challeng
5707,5707,5576,2021-03-21 02:37:41,,There's a big bug in your app. Any time when I take the challenges in the amazing new galaxies it shows a blank screen and automatically closes the app. This is stopping me from moving ahead in courses and I am stuck here. Please fix this bug as quick as possible.,4,,Uτkarຮh NᎥnͥawͣeͫツ,,NEGATIVE,6474283c-36ee-4f0c-98c9-cacefc217330,https://play-lh.googleusercontent.com/a-/ACB-R5TeAA-1rnm5MxJ_SR6irjRQbABp6NHI3rlKvafJtQ,28.0,1.4.48,"Hi, sorry for the inconvenience caused. We know about this issue and we're working hard to fix the same. Thanks! For now you can try clearing your app data from settings and log in again. Let us know if you are still facing that issue via support@programming-hero.com.",2021-03-21 07:40:24,theres big bug app time take challenges amazing new galaxies shows blank screen automatically closes app stopping moving ahead courses stuck please fix bug quick possible,challenges,challeng
5896,5896,5765,2021-02-28 16:35:31,,I am loving this app looking forward for more challenges!,5,,Favoured By God,,POSITIVE,af98aa49-67ea-4bc6-bc07-5be99d1be7c8,https://play-lh.googleusercontent.com/a/AGNmyxa_Qf7GMwWi_ytwWNy1iMmrpa8yQ_g3pk5R9gR-=mo,0.0,1.4.46,,,loving app looking forward challenges,challenges,challeng
5934,5934,5803,2021-02-25 06:45:07,,Old customer from YouTube 😂😂😂 downloading this app without thinking anything❤️❤️,5,,Akshay Panigrahi,,NEGATIVE,cb43053c-faa6-480e-a4ed-532731ef742e,https://play-lh.googleusercontent.com/a-/ACB-R5Q3wktgkIZT0DQM1NXKiHT2AxgAQ62Xl00W-AFN,0.0,,,,old customer youtube downloading app without thinking anything,status quo sloth,custom
5965,5965,5834,2021-02-22 09:56:34,,Best app for learning coding for free. But if you open the app and wait for a few minutes it will give you the daily reward. Please fix it.,5,,Rayhan Mahmud,,POSITIVE,91b5b6b3-a9a0-4b6e-94f2-8362b51b70e5,https://play-lh.googleusercontent.com/a/AGNmyxYbf1yW9ElKnPynaOhrve6s4Yxo4QNks_4wtSTc=mo,5.0,1.4.46,,,best app learning coding free open app wait minutes give daily reward please fix,daily streaks,daily reward
6005,6005,5874,2021-02-19 09:48:57,,This is the best app for learning how to code especially for beginners,5,,Eberechukwu Caleb,,POSITIVE,7545e63e-bf06-463d-acab-8a8f55c8662b,https://play-lh.googleusercontent.com/a-/ACB-R5TEdWB4YLFfMTTLe664CM0vr05xPpUBpveRzEqa,1.0,1.4.43,,,best app learning code especially beginners,boosters,special
6038,6038,5907,2021-02-16 10:13:16,,Amazing app for learning programming from Bangladesh.🧡 Special Thanks to PROGRAMMING HERO team for giving us a chance to learn Programming with own mother tong.😀,5,,Muntasir Mamur,,POSITIVE,8762eaaf-daee-4875-bc1b-1dba0a14f490,https://play-lh.googleusercontent.com/a-/ACB-R5T_CP6tqgaZYTC28mRidVSfi15nRDfm1UjOanJ3nA,0.0,1.4.46,,,amazing app learning programming bangladesh special thanks programming hero team giving us chance learn programming mother tong,boosters,special
6070,6070,5939,2021-02-14 08:49:53,,Great app !! Special thanks to Jhangkar Mahbub Bhai and the programming hero team for bringing Python's Bangla feature! I hope all the features will be done in Bengali one day. InshaAllah !! There is prayer for you💜💜💜,5,,yea Saleh,,POSITIVE,8fc570cd-715f-4806-86b0-b56b864af686,https://play-lh.googleusercontent.com/a/AGNmyxZ0a4Do5xcsBRQslaXGTcDP6yExGhqSL0kd1uRa=mo,1.0,1.4.46,,,great app special thanks jhangkar mahbub bhai programming hero team bringing pythons bangla feature hope features done bengali one day inshaallah prayer,boosters,special
6125,6125,5994,2021-02-10 11:45:03,,Just started it and it's very informative. Especially useful for beginners I'd say,5,,Lethabo Ledwaba,,POSITIVE,978f74c2-372f-4136-85e8-a667062a52b3,https://play-lh.googleusercontent.com/a-/ACB-R5RDlNifnA76JiYWRA6LfEONx7psVi3c0-XQnnzv,2.0,1.4.46,,,started informative especially useful beginners id say,boosters,special
6135,6135,6004,2021-02-09 22:57:21,,"For some reason, I didn't receive my certificate after completing the Basic Concepts. And whenever I solve a challenge, game, or final task, the game crashes.",2,,Sagi Libra,,NEGATIVE,6b9bfa13-9ce9-49b9-a6c7-568dd2878e41,https://play-lh.googleusercontent.com/a-/ACB-R5TeXJwuGlgYUGQ7fv8mtoUPqhjfwbbWnZo53PBG7hY,6.0,1.4.46,"Hi, sorry to hear you’ve been experiencing some crash issues. For your information, certificate will be achievable after completing Fundamentals or Database. Please contact us at support@programming-hero.com and share as much information as you can. We will definitely investigate your case. Thank you for posting!",2021-02-10 07:38:37,reason didnt receive certificate completing basic concepts whenever solve challenge game final task game crashes,challenges,challeng
6203,6203,6072,2021-02-05 23:09:12,,"Dear, sir masha Allah this this app is very useful for us means for beginners but please find an other way to pay means Telenor account Jaz account etc.... Keep make changing new features and also add C/C++ Language also Your obedient Fahad Rahim...",4,,Haleema Naaz,,POSITIVE,e1569557-139c-4ccb-b1fb-6c95c550f69d,https://play-lh.googleusercontent.com/a/AGNmyxYFAJx5UCdqKlw9FPDby5XCrBwnUAwLvn0njU0m=mo,0.0,1.4.35,,,dear sir masha allah app useful us means beginners please find way pay means telenor account jaz account etc keep make changing new features also add cc language also obedient fahad rahim,status quo sloth,account
6237,6237,6106,2021-02-03 03:07:38,,"Extremely helpful,especially for begineers,ya but there are a few bugs which can be resolved also u can organise competetipns and give some help to grab internships and jobs",4,,Sanskar khandelwal,,POSITIVE,f645f79f-ab56-4b79-bfd5-75e9e4c1e27b,https://play-lh.googleusercontent.com/a-/ACB-R5R5QX0k-us-ANUpm39SjlvRFnS_mFJhc1T958ji1t4,0.0,,"Thanks a billion, shivani! 😊
Glad you loved our app.

Please keep exploring Programming Hero and keep supporting us.

This month, you'll look hotter in your brand new profile page.

You can produce a baby robot in one night with your ""Python In One Night"" video course. 

Next is the C course. Stay tuned.

Love from Team Programming Hero! ❤️",2021-02-03 23:33:38,extremely helpfulespecially begineersya bugs resolved also u organise competetipns give help grab internships jobs,boosters,special
6310,6310,6179,2021-01-28 04:48:38,,It's the best app to learn programming especially if you are a beginner....,5,,Arti Devi,,POSITIVE,21dee300-910e-4536-baf4-d9d6a786714c,https://play-lh.googleusercontent.com/a-/ACB-R5QeHKf-RoiYWxK4Wv3B-znl8O5czaj6Kelguj3o,1.0,1.4.43,"Thanks a billion, Arti Devi! 😊
Glad you loved our app.

Please keep exploring Programming Hero and keep supporting us.

This month, you'll look hotter in your brand new profile page.

You can produce a baby robot in one night with your ""Python In One Night"" video course. 

Next is the C course. Stay tuned.

Love from Team Programming Hero! ❤️",2021-02-03 00:35:35,best app learn programming especially beginner,boosters,special
