Unnamed: 0,date,review,rating,isEdited,userName,title,developerResponse,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
148,2022-11-05 19:07:19,I was previously using this app quite a bit and found it to work out quite well as a free app to learn a coding language(in my case c#) but then they added one of those heart systems that don’t let you use the app after you lose them. So now I’m limited to 3 mistakes and each heart takes 5 hours to refill. So much for doing some actual learning because now I just can’t make mistakes… which in my experience is a large part of the learning process.,1,False,Greatest thing of all time,Heart system,"{'id': 33019416, 'body': 'Hi,\n\nThanks for your feedback!\n\nIf you’re a Free plan user, you start each day with a full set of Hearts, which you need to complete lessons. Hearts encourage you to pay close attention to the lesson theory — get a quiz question wrong, and you’ll lose a Heart. Lose all your Hearts and you’ll need to wait for them to refill before you can access lesson content. Hearts take a few hours to refill, so while you wait you can carry on exploring everything on offer in the rest of the Sololearn app and connect with other Sololearners. Code Challenge, anyone?\n\nIf you’re eager to carry on with your lesson, you can upgrade to PRO for unlimited Hearts or buy more Hearts using your Bits.\n\nHappy Sololearning!', 'modified': '2022-11-07T13:28:38Z'}",NEGATIVE,previously using app quite bit found work quite well free app learn coding languagein case c added one heart systems dont let use app lose im limited 3 mistakes heart takes 5 hours refill much actual learning cant make mistakes experience large part learning process,torture breaks,heart system
152,2021-11-17 16:14:28,This app originally had the option to reset progress for a course. Though it’s a great learning resource I’m only giving it 2 stars due to the removal of that feature. I understand that it was probably removed to encourage people to buy the “Pro” option but as a person who’s paying for “Pro” I expect to be able to reset my progress if I so choose.,2,False,meh653,Removed the ability to reset course progress,"{'id': 26367079, 'body': 'Thanks for your feedback. \nWe work tirelessly to improve our content, platform, and services by listening to and responding to members of our community. We value every piece of feedback we get and we love to hear ways to make SoloLearn a better place for coders. \nYour suggestions have been forwarded to the Product team for consideration.', 'modified': '2021-11-19T14:50:13Z'}",NEGATIVE,app originally option reset progress course though great learning resource im giving 2 stars due removal feature understand probably removed encourage people buy pro option person whos paying pro expect able reset progress choose,status quo sloth,person
156,2018-10-25 22:15:39,"Everything about the app was great, it had a community, explained most things simply, allowed you to practice and save your work, absolutely amazing. Then, when I went to start the app and begin a new lesson, it would crash. I would start the lesson and then it would just crash. No matter what I did, immediately crashed. Wonder if I’m the only person with this problem.",3,False,adrenaddie,It was great until...,,NEGATIVE,everything app great community explained things simply allowed practice save work absolutely amazing went start app begin new lesson would crash would start lesson would crash matter immediately crashed wonder im person problem,status quo sloth,person
160,2019-10-11 18:34:52,"Great app for learning the fundamentals to many programming languages as well as a place to continue learning through head-to-head challenges and it’s coding playground which supports many languages. Top it with coding challenges, profile progression, and discussion boards. This app makes for an engaging way to SoloLearn.",5,False,Oscar H 92,Helped me learn Python,,POSITIVE,great app learning fundamentals many programming languages well place continue learning headtohead challenges coding playground supports many languages top coding challenges profile progression discussion boards app makes engaging way sololearn,challenges,challeng
166,2018-11-06 23:14:05,"Recently I downloaded the old version of this app, the single python one and it told me that there was a newer version. 

So I downloaded this app, it told me to sign in or create an account. I tried. It will not let me create a account on the app. It will not allow me to sign in with Facebook or google. Every time I try it just displays an alert that says please try again later, I wait til later and still the same result.",2,False,sighlo,I gave a two star rating and here’s why...,"{'id': 5854124, 'body': 'Please contact us via info@sololearn.com and we will help.', 'modified': '2018-11-08T08:07:58Z'}",NEGATIVE,recently downloaded old version app single python one told newer version downloaded app told sign create account tried let create account app allow sign facebook google every time try displays alert says please try later wait til later still result,status quo sloth,account
172,2019-02-15 21:31:32,"Tried installing free and pro. No apps running, cleared RAM and all cached data, connected to FIOS, speed tests are solid. Thought it was the ad platform at first. Pro won’t even let me create and account. “Could not create an account. Please try again.” Rebooted phone. No change. Got the individual apps to work fine. Seems to be only the parent app. Not sure what’s going on there.",3,False,Anonymity311,Would be great if it would load,"{'id': 7347456, 'body': 'Hi,\n\nPlease contact us via info@sololearn.com and we will help.', 'modified': '2019-02-18T13:21:08Z'}",NEGATIVE,tried installing free pro apps running cleared ram cached data connected fios speed tests solid thought ad platform first pro wont even let create account could create account please try rebooted phone change got individual apps work fine seems parent app sure whats going,status quo sloth,account
174,2018-02-05 05:46:50,"The previous app (“Learn Python”) did not require an email address. When the developer came out with the new Solo Learn (this app), the old app “Learn Python” STOPPED working. The app is also no longer available in the App Store, so you cannot reinstall.

Account creation (requiring email address) should be optional, not enforced. Some users do NOT need an account because of security reason. E.g. how secure is Solo Learn server? What is their server got hacked? Now the bad guy have your email address and password.",1,False,lanwarrior,Email address REQUIRED before you can use the app,"{'id': 2507862, 'body': 'Hi, \nPlease contact us via info@sololearn.com and we will provide more information on your concerns.', 'modified': '2018-02-06T07:14:48Z'}",NEGATIVE,previous app learn python require email address developer came new solo learn app old app learn python stopped working app also longer available app store cannot reinstall account creation requiring email address optional enforced users need account security reason eg secure solo learn server server got hacked bad guy email address password,status quo sloth,account
192,2019-02-06 15:37:58,"I have been using the app for over three weeks, and I have complete 12 of the 13 courses and I have nearly finished JQuery. I have achieved 12th level with nearly 500 challenges in HTML. Unfortunately, older concepts in HTML and CSS accepted in 
HTML4 but deprecated in HTML5 or HTML5.2 are not uncommon in their challenge questions. I would not rely on SoloLearn alone in preparing a job in web development or app development.",3,False,mactechnic,"A good app in concept, but HTML CSS concepts are often outdated",,NEGATIVE,using app three weeks complete 12 13 courses nearly finished jquery achieved 12th level nearly 500 challenges html unfortunately older concepts html css accepted html4 deprecated html5 html52 uncommon challenge questions would rely sololearn alone preparing job web development app development,challenges,challeng
220,2018-11-10 00:49:44,"I’m so thankful to the developers of this app. I couldn’t imagine learning python and SQL specifically without this app. I’ve watched lots of tutorials and gone to lots of webpages to learn, but nothing compares to this app in terms of the content itself and delivery. Fantastic job, thank you so much!",5,False,DH Engineer,Critical to success,,POSITIVE,im thankful developers app couldnt imagine learning python sql specifically without app ive watched lots tutorials gone lots webpages learn nothing compares app terms content delivery fantastic job thank much,torture breaks,live
221,2019-10-24 11:17:51,"I’ve been intending to give this app a five star until the app functionality completely broke today. Although I have full network access though 4G, the app would not load any of my user data. I logged out and tried logging in again with no avail. Reinstalling the app didn’t work either. I would appreciate a fix, although the issue may be specific to my device and/or account. Thank you.",1,False,Anonymous Review-er,Network Issues,"{'id': 11509401, 'body': 'We are sorry for the inconvenience.\r\nPlease contact us via info@sololearn.com and we will help.', 'modified': '2019-10-28T11:32:20Z'}",NEGATIVE,ive intending give app five star app functionality completely broke today although full network access though 4g app would load user data logged tried logging avail reinstalling app didnt work either would appreciate fix although issue may specific device andor account thank,status quo sloth,account
222,2017-11-18 23:10:25,"Learned python on this, really good tutorial, discussion/comments on each topic. I keep doing challenges and plan to start learning Java or C++ with SoloLearn. For developers: please add quiz submission on iOS or web browser. I want to contribute (give back) but there is no option on the iPhone app rn",5,False,Je314159,"Love this app, Add Quiz Factory for iOS please","{'id': 1790828, 'body': 'Thanks for your feedback! The Quiz Factory is coming to iOS soon, so stay tuned!', 'modified': '2017-11-19T14:29:55Z'}",POSITIVE,learned python really good tutorial discussioncomments topic keep challenges plan start learning java c sololearn developers please add quiz submission ios web browser want contribute give back option iphone app rn,challenges,challeng
233,2018-03-09 12:15:43,"I really enjoy coding and using programming language, so I decided to try this app. 
It’s really amazing how the app consists of HTML, Python, JavaScript, CSS, and more—just in one app. 
Looking at other people’s creations are amazing and especially since you can see their codes. 
The only thing that bugs me is when you type in an opening tag, it automatically puts in a  closing tag. That can be wonderful at times, but annoying sometimes when you don’t need a closing tag that very moment. 
But other than that, I like it. 
I would recommend this app to a friend who enjoys coding.",4,False,Perlerki59,Best Learning App!,,POSITIVE,really enjoy coding using programming language decided try app really amazing app consists html python javascript css morejust one app looking peoples creations amazing especially since see codes thing bugs type opening tag automatically puts closing tag wonderful times annoying sometimes dont need closing tag moment like would recommend app friend enjoys coding,boosters,special
244,2018-09-12 18:15:30,"I have some programming experience but haven’t delved deeper into it. This program allows me to pick up new languages in my spare time. Great addition to the phone much better than wasting time social media or Instagram accounts.

Jeff Shumway",5,False,Jeffreygssssssssssssss,Great App for learning Python on the fly,,POSITIVE,programming experience havent delved deeper program allows pick new languages spare time great addition phone much better wasting time social media instagram accounts jeff shumway,status quo sloth,account
246,2018-07-18 17:12:23,"This app has proven pretty useful to me because I love coding with java. Your tutorials are well thought out and effective but it would help a lot if there were video tutorials because it would be faster, it would add a visual experience and auditory experience where a real person could speak to you, and it would be easier to understand.",3,False,Spaceob8,Dear SoloLearn inc,"{'id': 4487071, 'body': 'Thanks for your feedback. \nWe continuously improve our features and content, listen to the voice  of our community and value every piece of feedback we get.  We always  love to hear your opinion on how to make SoloLearn a better place for coders!', 'modified': '2018-08-01T07:59:36Z'}",POSITIVE,app proven pretty useful love coding java tutorials well thought effective would help lot video tutorials would faster would add visual experience auditory experience real person could speak would easier understand,status quo sloth,person
247,2021-12-30 06:50:24,"I am very new to coding 100%. So far, the challenge’s have been fun and functional! I’ve been checking out other platforms and haven’t made the progress I am here .",5,False,Steve/Crew,Simple mind,,POSITIVE,new coding 100 far challenges fun functional ive checking platforms havent made progress,challenges,challeng
251,2020-10-24 23:23:58,"I try to open up messages in this app, but it tells me to activate my account. Why is it saying this when I lready have an activ account and a badge on my profie to prove it! pls fix this SOON!!!☹️☹️☹️😡 Would giv mor stars if you fix the bugs. I know im not the only user experiencing problems, too!",4,False,Cali Wright,How!?! Bug? Errors?,,NEGATIVE,try open messages app tells activate account saying lready activ account badge profie prove pls fix soon would giv mor stars fix bugs know im user experiencing problems,status quo sloth,account
253,2019-07-09 20:37:20,"SoloLearn is a great app. I love it, specially because it is free. Tons of knowledge and a great reference tool. 

But I have one recommendation: make more and more complex questions, they are too easy!

Also I want to point out something negative you should watch out, always my phone overheats when this app is opened.",4,False,mrpeepe,Great App,,NEGATIVE,sololearn great app love specially free tons knowledge great reference tool one recommendation make complex questions easy also want point something negative watch always phone overheats app opened,boosters,special
265,2021-02-12 18:25:33,"Decent overview of concept but compiler almost never works especially on modules. 

Literally have looked up answers because I thought I was insane that I wasn’t getting it right to find out even when I add the right answer it still didn’t work. 

Don’t ever pay for this! Not worth your money and hardly worth your time. Even the overviews don’t cover enough.",1,False,SDSU.aztecs,Great if you have no programming experience never pay for pro,"{'id': 21112236, 'body': 'Hello! \r\nThanks for your feedback!\r\nPlease send more detailed information to us at info@sololearn.com so that we can help resolve the issue. \r\nLooking forward to hearing from you!\r\n', 'modified': '2021-02-17T12:05:06Z'}",NEGATIVE,decent overview concept compiler almost never works especially modules literally looked answers thought insane wasnt getting right find even add right answer still didnt work dont ever pay worth money hardly worth time even overviews dont cover enough,boosters,special
266,2021-02-08 23:28:06,"I am not a coder, have no experience, and have never taken a class on coding. I’m just interested in learning some basics.

I tried using Sololearn for 2 days. I got through about 4 chapters. The examples and questions in the various sections were so easy to understand. But the projects were so hard. I would start a project and have no idea where to begin, super demoralizing. 

Also, it was really awkward to go back to previously covered material while you are in a project. 

I’m a beginner. I could use hints and tips when I’m stuck. Motivational quotes like “Learn from your mistakes” started driving me crazy. 

Deleted the app after 2 days.",2,False,virginiawilderness,Pretty bad for non-coder,,NEGATIVE,coder experience never taken class coding im interested learning basics tried using sololearn 2 days got 4 chapters examples questions various sections easy understand projects hard would start project idea begin super demoralizing also really awkward go back previously covered material project im beginner could use hints tips im stuck motivational quotes like learn mistakes started driving crazy deleted app 2 days,visual grave,learn mistak
273,2020-04-02 19:10:06,"I used to use this app all the time especially bc I was a complete newbie. If you asked a question you did not have someone making you feel like an idiot. Well all that has changed plus it crashes constantly, displays wrong answers, moderators are nasty jerks and NOW YOU HAVE TO PAY FOR THE APP. GREEDY GREEDY GREEDY.",3,False,Casey965,Used To Be a Great App Now a Greedy Developer with a Crapy App,,NEGATIVE,used use app time especially bc complete newbie asked question someone making feel like idiot well changed plus crashes constantly displays wrong answers moderators nasty jerks pay app greedy greedy greedy,boosters,special
274,2019-08-28 13:10:54,"Uninstalled!

Reply to developer reply: Understood an account allows me to track progress, but what if I don’t care about that? You want me to give You something (my personal info) when you’ve given me Nothing in return first? Sorry, but the world doesn’t work that way. Let’s not forget who the buyer and seller is here. You are selling and IF I’m a buyer, I want to see the product BEFORE I invest in it.",1,False,OOffW,Account required to even look around!,"{'id': 10416643, 'body': ""Hi,\r\n\r\nWe've noticed that you have given SoloLearn a three star rating, however your written feedback was positive. If you are experiencing any issues with our app, please contact us via info@sololearn.com."", 'modified': '2019-08-29T12:07:34Z'}",NEGATIVE,uninstalled reply developer reply understood account allows track progress dont care want give something personal info youve given nothing return first sorry world doesnt work way lets forget buyer seller selling im buyer want see product invest,status quo sloth,"person, account"
279,2018-03-28 06:44:22,"I bet this app would be amazing, IF it actually worked. To specify, it really is hit or miss whether this app even let’s you log in to your account. Someone needs to fix it ASAP. It has the same problem for pretty much all of their other apps. I downloaded one that would just say it “couldn’t retrieve data”, then it would load for like half an hour! I really wish this app was functional",1,False,Ybeetz,"Lousiest app ever, needs to be fixed","{'id': 2968482, 'body': 'Hi, \nPlease try again, it should work now!', 'modified': '2018-03-29T08:11:37Z'}",NEGATIVE,bet app would amazing actually worked specify really hit miss whether app even lets log account someone needs fix asap problem pretty much apps downloaded one would say couldnt retrieve data would load like half hour really wish app functional,status quo sloth,account
318,2021-02-19 14:18:23,"Horrible for learning syntax.  Regurgitate information to progress.  In the end, the information is there.

Edit: I’ve come to believe the lessons (especially HTML and CSS) are designed to show the user as many ads as possible.",3,False,OoRyan42oO,Read a Book,,NEGATIVE,horrible learning syntax regurgitate information progress end information edit ive come believe lessons especially html css designed show user many ads possible,boosters,special
327,2019-09-07 09:52:05,"It is a great way to learn. On a different account, I learned python. My hopes is to learn tensorflow sharp. Find out all of the processes needed to use the information learned to become a better trader through automation.",5,False,ScamBlaster,Got to do this!,,POSITIVE,great way learn different account learned python hopes learn tensorflow sharp find processes needed use information learned become better trader automation,status quo sloth,account
332,2018-09-07 03:43:40,This is a great app for beginners interested in learning html codes. I myself am not a compute wiz or the most tech savvy but you wouldn’t be able to notice. Minutes after creating my SoloLearn account I am creating a personal blog!!!,5,False,TeylorBradley,TB,,POSITIVE,great app beginners interested learning html codes compute wiz tech savvy wouldnt able notice minutes creating sololearn account creating personal blog,status quo sloth,"person, account"
337,2022-01-12 23:23:30,"This used to be an amazing app. Easily the best one. Used to be able to learn and it was actually free. They’ve changed a lot. I guess it was only a matter of time, especially with how lucrative programming has become. Very disappointed. Finally just gave up and deleted the app.",2,False,TigerSoul613,Too many ads,,NEGATIVE,used amazing app easily best one used able learn actually free theyve changed lot guess matter time especially lucrative programming become disappointed finally gave deleted app,boosters,special
338,2021-07-28 14:54:14,"But every time when I’m trying to add comment or reply people, it would be telling me that I can’t cuz my account was not activated…It’s kinda annoying.",4,False,Kallen_777,My account has already been activated,"{'id': 24214285, 'body': 'Hello,\nWe are sorry for the inconvenience.\r\n\r\nThere was a temporary issue with SoloLearn. Please try again and let us know if the issue persists. For more information please contact us via info@sololearn.com.\r\n', 'modified': '2021-07-30T08:02:31Z'}",NEGATIVE,every time im trying add comment reply people would telling cant cuz account activatedits kinda annoying,status quo sloth,account
339,2020-01-18 03:19:50,I really hate making account for something I don’t plan on using. This app doesn’t allow you to use the app without an account and that is a really let down. I uninstalled the app as soon as I saw that. I want to know before making an account that I’ll actually use the app. Leave a reply on this review when you fix that so I can give another try.,1,False,Joelzjr5,Account required,"{'id': 13100482, 'body': 'Thanks for your feedback!\nPlease note that creating an account helps to track your progress. Based on that progress we can give you a certificate after the completion of the course.\nThanks for understanding!', 'modified': '2020-01-24T13:32:44Z'}",NEGATIVE,really hate making account something dont plan using app doesnt allow use app without account really let uninstalled app soon saw want know making account ill actually use app leave reply review fix give another try,status quo sloth,account
342,2018-02-18 23:18:33,"So far out of all of the apps I’ve used to learn coding, this is the best. The lessons are very detailed and hands on. 

I am the kind of person that needs a lecture and hands on experience. This app provides both.",5,False,KerryMike1980,The Best app for me!,,POSITIVE,far apps ive used learn coding best lessons detailed hands kind person needs lecture hands experience app provides,status quo sloth,person
360,2018-07-11 16:53:43,Most apps in this genre are very lackluster in their deliverance in information. This app is structured well and it’s very thorough from what I’ve seen thus far. Definitely a good resource for learning on the go.,5,False,Riley Key,Great well structured app,,POSITIVE,apps genre lackluster deliverance information app structured well thorough ive seen thus far definitely good resource learning go,torture breaks,live
364,2021-03-03 22:40:02,"I created an account, selected JavaScript, got the free trial, & start the course. I get to the first question which I answer correctly however there is no ability to progress forward available on my screen. Only gestures available are swipe back to start the course over again or swipe up to read comments. I am using an Apple iPad Air 1st Gen.",1,False,obbert42,Unable to go past question 1,"{'id': 21474326, 'body': 'We are sorry for the inconvenience, it should not be like that. Please contact us via info@sololearn.com and we will fix it.', 'modified': '2021-03-05T14:25:56Z'}",NEGATIVE,created account selected javascript got free trial start course get first question answer correctly however ability progress forward available screen gestures available swipe back start course swipe read comments using apple ipad air 1st gen,status quo sloth,account
365,2020-05-26 21:33:43,"Everything was great until ads stopped allowing me to finish a piece of work. In other words, after a challenge, a stupid loan ad would pop up, and their would be no action button for me to jump out of this. Instead I have to completely restart the application...",2,False,AerialDre.com,Ad issue,"{'id': 15777087, 'body': 'Hello,\nWe are sorry for the inconvenience.\nPlease let us know more information regarding your feedback, so we can understand it better and try to help. You can contact us at info@sololearn.com.', 'modified': '2020-06-04T13:01:09Z'}",NEGATIVE,everything great ads stopped allowing finish piece work words challenge stupid loan ad would pop would action button jump instead completely restart application,challenges,challeng
368,2020-07-22 08:37:01,"Please fix the issue of it freezing (whenever i play a challenge and my network fluctuates, it freezes and won’t move to the next challenge) in that wise i loose that round even though i got the answer right 😑😑😑",3,False,Wf Da Kuz,Good app but a little issue,,NEGATIVE,please fix issue freezing whenever play challenge network fluctuates freezes wont move next challenge wise loose round even though got answer right,challenges,challeng
382,2019-06-25 03:50:04,"It’s a very good app for learning the basics of coding. The only issue I’m aware of is that it asks me to activate my account when I already did. Other than this, it’s very good and I recommend it.",5,False,Rawnator,Great app,,POSITIVE,good app learning basics coding issue im aware asks activate account already good recommend,status quo sloth,account
395,2022-08-10 20:31:49,"Great way to learn before they adopted the stupid CandyCrush aspect of hearts. If you make 3 mistakes, a common thing for learning, you’ll need to wait for hours to be able to progress. Everything worth really using to learn, mistakes, a coding playground, etc. are behind a paywall. Save your time if you really want to learn on a free app and go elsewhere.",1,False,nickname648285,Was amazing before the paywall,"{'id': 31423521, 'body': 'Hey, Thanks for your feedback! Sololearn Hearts serve as a reminder for you to take your time, it is shown that shorter, more frequent learning sessions are more effective for students. Hearts refill every few hours, so you have a chance to get back to unlimited learning! You can refill your Hearts with Bits. For more details: info@sololearn.com', 'modified': '2022-08-12T08:27:15Z'}",NEGATIVE,great way learn adopted stupid candycrush aspect hearts make 3 mistakes common thing learning youll need wait hours able progress everything worth really using learn mistakes coding playground etc behind paywall save time really want learn free app go elsewhere,"torture breaks, visual grave","paywal, learn mistak"
407,2022-12-06 22:04:38,Blocking me from PRO content and constantly asking me to Go Pro even though I bought a year subscription of Pro 9 months ago and am subscription - active in my App Store account page.,3,False,hip hip hop hooray,Weird,"{'id': 33605142, 'body': ""Hi, thank you for your review. We're sorry you're experiencing this issue! Can you share your details and receipt with info@sololearn.com so we can assist? Thank you!"", 'modified': '2022-12-08T08:21:02Z'}",NEGATIVE,blocking pro content constantly asking go pro even though bought year subscription pro 9 months ago subscription active app store account page,status quo sloth,account
410,2022-03-02 23:54:31,There should be a link from the account on the app to use on a computer. Would be a lot nicer doing this on my laptop than my phone.,3,False,krojen88,Link to computer,"{'id': 30475014, 'body': 'Hello! \nThank you for your email. \n\nThere is an option, please go to www.sololearn.com and ensure you have logged into mobile/webl using the same account, as the mobile and web versions of Sololearn are synchronized. \n\nHope this helps!', 'modified': '2022-06-21T09:50:01Z'}",NEGATIVE,link account app use computer would lot nicer laptop phone,status quo sloth,account
417,2021-09-23 05:20:52,Glad I joined they’ll take you through each process and make it Lively for you,5,False,chrishd2021,Good,,POSITIVE,glad joined theyll take process make lively,torture breaks,live
418,2023-01-11 18:15:56,"Their support is one email every 3 weeks, asking you dumb stuff like : did you try to login
Did you try to login with apple account. Waiting for week 5 for them to ask if my device has power and sufficiently charged. 

Appears to be a scam",1,False,applewantedanicknametopost,Never purchase subs- may bill but can’t use,"{'id': 34307456, 'body': 'Hi,\nSololearn is a subscription service. By signing up, you agree to our Terms of Use. Your subscription will automatically renew on either a monthly or yearly interval unless you cancel your subscription or stop auto-billing beforehand. \nYou may cancel your subscription at any time in our learn to code app.\n\n\r\n\r\nWe do not refund or prorate unused portions of a subscription. This means that if you cancel your subscription, it will no longer auto-renew, but you will retain access to all PRO features until the end of your subscription.\n\n\r\n\r\n If you believe that you have a valid case for an exception to our no-refund policy, please contact Sololearn Support by providing feedback from the app/website or emailing info@sololearn.com.\n\n\r\n\r\nPlease note that Sololearn is not responsible for refunds for subscriptions purchased via an app store.', 'modified': '2023-01-16T10:03:52Z'}",NEGATIVE,support one email every 3 weeks asking dumb stuff like try login try login apple account waiting week 5 ask device power sufficiently charged appears scam,status quo sloth,account
448,2018-09-07 16:19:52,"5
 star

It is really detailed. I learned a lot on this app. ITS the best CODING APP. Especially for beginners like me. I just wish there are videos. But it is really good. And up todate. Because everyday they add new course. It’s good 100% Recommend",5,False,IDKAnderson60,IM LOVIN IT,,POSITIVE,5 star really detailed learned lot app best coding app especially beginners like wish videos really good todate everyday add new course good 100 recommend,boosters,special
459,2018-05-25 11:26:32,"In python 3 tutorial, to test out of basic, the question asks to add 4 to x and then print. Upon pressing check, the keyboard simply keeps prompting so it is impossible to move on because cannot press check. Then run out of lives. Please fix. And then pressing top right corner after returning from Run out of Lives message crashes the app.",1,False,Ax128,Bug in Testing Out,"{'id': 3604566, 'body': 'Hi, \nPlease contact us via info@sololearn.com and we will help!', 'modified': '2018-05-26T11:22:44Z'}",NEGATIVE,python 3 tutorial test basic question asks add 4 x print upon pressing check keyboard simply keeps prompting impossible move cannot press check run lives please fix pressing top right corner returning run lives message crashes app,torture breaks,live
487,2017-11-22 18:39:50,"Other apps are telling me there is an updated version of the course and i downloaded this app as directed but getting an error that won’t let me log in. So currently cannot study on my phone 😭.
Says “this account is currently connected with another user” but I’m trying to log in not create another user... fix please.",1,False,Electriclynz,Issue logging in,"{'id': 1826885, 'body': 'Hi,\nPlease contact us via info@sololearn.com and we will help!', 'modified': '2017-11-23T05:51:20Z'}",NEGATIVE,apps telling updated version course downloaded app directed getting error wont let log currently cannot study phone says account currently connected another user im trying log create another user fix please,status quo sloth,account
497,2022-05-18 20:06:28,"So much information, especially in the comments. Very helpful. Should be learning C++ in no time.",5,False,Legit Nando,Great app,,POSITIVE,much information especially comments helpful learning c time,boosters,special
509,2018-04-13 18:58:56,"I'm assuming the application has a large enough user base to require a separate application to be downloaded with ""updated content."" 

My interpretation is this: The updated content is likely watered down and requires a premium membership to learn. I'm referring to Java language. Be aware, be warned. At least finish the pre-updated Java content before risking the ""update"". Pshhhhh",1,False,AloofButFunctional,Don't Update,"{'id': 3135223, 'body': 'Hi, \nWe are migrating to our new all-in-one app, which contains all the same content, and even more for free.\nLet us know if you have any questions via info@sololearn.com', 'modified': '2018-04-15T13:31:37Z'}",NEGATIVE,im assuming application large enough user base require separate application downloaded updated content interpretation updated content likely watered requires premium membership learn im referring java language aware warned least finish preupdated java content risking update pshhhhh,voting,content r
513,2022-05-02 10:38:45,I think the course progresses well with plenty of learner input. Coding challenges reinforce the learning. Well done.,5,False,MWH 7734,Excellent learning tool,,POSITIVE,think course progresses well plenty learner input coding challenges reinforce learning well done,challenges,challeng
530,2019-07-16 04:07:47,"This app is a joke. You can’t even sign up for an account. I’ve tried both, sign in with google and sign up methods. You always getting an error saying you should try again in a little bit. I waited an entire day to try again and still can’t sign in.
What an amazing app! Best one yet!",1,False,Cabery,Can’t even sign in.,"{'id': 9686825, 'body': 'Hi, please accept our apologies for any inconvenience caused. We are having technical difficulties and are working to resolve them ASAP. Thank you for your patience.', 'modified': '2019-07-16T11:56:49Z'}",NEGATIVE,app joke cant even sign account ive tried sign google sign methods always getting error saying try little bit waited entire day try still cant sign amazing app best one yet,status quo sloth,account
553,2018-10-04 00:42:17,Super informative and helpful! Especially when you’re in school and want to learn as much as you can!!!,5,False,Spc1208,Love this app!,,POSITIVE,super informative helpful especially youre school want learn much,boosters,special
575,2022-01-21 16:17:39,"If you get a call during a challenge, time doesn't stop and you lose.",4,False,полгатурновас,"Good app, but...",,NEGATIVE,get call challenge time doesnt stop lose,challenges,challeng
591,2018-10-03 07:28:42,Its pretty cool how you could challenge others on programming knowledge. Just a cool app overall. Definitely worthy of a download👍🏼,5,False,JohnGonz94,Fun for developers,,POSITIVE,pretty cool could challenge others programming knowledge cool app overall definitely worthy download,challenges,challeng
597,2020-11-25 02:58:17,"You can’t use if you don’t setup an account. They want you to sign in with google or facebook account.
You can create a new account.
After you do all that, then you have to pay to use. That is not in-app purchases, that is a subscription purchase and you have to buy it. Scam.",1,False,iPad-Fad,Scam,,NEGATIVE,cant use dont setup account want sign google facebook account create new account pay use inapp purchases subscription purchase buy scam,"torture breaks, status quo sloth","inapp purchas, account"
605,2018-01-11 15:07:41,I love the ability to challenge random people to test my knowledge. Sometimes simple tutorials just don’t do it. SoloLearn does it differently...,5,False,kdeems,Best coding App,,POSITIVE,love ability challenge random people test knowledge sometimes simple tutorials dont sololearn differently,challenges,challeng
610,2019-09-02 03:55:40,This app has helped me a lot with programming especially because I just got into programming,5,False,CreamyBeans,Really Informational!!,,POSITIVE,app helped lot programming especially got programming,boosters,special
640,2020-08-22 00:18:10,Super easy and convenient.. I can do it in between dash deliveries! Great way to pass the time as well.,5,False,Joshy0511,Great,,POSITIVE,super easy convenient dash deliveries great way pass time well,torture breaks,live
656,2018-05-25 22:53:47,"It is a really fun and good app!!!
I love challenging people to html, css, JavaScript, and Python challenges but IT IS SOOO FREAKING SLOW TO LOAD!!
Im only around 12 so I don’t pay for my own internet (of course), but my dad works from home via remote connection (Since his office is about 8 hours away)!
So my dads company pays for... 
wait for it...
GIGABIT INTERNET FOR OUR WHOLE FAMILY!!
And yet even with the super speed of GIGABIT it still takes about 5 minutes for the app to load!!",3,False,See This please,Good i guess...,,NEGATIVE,really fun good app love challenging people html css javascript python challenges sooo freaking slow load im around 12 dont pay internet course dad works home via remote connection since office 8 hours away dads company pays wait gigabit internet whole family yet even super speed gigabit still takes 5 minutes app load,challenges,challeng
658,2019-04-03 21:18:02,I love it! I never had anything that challenged my intelligence with extreme clarity. I’m very excited and tend to complete all task to gain additional knowledge regarding coding. Thanks!,5,False,Codegirl40,Coding,,POSITIVE,love never anything challenged intelligence extreme clarity im excited tend complete task gain additional knowledge regarding coding thanks,challenges,challeng
674,2018-08-16 22:02:15,I wanted to try this out considering the great reviews I saw but it’s saying it cannot create an account for me. I have it two stars because I couldn’t even get through the sign up process😞,2,False,Kimikikat1983,Could not create an account,"{'id': 4733270, 'body': ""We'd like to know more information about your issue, please contact us via info@sololearn.com and we will be happy to help you!"", 'modified': '2018-08-20T12:03:22Z'}",NEGATIVE,wanted try considering great reviews saw saying cannot create account two stars couldnt even get sign process,status quo sloth,account
681,2017-12-27 16:54:21,"This app is great for reviewing already learned material. A complete content rich course would still be preferred for learning from scratch. 
Fun and enticing GUI.",5,False,JDPizzaLvr,Recap,,POSITIVE,app great reviewing already learned material complete content rich course would still preferred learning scratch fun enticing gui,voting,content r
718,2018-08-20 03:04:16,There should be a difficulty setting for people who want more of a challenge.,3,False,King Cyrus III,Questions too easy,"{'id': 4795554, 'body': 'Hi,\n\nYou can choose who you want to challenge. For example if you want a difficult challenge, you can try playing with users who have more experience points and higher level.\nFor more information you can contact us via info@sololearn.com and we will be happy to assist!', 'modified': '2018-08-24T12:19:28Z'}",NEGATIVE,difficulty setting people want challenge,challenges,challeng
