Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
49,2021-12-26 11:00:24,,"Great idea in theory. The app itself seems great and the activities are engaging, but there are so many bugs. Invited a few friend to join so I can get the offered 1 week free pro and skip to where I want to learn but it still hans’t even arrived. Can’t find a support portal anywhere and when I got the email, they had the most lack luster response which is basically “it should fix itself eventually.”

The app customer service is so pretentious and fake. They have a community tab you can see but you can’t participate in. What? They let you freeze your streak. Why would I care about a streak? The coins are pointless and the things you learn are so shallow.

Additionally, the activities seem good, but they don’t lead to too much retention.",1,False,Terence2000,Bugs and annoying customer experience,NEGATIVE,great idea theory app seems great activities engaging many bugs invited friend join get offered 1 week free pro skip want learn still hanst even arrived cant find support portal anywhere got email lack luster response basically fix eventually app customer service pretentious fake community tab see cant participate let freeze streak would care streak coins pointless things learn shallow additionally activities seem good dont lead much retention,status quo sloth,custom
52,2021-11-25 11:43:31,,"This coding app is great and has helped my coding skills but the live system is useless and annoying so 1 make timer lower (maybe from its original value to 1 hour and 45 minutes) and 2 is to get rid of it entirely for good (lowering the cost for the subscription in the process) the lives system has lowered the amount of lessons I’ve done to just a pathetic 6 (I’m talking about the smaller ones and not the bigger and more “as a hole” ones) and since I’m just a kid I can’t pay for the subscription  so just get rid of it for good.

SUMMARY:
Lower the live system timer or get rid of it entirely.",4,False,this is kind of rng based ):,Remove or lower the live system,NEGATIVE,coding app great helped coding skills live system useless annoying 1 make timer lower maybe original value 1 hour 45 minutes 2 get rid entirely good lowering cost subscription process lives system lowered amount lessons ive done pathetic 6 im talking smaller ones bigger hole ones since im kid cant pay subscription get rid good summary lower live system timer get rid entirely,torture breaks,live
54,2023-01-30 00:09:45,,"I love this app and it’s actually kind of addicting even though I spend a lot of time gaming. It’s very educational and I would recommend it if you really love coding. All of it is amazing except the hearts. You have 5 lives and if you get a question wrong, you get a life taken away. It’s kind of disappointing that you have lives when you really want to learn how coding/python works. If you run out of lives, you can buy lives with the in-game currency or wait. But everything else is amazing! Again, I would recommend it.",5,False,AnimeK.I.D.,It’s amazing but…,POSITIVE,love app actually kind addicting even though spend lot time gaming educational would recommend really love coding amazing except hearts 5 lives get question wrong get life taken away kind disappointing lives really want learn codingpython works run lives buy lives ingame currency wait everything else amazing would recommend,"virtual economy, torture breaks","game curr, ingame curr, live"
57,2021-06-30 21:19:44,,"I’ve learned so much with Mimo in the few months that I’ve used it but I really wish I could use the coins I have to buy more hearts. If I run out them during a lesson, I have to wait 5 hours just to get another. This puts a damper on my learning experience.

Also, I think that when a learner misses a question there should be an explanation as to why it was missed, otherwise it’s difficult to learn from the mistakes.

I do believe Mimo is one of the best coding apps I’ve used, however. It’s easy to maneuver and offers quality lessons and practice.",4,False,codingmaster55,Great but wish we could use to coins for hearts,POSITIVE,ive learned much mimo months ive used really wish could use coins buy hearts run lesson wait 5 hours get another puts damper learning experience also think learner misses question explanation missed otherwise difficult learn mistakes believe mimo one best coding apps ive used however easy maneuver offers quality lessons practice,visual grave,learn mistak
62,2022-07-19 20:53:52,,"First of all, I totally recommend this app for everyone. It’s informative and easy to understand… most of the time. I sometimes get confused between when it wants me to put the emphasis tag or the strong tag because of how it words it. Another thing is how unforgiving the lives system is. If you make a typo, forget about a second chance. One last suggestion to the devs: make text on mobile continue on the next line when it gets to the end of the screen. Thank you devs!",5,False,ReviewMaster24,"Amazing app, but…",POSITIVE,first totally recommend app everyone informative easy understand time sometimes get confused wants put emphasis tag strong tag words another thing unforgiving lives system make typo forget second chance one last suggestion devs make text mobile continue next line gets end screen thank devs,torture breaks,live
64,2023-03-21 13:49:29,,This is a great app that helps with understanding of coding. The down side is that they set you up with a email they make that you can’t access so when you buy the pro version and want to switch your account over to another phone it won’t let you and you will be forced to buy a new subscription. Very smart of whoever that made the app but not good for the people buying it! I have to use an old phone because of this exact problem! Fix this for the future Mimo,5,False,Flynnman96,Mimo is tricking people,NEGATIVE,great app helps understanding coding side set email make cant access buy pro version want switch account another phone wont let forced buy new subscription smart whoever made app good people buying use old phone exact problem fix future mimo,status quo sloth,account
65,2021-06-08 05:21:09,,"HTML, CSS, JS path—

The app itself looks great. 

A few bugs and typos were reported.  Sometimes identical answers will give different results. One or two mistakes are understandable but it’s nearing the point that you can’t trust that the examples are correct. The HTML lessons are 5 stars… The CSS stuff not so much.  It has become tedious in a way that doesn’t help you absorb the information. 

After introducing a new concept in CSS, questions ask you to continually regurgitate exactly what is shown rather than ask for a desired outcome.  Sometimes the choices are so glaringly obvious that you might not even need to read the question.  As stated earlier, it seems there’s a steep decline in content quality after the HTML section, which again was really great!  Nonetheless, I’m glad I paid, but especially for just a single month.  In the apps current state, I think that’s enough time for me to get the full benefit. 

Please make a web accessible version that requires actual typing.",3,False,Micro3827018,There seems to be a lot of bugs and typos.,NEGATIVE,html css js path app looks great bugs typos reported sometimes identical answers give different results one two mistakes understandable nearing point cant trust examples correct html lessons 5 stars css stuff much become tedious way doesnt help absorb information introducing new concept css questions ask continually regurgitate exactly shown rather ask desired outcome sometimes choices glaringly obvious might even need read question stated earlier seems theres steep decline content quality html section really great nonetheless im glad paid especially single month apps current state think thats enough time get full benefit please make web accessible version requires actual typing,boosters,special
68,2021-09-05 20:59:27,,"This coding app is one of the best for teaching beginners in web development how to use HTML, CSS, and JS, and I mainly use this over the other coding apps I have, the only downside about the app is the heart system, for people that are getting into web development shouldn’t have to wait 5 hours just to get a heart they lost for getting an answer wrong, if you changed this feature it’s probably going to get more people to actually use this knowing that they can still continue coding without fearing the consequences of not knowing how to add images to your page.",4,False,sonicrunnerYT,Heart System.,POSITIVE,coding app one best teaching beginners web development use html css js mainly use coding apps downside app heart system people getting web development shouldnt wait 5 hours get heart lost getting answer wrong changed feature probably going get people actually use knowing still continue coding without fearing consequences knowing add images page,torture breaks,heart system
75,2022-05-11 08:03:30,,"Ok first of all i think mimo is amazing, I may have downloaded it a few days ago but it has taught me alot about coding. Its really helpful just as an app but there is a problem. The lives system,Sure its a way to make people try harder to not lose lives but seriously? I have to pay just because i got 5 wrong? Like come on 3 hours?
Thats a pretty long waiting time just for one life so creators if you see this please shorten the wait time for lives.",5,False,r0b10x p14y3r,Good but somethings not great.,NEGATIVE,ok first think mimo amazing may downloaded days ago taught alot coding really helpful app problem lives systemsure way make people try harder lose lives seriously pay got 5 wrong like come 3 hours thats pretty long waiting time one life creators see please shorten wait time lives,torture breaks,"wait tim, live"
78,2020-12-29 00:21:10,,"I have the premium subscription and it is fantastic. The teaching process is very clear which allows for the information to be taken in easier. The glossary is very useful for small reminders on some topics, however more complex examples would be useful. 

And completely aside from the coding, it’d be cool to have some glossary of the different images we can access.

I would recommend this app to anyone interested in coding. I personally find the prices more than fair for the given information.",5,False,LeMarcoPolo,Amazing,POSITIVE,premium subscription fantastic teaching process clear allows information taken easier glossary useful small reminders topics however complex examples would useful completely aside coding itd cool glossary different images access would recommend app anyone interested coding personally find prices fair given information,status quo sloth,person
82,2020-07-23 04:10:47,,"This app is very good so far and very intuitive. I especially like the playground features and would love to see that expanded. The reason why I am rating 4 instead of 5 stars is that there is no browser support when learning (only playground). I find this very limiting and having paid for the pro subscription I would like to be able to comfortably use Mimo at home on my PC rather than being restricted to my phone. Developers if you see this, when this feature is implemented, I will be sure to update my rating to 5 stars",4,False,ndanielsporter,Great App So Far,POSITIVE,app good far intuitive especially like playground features would love see expanded reason rating 4 instead 5 stars browser support learning playground find limiting paid pro subscription would like able comfortably use mimo home pc rather restricted phone developers see feature implemented sure update rating 5 stars,boosters,special
85,2021-06-03 10:38:24,,"As someone totally new to coding, I feel like Mimo is awesome in so many ways, but that the current lessons and projects alone aren’t quite sufficient to fully drill in the concepts. I’m about 60% of the way through the Python course, and feel like I’m getting a reasonable sense of how to *read* Python, but putting it into practice remains tough. I really wish there were practice exercises that I could do to get more comfortable with all the concepts (Duolingo’s XP ramp-up challenge is a great example of what this could look like).",4,False,Konnichiwa.,Can you add a practice tab?,NEGATIVE,someone totally new coding feel like mimo awesome many ways current lessons projects alone arent quite sufficient fully drill concepts im 60 way python course feel like im getting reasonable sense read python putting practice remains tough really wish practice exercises could get comfortable concepts duolingos xp rampup challenge great example could look like,challenges,challeng
95,2022-12-19 04:14:11,"{'id': 33842736, 'body': 'Hi there! Thanks for taking the time to write this feedback. We are already working on other ways for you to re-gain hearts. Stay tuned!', 'modified': '2022-12-20T22:10:59Z'}","There are some similarities between Mimo and Duolingo such as the gamification of the lessons along with the rewards systems and challenges. I do enjoy the ease of learning Python and Web Development on my phone. Unlike Duolingo, the only way to regain your hearts is by waiting 2 hours per heart or by signing up for a Mimo Pro membership. There are a few things I would like to see implemented in future updates such as the ability to watch ads for hearts along with being able to download the certificates without having to pay.",3,False,NunyaBizness21,Duolingo behind a paywall,POSITIVE,similarities mimo duolingo gamification lessons along rewards systems challenges enjoy ease learning python web development phone unlike duolingo way regain hearts waiting 2 hours per heart signing mimo pro membership things would like see implemented future updates ability watch ads hearts along able download certificates without pay,challenges,challeng
99,2021-10-08 16:17:53,,"In a perfect world, you’d dig into the details and want to know everything there is to know about something. The implicit assumption in using this app is that you want to progress through each level. In my case, this was a supplement to my computer science class. It worked great for learning HTML, but when my class moved onto Javascript, the app told me I had more work to do to start Javascript. So I just got a new app to learn Javascript. I though this was unfortunate because I enjoyed learning with Mimo, but ultimately it didnt account for my individual learning needs.",2,False,dzapenator,Only good if you want to learn everything being offered,NEGATIVE,perfect world youd dig details want know everything know something implicit assumption using app want progress level case supplement computer science class worked great learning html class moved onto javascript app told work start javascript got new app learn javascript though unfortunate enjoyed learning mimo ultimately didnt account individual learning needs,status quo sloth,account
106,2021-03-07 05:09:18,,If you should happen to run across this app or it just shows up on your phone screen then it must be meant for you to have and if you know nothing about coding then it must be your time to discover some new talent. I personally love this app 100%. It allows student to make their own schedule and the app is very easy to navigate. An 8 year old could do it. Five stars. I’ll do a follow up review if the star ratings changes! Do happy this app found me!,5,False,miss ripp,Perfect timing,POSITIVE,happen run across app shows phone screen must meant know nothing coding must time discover new talent personally love app 100 allows student make schedule app easy navigate 8 year old could five stars ill follow review star ratings changes happy app found,status quo sloth,person
108,2021-07-26 05:36:57,,I was never really interested in coding but then my dad was always on the app and he introduced me to it an all I can say is that I’ve learned soooo much! Its fun and competitive! All I have against it is that you have a limited amount of lives when answering questions so you need to try to not get the questions wrong.. Oorrr you could buy the thingy for infinite lives for a limited time aaand it’s hella expensive.,5,False,ThEaLlSeEiNgPoTaTo,Great for everyone!,POSITIVE,never really interested coding dad always app introduced say ive learned soooo much fun competitive limited amount lives answering questions need try get questions wrong oorrr could buy thingy infinite lives limited time aaand hella expensive,torture breaks,live
110,2022-10-10 14:26:11,,"So I was playing some dumb time-wasting game that’s LOADED up with ads. I’m hating myself for giving into this time-wasting lame excuse for a game when all of a sudden, the dumb game shows me an ad for MIMO, which I downloaded immediately. Now I’m learning Python and deleted the time-waster game! 

MIMO is like the Duolingo of coding! Amazing UI, easy to understand, and most importantly GAMIFIED for success! The leaderboard really motivates me and I LOVE this app!!",5,False,Ckiley,Why kill time when you can SKILL UP?,POSITIVE,playing dumb timewasting game thats loaded ads im hating giving timewasting lame excuse game sudden dumb game shows ad mimo downloaded immediately im learning python deleted timewaster game mimo like duolingo coding amazing ui easy understand importantly gamified success leaderboard really motivates love app,"leaderboard/competition, status quo sloth","leaderboard, leaderboard"
113,2021-01-18 00:31:15,,"I started using Mimo a few days ago to learn some basic web development programming, and I already love it! Its interface reminds me a lot of Duolingo, which I also love. My only complaint is that a premium membership is pretty costly, especially since I am unemployed :/. Other than that, keep it up! I’m in love with the projects and challenges because it makes me feel productive, rather than just answering questions and repeating exercises.",5,False,joycet30,Love it!!,POSITIVE,started using mimo days ago learn basic web development programming already love interface reminds lot duolingo also love complaint premium membership pretty costly especially since unemployed keep im love projects challenges makes feel productive rather answering questions repeating exercises,"challenges, boosters","challeng, special"
115,2020-08-23 06:11:30,,"I am very disappointed to see that this app has recently added “lives.” Once you mess up three times, you can no longer learn unless you buy their Pro package. Or you can sit there and wait hours until you’ve supposedly ‘earned’ more lives. I’ve always hated this concept and don’t understand why the creator felt the need to ruin the experience of this app by adding this new feature. I used to love this app because it promoted a FREE learning experience. Now, even if I find the time to learn, a couple mistakes completely takes that away.",3,False,STAY FREE FOR LEARNING,New Update,NEGATIVE,disappointed see app recently added lives mess three times longer learn unless buy pro package sit wait hours youve supposedly earned lives ive always hated concept dont understand creator felt need ruin experience app adding new feature used love app promoted free learning experience even find time learn couple mistakes completely takes away,torture breaks,live
119,2021-11-29 23:02:32,,"I really love this app and in the bit that I am able to do, I have learned so much. It is simple and easy to use, yet it is still efficient! Though I would really like to have the premium version. Some students, myself included, may have a budget and we can’t always afford premium subscriptions. It would be great to have premium if you’re using a school account, since it is for educational purposes. I",4,False,A student :))),Discount or premium for students?,POSITIVE,really love app bit able learned much simple easy use yet still efficient though would really like premium version students included may budget cant always afford premium subscriptions would great premium youre using school account since educational purposes,status quo sloth,account
129,2022-07-14 20:47:57,,"I never thought I’d learn these skills easily. This is a great way to welcome people into the world of coding and data. It’s very inviting, fun and simple. The art, layout and simplicity of the app is what makes it easy to learn. I’ve used other “easy” programs but this one beats them all. Especially because the app is smooth on my phone, I can spend every minute available to keep learning.",5,False,pearl boo,EASY & FUN,POSITIVE,never thought id learn skills easily great way welcome people world coding data inviting fun simple art layout simplicity app makes easy learn ive used easy programs one beats especially app smooth phone spend every minute available keep learning,boosters,special
131,2021-05-11 09:26:43,,"I find this app so beneficial and easy to use! I would suggest there be a way that the subscription/payment could be added/changed in the Settings and with more options like Lifetime/Monthly as well! i've suggested the app to many people! The hands-on nature of it is so brilliant and challenges one to apply their skills while keeps learning short, simple, and engaging!",5,False,deathbycuddles,Excellent App!,POSITIVE,find app beneficial easy use would suggest way subscriptionpayment could addedchanged settings options like lifetimemonthly well ive suggested app many people handson nature brilliant challenges one apply skills keeps learning short simple engaging,challenges,challeng
146,2019-10-12 18:53:07,,"This app not only is customized for your experience level, but also takes the time to make sure you understand why you did what you did with short multiple choice. Every thing explained isn’t explained in a real complicated way that you don’t understand what you are doing.

Overall, I recommend this for everyone and anyone!",5,False,MJA1018,This App is Really Great for Anyone,POSITIVE,app customized experience level also takes time make sure understand short multiple choice every thing explained isnt explained real complicated way dont understand overall recommend everyone anyone,status quo sloth,custom
150,2019-10-20 15:46:15,"{'id': 11390760, 'body': ""Hi Davey, we're so sorry to hear about your problems, but we can assure you that, if anything, this is a technical issue we can solve together. Please email us at support@getmimo.com and we'll sort this out. Again, apologies for the inconvenience we've caused you!"", 'modified': '2019-10-22T08:28:46Z'}","I purchased the “Premium” full year subscription. However, it did not unlock ANY of the features. It did however debit the full year’s subscription fees from my back account. It keeps prompting me to purchase yet another subscription for the premium full year and the restore account option says I have no subscription. Terrible rip off app. Stay away.",5,False,ItsAllGravyWithDavey,Rip Off Alert,NEGATIVE,purchased premium full year subscription however unlock features however debit full years subscription fees back account keeps prompting purchase yet another subscription premium full year restore account option says subscription terrible rip app stay away,status quo sloth,account
151,2019-10-21 20:09:55,,"Overall, the concept is fantastic. A great deal of courses beautifully laid out for learners. However, the courses are just a bit too simplistic and do not really allow for actual learning. 

Further, the the daily challenges need to be fleshed out fully, as they are lackluster and limited to a couple programming languages.

Mimo provides a good first look into programming, but I do not recommend paying for a yearly subscription as you can find far more extensive resources on the internet.",3,False,JumpyFrog,An interesting but unfinished Product,NEGATIVE,overall concept fantastic great deal courses beautifully laid learners however courses bit simplistic really allow actual learning daily challenges need fleshed fully lackluster limited couple programming languages mimo provides good first look programming recommend paying yearly subscription find far extensive resources internet,"daily streaks, challenges","daily challeng, challeng, daily challeng"
153,2021-06-08 14:48:50,,I really appreciate how it’s very easy. You don’t have to know anything to start. And once you start on the easy stuff it doesn’t ramp up and make you lost. They just make the easy stuff more challenging and try to trick you so you have to pay attention to the small details. Overall very fond of this app.,5,False,Tyler Schlecht,Highly recommend,POSITIVE,really appreciate easy dont know anything start start easy stuff doesnt ramp make lost make easy stuff challenging try trick pay attention small details overall fond app,challenges,challeng
158,2022-07-31 00:31:40,"{'id': 33449822, 'body': ""We're very sorry for the inconvenience! We solved the issue already. You should be able to keep learning with our latest update. Thanks for reaching out and letting us know about the problem."", 'modified': '2022-11-30T10:16:56Z'}","I had really adored this app and purchased the premium subscription.

However I soon ran into huge issues also logging into my account on the Google Playstore app on my computer. As in, I couldn’t log in at all. I’m less concerned about my progress translating between platforms and more about my subscription, as I’m still pretty early in the lessons.
The real reason why I’m knocking down my rating is that, on top of this, I haven’t heard back from customer service in a week. Crazy after that huge subscription payment.",1,False,mccmadi,Premium & Account Problems,NEGATIVE,really adored app purchased premium subscription however soon ran huge issues also logging account google playstore app computer couldnt log im less concerned progress translating platforms subscription im still pretty early lessons real reason im knocking rating top havent heard back customer service week crazy huge subscription payment,status quo sloth,"custom, account"
159,2021-10-09 05:33:29,"{'id': 25967871, 'body': ""Hi there! Thanks for giving us your opinion. We have now reversed some of the changes made in the last update. You're now able to do the same lessons as you could before the update. If you have any more feedback feel free to email us at support@getmimo.com. Thank you very much for making Mimo better for everyone!"", 'modified': '2021-10-29T12:01:07Z'}","Following the latest update, a majority of lessons have moved behind a paywall. I literally got cut off in the middle of a lesson when the app updated. I understand the need to grow revenue, but this move is likely to alienate existing users who weren’t already subscribed to the pro service.

As it stands, the app has no use for me anymore—I’ve completed all the lessons currently available, and I’m not paying for a pro service when the information can be found for free elsewhere.

Just use CodeAcademy, it has more free lessons and works better anyways.",1,False,kyxzzz,Disappointing update,NEGATIVE,following latest update majority lessons moved behind paywall literally got cut middle lesson app updated understand need grow revenue move likely alienate existing users werent already subscribed pro service stands app use anymoreive completed lessons currently available im paying pro service information found free elsewhere use codeacademy free lessons works better anyways,torture breaks,paywal
163,2023-02-06 01:28:28,,"I’m loving this app. Accidentally purchased a year access so I’ve been doing it almost daily, and learning so much more effectively than other learning platforms I’ve tried. I love the bonus features and leaderboards - really motivating! Already helping me in my daily work. Highly recommend it!",5,False,Breoghan84,"Fun, simple, and effective.",POSITIVE,im loving app accidentally purchased year access ive almost daily learning much effectively learning platforms ive tried love bonus features leaderboards really motivating already helping daily work highly recommend,"leaderboard/competition, status quo sloth","leaderboard, leaderboard"
174,2022-12-01 02:57:08,,"App is a good value overall. I’ve went through the python course. Most of the time, they teach well, but sometimes its like it is an entirely different person that doesn’t know how to teach (more on the complex topics). I’m personally using this resources as just one more resource in all the different ones I’m going through (practice from different angles).",4,False,Fushigimigi,good overall,POSITIVE,app good value overall ive went python course time teach well sometimes like entirely different person doesnt know teach complex topics im personally using resources one resource different ones im going practice different angles,status quo sloth,person
175,2019-11-05 20:37:37,"{'id': 11684109, 'body': ""Hi there! Thanks for taking the time to review our app. Our mission is to teach the world how to code and we're always thrilled to hear that experienced programmers join us. Your feedback is especially important for us to continue improving every day. We would love to hear why you feel this way so we can help out figuring out the situation. Please email us at support@getmimo.com so we can figure it out together. Have an amazing day!"", 'modified': '2019-11-06T08:21:59Z'}","I worked extremely hard for the progress i have gained in the six plus languages that i have studied over the last two years. 
When someone behind the scenes that barely knows one thinks that I’m behind the curve on learning, I would encourage that person to devote the time and effort i have to this study before voicing you opinion on everything i have worked for. I didn’t get through the course by coasting. I actually learned the material, for multiple languages. Don’t hold me to a standard that you were never able to achieve. You’re not even on my level.",1,False,Thechoedenkal,Takeaway,NEGATIVE,worked extremely hard progress gained six plus languages studied last two years someone behind scenes barely knows one thinks im behind curve learning would encourage person devote time effort study voicing opinion everything worked didnt get course coasting actually learned material multiple languages dont hold standard never able achieve youre even level,"voting, status quo sloth","vote, person"
178,2022-09-28 20:58:14,,"This is a great way to learn, and the teaching process is fantastic.  However, waiting to hear from the team for customer service is rough.  I upgraded my account to a year, however it started a new account for me instead of using the one I’ve got a streak going on with many points. Now I wait. Hopefully I’ll hear before I have to renew.",4,False,Yosemitesamiam,"Great learning tool, but",NEGATIVE,great way learn teaching process fantastic however waiting hear team customer service rough upgraded account year however started new account instead using one ive got streak going many points wait hopefully ill hear renew,status quo sloth,"custom, account"
181,2022-07-13 04:52:26,,I’ve been using mimo for 2 months and it’s amazing. It’s made coding extremely easy especially for someone like me where due to my schedule it’s hard to learn a new skill. I’m interested in the mimo dev aspect of the app id recommend mimo for anyone looking to get into coding btw the premium is definitely worth it.,5,False,Kosee kai,I love the app ( so far),POSITIVE,ive using mimo 2 months amazing made coding extremely easy especially someone like due schedule hard learn new skill im interested mimo dev aspect app id recommend mimo anyone looking get coding btw premium definitely worth,boosters,special
199,2022-06-12 17:24:05,"{'id': 30350038, 'body': ""Hi there! We're sorry about your experience. We can assure you that we work to make our subscription transparent and clear. You can message us at support@getmimo.com so we can solve your problem together. Cheers!"", 'modified': '2022-06-14T10:54:10Z'}","I haven’t used this app in years but it’s still somehow charging me yearly. In the App Store, there’s no option to cancel the subscription like there is for EVERY OTHER APP. There isn’t even an option to cancel your subscription through the app, that’s way they can rip you off some more. Deleting your account in the app also does nothing. So unless you plan on keeping this app for the rest of your, don’t take the risk.",1,False,Mimosucks,Be careful with this app. Takes your money and is impossible to cancel subscription,NEGATIVE,havent used app years still somehow charging yearly app store theres option cancel subscription like every app isnt even option cancel subscription app thats way rip deleting account app also nothing unless plan keeping app rest dont take risk,status quo sloth,account
209,2020-08-06 00:43:59,,"I’ve been hearing my Trucking industry is going down and I should learn coding. I decided to give it a try. Idk if it’s this easy or the app is just this AMAZING, but I’m blowing my leaderboard away. I’m really addicted!! It really makes learning so simple. Looking forward to joining the coding community. GREAT APP!!!! See y’all in the future!",5,False,thejaymarley,Trucker2Coder,POSITIVE,ive hearing trucking industry going learn coding decided give try idk easy app amazing im blowing leaderboard away im really addicted really makes learning simple looking forward joining coding community great app see yall future,"leaderboard/competition, status quo sloth","leaderboard, leaderboard"
221,2021-02-24 13:22:16,"{'id': 21511467, 'body': 'Hi there! Thanks for the review. We’re experimenting with different ways to allow our users to access as much of our content for free as it is possible, while still giving benefits to our Pro users, and the hearts are a way to achieve that. Thanks for understanding. Cheers!', 'modified': '2021-03-08T10:40:14Z'}",You guys have to do something with this heart system. 80 bucks or wait a whole day to use the app? What’s the point of trying to learn? Also. If you have completed a section. How about being able to go back through it to refresh yourself without losing hearts for something you already passed? Pretty wild you if you lose all your hearts. You now can’t go back and relearn the previous material until hours later. Great/amazing app but this heart system is pretty bad. Lots of other reviewers are talking about it too.,1,False,FatVonFree,Heart system,NEGATIVE,guys something heart system 80 bucks wait whole day use app whats point trying learn also completed section able go back refresh without losing hearts something already passed pretty wild lose hearts cant go back relearn previous material hours later greatamazing app heart system pretty bad lots reviewers talking,torture breaks,heart system
223,2020-04-06 04:29:19,,"I LOVE THIS APP. It’s so helpful. I had the premium version, but, I got a new phone and it logged me out. I forgot what my login info was, so I tried to log in using several different methods (Facebook, Apple ID option, etc), and I accidentally made three new accounts. I finally figured out what my original account was that had the premium features on, but I’m terrified that my three other accounts are going to get charged/automatically upgraded once the 7 day trial ends. I love mimo but I don’t want to have paid for it 4x!!! Help!!",1,False,NYC postmates,Need to get in touch with support!!,POSITIVE,love app helpful premium version got new phone logged forgot login info tried log using several different methods facebook apple id option etc accidentally made three new accounts finally figured original account premium features im terrified three accounts going get chargedautomatically upgraded 7 day trial ends love mimo dont want paid 4x help,status quo sloth,account
228,2020-05-01 12:39:09,,Great fun and easy way to learn! Learn by doing several exercises and completing levels. The leaderboard keeps you competitive and wanting to challenge others! The app crashes sometimes but not often; I guess they’re always working on fixes... Overall: my choice as a beginner in programming. :),4,False,: : mrkto : :,Learn the fun and easy way!,POSITIVE,great fun easy way learn learn several exercises completing levels leaderboard keeps competitive wanting challenge others app crashes sometimes often guess theyre always working fixes overall choice beginner programming,"challenges, leaderboard/competition, status quo sloth","challeng, leaderboard, leaderboard"
231,2022-10-16 16:57:43,,"I’ve never tried programming before, so I didn’t even understand what values and “strings” where. This app has helped me understand and test my memory. I’m really enjoying how it’s getting me introduced to programming and I look forward to more challenging task.",5,False,R.Riston,New to Programming,POSITIVE,ive never tried programming didnt even understand values strings app helped understand test memory im really enjoying getting introduced programming look forward challenging task,challenges,challeng
245,2022-10-21 05:26:47,,This is very well designed. At first you might think it’s too easy but all the positive feedbacks actually put me in a space relaxed enough to absorb more knowledge.  worth the $. Hope they expand to more languages and keep the same pedagogy.,5,False,dbdhdbrir,Game changer,POSITIVE,well designed first might think easy positive feedbacks actually put space relaxed enough absorb knowledge worth hope expand languages keep pedagogy,"visual grave, high five","positive feedback, positive feedback"
249,2023-01-16 21:06:21,,"Here’s to new opportunities. 
The only thing I’m find difficult is that my app doesn’t want to sync well with my phone and iPad version. 
I excelled in some areas on my account but it doesn’t let me continue on my iPad. I tried shutting it off and restarting the iPad nothing seems to work. 
So I continue on my phone. Which isn’t bad but I like using the keyboard on my iPad. 
If this can get fixed I’ll give it 5 stars, cause the program is easy to learn and I’m going at my own steady pace. 
Here’s to hoping I can snag a job the the data world.",4,False,Aj1119,I’m really trying to do a job switch,NEGATIVE,heres new opportunities thing im find difficult app doesnt want sync well phone ipad version excelled areas account doesnt let continue ipad tried shutting restarting ipad nothing seems work continue phone isnt bad like using keyboard ipad get fixed ill give 5 stars cause program easy learn im going steady pace heres hoping snag job data world,status quo sloth,account
268,2022-06-02 19:00:54,"{'id': 30353203, 'body': ""We're super sorry about that! We're now working on the highly requested Dark Mode! We hope you can give us your feedback on our forums or at support@getmimo.com. Cheers!"", 'modified': '2022-06-14T13:04:17Z'}","I’d use this app daily so that I can sharpen my coding skills. However, I might end up deleting my account because the devs just changed the background of the coding field to white instead of the original dark blue. It’s not so easy on the eyes…at least for me anyway. 

It’s a shame because it’s a great app. I just don’t want daily headaches when I look at it. 

PLEASE CHANGE IT BACK TO DARK BLUE OR GIVE US THE OPTION TO GO BACK TO THAT COLOR!!",2,False,EastCoastFU,PLEASE GO BACK TO THE DARK SCREEN,NEGATIVE,id use app daily sharpen coding skills however might end deleting account devs changed background coding field white instead original dark blue easy eyesat least anyway shame great app dont want daily headaches look please change back dark blue give us option go back color,status quo sloth,account
269,2022-01-09 19:00:13,"{'id': 27442821, 'body': 'Hi there! Thanks for the review. We’re experimenting with different ways to allow our users to access as much of our content for free as it is possible, while still giving benefits to our Pro users, and the hearts are a way to achieve that. Cheers!', 'modified': '2022-01-14T11:11:21Z'}","Garbage app that penalizes you for getting wrong answers. The heart system is absurd and just a ploy to get you to pay the premium subscription. If you run out of the hearts mid lesson, you are kicked off. What a joke. Might get more paying customers if you let people actually try the app without having to wait artificial time constraints. In the time I have to “wait” to get further hearts, I can spend using a different developers apps.",1,False,prfl1212,Money Grab,NEGATIVE,garbage app penalizes getting wrong answers heart system absurd ploy get pay premium subscription run hearts mid lesson kicked joke might get paying customers let people actually try app without wait artificial time constraints time wait get hearts spend using different developers apps,"torture breaks, status quo sloth","heart system, custom"
