Unnamed: 0,date,review,rating,isEdited,userName,title,developerResponse,sentiment,standardizedReview
98,2019-07-05 22:34:53,I do not see this app on my iPhone but I see an update for it? I am going to contact apple because it may be spyware or a virus,1,False,Krsdj1,Remove,"{'id': 9522096, 'body': 'Hi Krsdj1\n\nHave you upgraded from our previous app: Encode? Knowin is our upgraded version featuring new skills, a refreshed design, weekly progress tracker and more!\n\nIf you\'ve already paid for any upgrades in Encode for iOS you can get the complete version of Knowin by tapping either the ""Restore purchases"" or ""Restore from Encode Plus"" buttons. \n\nLet me know at support@upskew.com if you have any questions.', 'modified': '2019-07-06T03:47:04Z'}",NEGATIVE,see app iphone see update going contact apple may spyware virus
99,2019-07-03 15:08:49,I was enjoying the app formerly known as Encode. I was about to subscribe for the $4.99 price  but all of a sudden it jumped to $25. No thank you.,2,False,DuffVGC,Sudden price spike,,NEGATIVE,enjoying app formerly known encode subscribe 499 price sudden jumped 25 thank
100,2018-02-13 00:49:31,I am a beginner and this has really helped me understand the basics of coding (python),5,False,Dan Rey 28,BEST APP FOR BEGINNERS,,POSITIVE,beginner really helped understand basics coding python
101,2021-05-29 11:44:12,Download now,5,False,littlebit1960,Briliant,,POSITIVE,download
102,2021-07-18 01:26:32,I really like this lesson,5,False,Michaelcarwaah,This is good lesson,,POSITIVE,really like lesson
103,2020-09-17 21:17:07,Its a fun way to learn about coding!,5,False,ovg bleach120,Fun!,,POSITIVE,fun way learn coding
104,2018-12-04 13:31:02,"This app was one I stumbled on by chance. I had gone to the App Store to update my apps and when opening the store I happened to glimpse this app as I was switching the screen over to download the updates. I’ve been trying to learn programming for about a month now. So I went back and took a look at the app. 

I’ve bought 4 books over the last month hoping each one would give me what I was looking for - the syntax of programming. They were all tedious and wordy and hard to pull out the nuggets. 

This app does just what I want it to do. I was happy to pay the $6 for the full app after paying more than $50 per book, this felt like a steal. And if you already get the logic but just don’t have definitions of the words, then this app is the place to go. 

The logic of programming has always been natural for me, but I didn’t understand what the words meant. Or why they were put in certain places...the if/else statements and the Boolean statements...these were all terms I’d heard, but no one had cared to define or could clearly define without fire hosing me. This app takes it in small, easy steps. I’m almost through all of it and I’ve had it for less than 24 hours. I’ve learned more from this app in the 4.5 hours I’ve spent on it than I did from days and days spent in the books I bought. 

This app is great for someone who has zero programming background and needs to understand what the words mean while learning the order of symbols and what goes where, when. It’s great for getting your feet wet.",5,False,Tedobean,Just what I was looking for...,,POSITIVE,app one stumbled chance gone app store update apps opening store happened glimpse app switching screen download updates ive trying learn programming month went back took look app ive bought 4 books last month hoping one would give looking syntax programming tedious wordy hard pull nuggets app want happy pay 6 full app paying 50 per book felt like steal already get logic dont definitions words app place go logic programming always natural didnt understand words meant put certain placesthe ifelse statements boolean statementsthese terms id heard one cared define could clearly define without fire hosing app takes small easy steps im almost ive less 24 hours ive learned app 45 hours ive spent days days spent books bought app great someone zero programming background needs understand words mean learning order symbols goes great getting feet wet
105,2021-01-27 03:11:12,Really helpful for beginners,5,False,newcodenaster,Great app,,POSITIVE,really helpful beginners
106,2020-09-21 03:31:29,Awesome app that is perfect for learning coding,5,False,@NewWorldCoder,Awesome app,,POSITIVE,awesome app perfect learning coding
107,2019-07-05 19:48:54,"I’ve never installed this app, never been in my installed apps—why does it pop up wanting me to Update it? Not good...",1,False,A240-az,What?,"{'id': 9522094, 'body': 'Hi\n\nHave you upgraded from our previous app: Encode? Knowin is our upgraded version featuring new skills, a refreshed design, weekly progress tracker and more!\n\nIf you\'ve already paid for any upgrades in Encode for iOS you can get the complete version of Knowin by tapping either the ""Restore purchases"" or ""Restore from Encode Plus"" buttons. \n\nLet me know at support@upskew.com if you have any questions.', 'modified': '2019-07-06T03:46:56Z'}",NEGATIVE,ive never installed app never installed appswhy pop wanting update good
108,2019-06-10 21:15:26,I hate this app it is way too difficult for a beginner. Uninstalling.,1,False,fortnite1186,Difficult,,NEGATIVE,hate app way difficult beginner uninstalling
109,2018-10-04 00:08:21,Amazing! But some people are eager to cheat by answering SKIP every time.,4,False,YayGamingFun09,Nice! But...,,POSITIVE,amazing people eager cheat answering skip every time
110,2020-09-04 00:27:25,I believe I am,3,False,izjones8,Still Learning,,POSITIVE,believe
111,2020-11-29 04:11:06,Easy to follow and learn.,5,False,whydoineednamr,Pretty good ngl,,POSITIVE,easy follow learn
112,2020-08-07 05:40:47,What a great learning tool. Just simply AWESOME!,5,False,Just Chip,Awesome,,POSITIVE,great learning tool simply awesome
113,2018-12-04 16:42:03,Really good app),5,False,Premier Man,Very nice app,,POSITIVE,really good app
114,2022-08-09 13:39:56,Love this app,5,False,Halakim149,I,,POSITIVE,love app
115,2019-12-03 04:27:48,The explanations and examples are simple to understand,4,False,2Broke2bRICH,Good For Beginners,,POSITIVE,explanations examples simple understand
116,2020-01-30 01:08:32,Good coding app so fall,5,False,nana👩🏾‍🦱,Coding app,,POSITIVE,good coding app fall
117,2020-01-17 23:05:12,Great ago,5,False,this1game2is3bad4dont5do6it.7,Great app,,POSITIVE,great ago
118,2020-03-23 21:37:04,Hi guys it’s me!i like this game it is pretty good,4,False,Lu wolf 3,Good game,,POSITIVE,hi guys mei like game pretty good
119,2020-01-29 23:39:34,No certificates and no Programing language that is good and is used in the real world like programming hub,1,False,kyl56,No certificates,,NEGATIVE,certificates programing language good used real world like programming hub
120,2020-08-18 19:43:58,Great app,5,False,Austin Brainfield,Great,,POSITIVE,great app
121,2020-09-01 07:12:17,no other comment,5,False,labkiiid_,v nice,,POSITIVE,comment
122,2020-05-22 16:50:52,Cool,5,False,ODOEIEKE,Epic,,POSITIVE,cool
123,2020-10-23 02:55:40,"This game is super boring and it is no fun!

Ps don't buy!!",1,False,Abbett4,Super boring!,,NEGATIVE,game super boring fun ps dont buy
124,2020-05-17 21:16:02,Ok,5,False,ابتلااااببا,Ok,,POSITIVE,ok
125,2021-05-20 21:11:24,:D,5,False,awsome kid(chloe chiu),:D,,POSITIVE,
126,2017-06-08 01:31:55,"I've been looking for a fun, interesting, and most importantly, working coding app for free, but I couldn't find one. Then I found this and became instantly addicted and learned so much. I love how the app makes jokes that make the app that much better. I also adore the feature we're you can make your own creation. PLZ MAKE MORE!!",5,False,163826 Judy,"Wow! Best coding app EVER,",,POSITIVE,ive looking fun interesting importantly working coding app free couldnt find one found became instantly addicted learned much love app makes jokes make app much better also adore feature make creation plz make
127,2017-03-11 17:11:45,"Great for complete beginners. I bought it because I'm brushing up on web development again. If you're trying to learn web dev, this will teach you the basics but it misses a lot of key content. Mainly CSS3 offers a new way to layout pages called FlexBox, it's simplicity is leagues beyond floating divs like before. The fact that FlexBox isn't even mentioned is the reason for 2 stars. It's so crucial to modern web development that it should have its own chapter. 

Also, this app is lacking certain convenient features. Namely, it lacks the ability to move the cursor through 3D Touch. This is so convenient while editing text I'm surprised it's not included. 

One reviewer said, ""This app is the app to learn Java!"", but it's not Java it's JavaScript and those are two separate languages. This app will teach you: HTML, CSS and JavaScript. The basics of each not anything too complex. 

Because it is lacking crucial content, I can't recommend this app. Of course, the app is very well structured and easy to use... so it has its merits. I would easily give this app 4-5 stars if it wasn't missing information that new web devs should certainly learn. Keep an eye on it if the content is patched in but until then there's plenty of other options that give a more comprehensive look at web development.",2,False,ErrorBorn,Great interface but definitely incomplete,"{'id': 1377302, 'body': ""Thanks for purchasing Encode Plus!\n\nWe're working on adding new content and will prioritize CSS Flexbox lessons for an upcoming release. We've also recently fixed the issue you've noticed regarding the cursor, so it now works with 3D Touch.\n\nFeel free to email us at support@upskew.com with any other feedback you might have.\n\nUpdate: Encode now includes new CSS content including Flexbox, gradients, child selectors and pseudo classes."", 'modified': '2017-09-27T23:42:47Z'}",NEGATIVE,great complete beginners bought im brushing web development youre trying learn web dev teach basics misses lot key content mainly css3 offers new way layout pages called flexbox simplicity leagues beyond floating divs like fact flexbox isnt even mentioned reason 2 stars crucial modern web development chapter also app lacking certain convenient features namely lacks ability move cursor 3d touch convenient editing text im surprised included one reviewer said app app learn java java javascript two separate languages app teach html css javascript basics anything complex lacking crucial content cant recommend app course app well structured easy use merits would easily give app 45 stars wasnt missing information new web devs certainly learn keep eye content patched theres plenty options give comprehensive look web development
128,2017-03-10 17:46:05,"Why are we learning Javascript? Why should I purchase more lessons? What is the value of this app?

This app is beautiful and quick/brief to use. It does need support for external keyboards with arrow keys (rather than touching where you want the cursor to be).

I want more. Why should I learn Javascript, and what can I do if I choose to upgrade for the extra lessons? What does Javascript do in the real world, and can we have more ""build X using what you've learned"" lessons (haven't seen one yet in the free stuff, but I'm not done with those).",3,False,koabal85,what more?,,POSITIVE,learning javascript purchase lessons value app app beautiful quickbrief use need support external keyboards arrow keys rather touching want cursor want learn javascript choose upgrade extra lessons javascript real world build x using youve learned lessons havent seen one yet free stuff im done
129,2017-06-02 15:56:00,"This app is a great idea for learners. However, I have noticed (literally) hundreds of grammatical and punctuational mistakes. I can't stress enough the importance of making something easy to read from a teaching aspect. Also, the app is a little bit too basic, making it difficult for students to progress. Students need to know why they're learning something, also, not just know how to do it.",3,False,Midknightbeats,Proofread!,,NEGATIVE,app great idea learners however noticed literally hundreds grammatical punctuational mistakes cant stress enough importance making something easy read teaching aspect also app little bit basic making difficult students progress students need know theyre learning something also know
130,2017-03-11 16:35:34,"I've only had this app for a day and a half and I already know so much about coding and building websites 1 lesson has so much info and only takes about 5-10 mins.
This app does not have adds either and it's so helpful. Its so worth downloading",5,False,Starlight.Cross,AMAZING,,POSITIVE,ive app day half already know much coding building websites 1 lesson much info takes 510 mins app adds either helpful worth downloading
131,2017-02-07 21:05:43,"This was exactly what I needed. A simple way to learn the basics by actually doing it, and doing it whenever I have 2-3 minutes to spare. Ideal in so many ways. I hope they eventually add more lessons!",5,False,Bkelpatri,This is perfect!,,POSITIVE,exactly needed simple way learn basics actually whenever 23 minutes spare ideal many ways hope eventually add lessons
132,2017-04-05 01:58:32,This is the fantastic app very helpful. Only a little recommendation I would have is the keyboard seems to auto put itself in caps lock when you are capitalizing the first letter. That's my only issue so far will update as I use more.,4,False,Hyst2,Fantastic app little improvement,,POSITIVE,fantastic app helpful little recommendation would keyboard seems auto put caps lock capitalizing first letter thats issue far update use
133,2017-06-22 07:45:12,There are a lot of apps out there that claim to do the same thing. This is just better than any of the ones I have come across so far. Great app!!!,5,False,Wasim Osman,This is different,,POSITIVE,lot apps claim thing better ones come across far great app
134,2017-03-14 18:00:30,This is really cool and useful app!!! It is really easy to understand and there are lot's of instructions that really helped me. I suppose everyone need to know basics of programming and this app will help you 100%!¡,5,False,KsushaMay,Awesome💞,,POSITIVE,really cool useful app really easy understand lots instructions really helped suppose everyone need know basics programming app help 100
135,2017-04-26 02:11:52,"I have not done any coding for over 20 years so I consider myself a newbie again.

This app is very well done and I love that I can learn for long periods or even take advantage of my 15 min in the train and still learn.

I think this is very remarkable for a mobile app

I have made a few suggestions and they are very responsive to all the feedback

Well done!!",5,False,Journaling71,Amazing to learn or get a refresher,,POSITIVE,done coding 20 years consider newbie app well done love learn long periods even take advantage 15 min train still learn think remarkable mobile app made suggestions responsive feedback well done
136,2017-06-07 15:05:46,"I like this app because it's very beautiful design and simple to use, anybody can start coding with this.",5,False,Humod,Beautiful and simple,,POSITIVE,like app beautiful design simple use anybody start coding
137,2017-03-16 06:44:25,Learned some of this is School so it is neat to learn a bit more and refresh my memory. Also a neat thing to do to pass time :),5,False,JDR314,Pretty cool.,,POSITIVE,learned school neat learn bit refresh memory also neat thing pass time
138,2017-04-15 23:36:44,"The lessons are short, sweet, and to the point. Loving this app:)",5,False,JavaEspresso,So Easy!,,POSITIVE,lessons short sweet point loving app
139,2017-04-09 21:26:58,"They only introduce you to some basic syntax and you already have to pay to go further. They don't even have you write a basic program for free! The creator only made this for profit, not for teaching people.",1,False,Ibex333,Greedy,"{'id': 1377298, 'body': ""Hi Ibex333,\n\nWe're sorry to hear about your bad experience with Encode regarding the lack of free content.\n\nWe're committed to helping all learners access our content, and we will investigate ways we can make more content free in our next release.\n\nUpdate: The latest version now includes significantly more free content including more advanced topics. Please email us at support@upskew.com if you have any other feedback regarding the app."", 'modified': '2017-09-27T23:40:35Z'}",NEGATIVE,introduce basic syntax already pay go dont even write basic program free creator made profit teaching people
140,2020-04-25 01:40:56,I love it,5,False,jake likes roblox,Amazing app 🤩🤩🤩🤩🤩🤩🤩,,POSITIVE,love
141,2017-04-10 17:50:10,Only issue is it's only java and HTML would love more programming languages.,4,False,Nosnoc,Great app with extensive courses on java and HTML,,POSITIVE,issue java html would love programming languages
142,2017-03-18 20:57:09,"You won't learn anything with this app, just read a book or watch tutorials...",1,False,JPerkins1988,Useless app,,NEGATIVE,wont learn anything app read book watch tutorials
143,2023-02-01 20:04:49,I learned kinda to code and I love it cuz there’s no ads,5,False,nitrt,Learn to code,,POSITIVE,learned kinda code love cuz theres ads
144,2022-12-04 20:42:50,"I’m a college student who learned bits of code lessons in some minor parts of my classes. I didn’t make it as my main major, but it’s still a good skill set to learn. I have a couple of books on Python and C++. I tried other apps like Grasshopper, which is still good and also free. But I like this one because of the digestible price platform, but you can still use it for free and still learn things. These make good companions with books. 

Other apps will want to charge 200$ for information, but I hope this one stays at 7$ a year/2$ a month. Only other thing I’d like to see is the ability to get small completion certificates like how Grasshopper does. Other than that this is a good learning app.

Also on a side note, it’s nice to feel productive on the phone instead of mindlessly scrolling when being away from the laptop and on the iPad as well. You can tell people you’re coding which is also a plus.",5,False,H11709,Pretty good for studies,,POSITIVE,im college student learned bits code lessons minor parts classes didnt make main major still good skill set learn couple books python c tried apps like grasshopper still good also free like one digestible price platform still use free still learn things make good companions books apps want charge 200 information hope one stays 7 year2 month thing id like see ability get small completion certificates like grasshopper good learning app also side note nice feel productive phone instead mindlessly scrolling away laptop ipad well tell people youre coding also plus
145,2022-06-22 08:50:30,Very good app 👍👍👍👍👍👍👍👍👍👍👍👍👍,5,False,TimzyExchange,Very good app 👍👍👍👍👍👍👍👍👍👍👍⚡️👍⚡️⚡️🇬🇧🇬🇧🇬🇧,,POSITIVE,good app
146,2022-06-17 05:52:13,Every app of learning code like mimo has limitations but I like this because you can learn code for free unlike other Apps! When I installed it I see ads but all of that was for encode premium you don’t have lives like mimo that when the lives are ended you can’t learn code anymore until hours,5,False,Ryan esmaeelzadeh2,I never seen an app like that,,POSITIVE,every app learning code like mimo limitations like learn code free unlike apps installed see ads encode premium dont lives like mimo lives ended cant learn code anymore hours
147,2022-01-20 07:03:10,Awesome I really am learning how to code,5,False,AleaLask,💻,,POSITIVE,awesome really learning code
148,2022-05-30 14:38:05,"I am a total beginner at coding and downloaded this app, as well as a few others. I want to say before giving my complaints/suggestions that this IS a decent way to memorize how to code. It doesn’t feel so much like learning through practice so much as learning through reading. It’s still informative and teaches you to code and what everything (well, most things) is for and how/why/when/where to use it. 

First off, just a minor suggestion for the devs: this app doesn’t keep score or reward  your progress really, other than ticking off the lessons you’ve completed, which is fine honestly, it’s certainly not a dealbreaker, but I think it does make learning apps like this more enjoyable and fun to use. 

Second, the lessons feel a bit condescending sometimes. The way the answers to the questions are usually just the value of one of the blank spaces of the code and you just tap it and it appears in the space, and a lot of times it’s just one space that needs to be filled in so it just feels like “what’s the point in me tapping the ONLY answer there is, and having it just appear in the blank space?” Feels a little kindergarten to me. And again, it DOES educate you on coding, it’s just more of a READING way of learning, like reading a slightly interactive book basically, where sometimes you need to fill in one of the sentences with the word(s) that belong there…literally. 

Third, and this is again just another personal opinion/suggestion based on preference, but the app just feels very plain and basic I guess is the best way to describe it. There’s just really no “pop!” or personality to it. And I understand it’s an app about learning how to code, and code is often very plain and boring and concise looking, so I understand it not being anything crazy, I just wish there was a little more personality to the app and that it was a bit more interactive than it currently is. As mentioned above, there’s no reward or incentive for doing anything on there, which is fine, the learning of new things about coding is absolutely a reward in itself. However, it would be nice to have a little more feeling of connection and interaction with the app and a little more incentive and personality. 

I don’t mean to sound like a complainer just being captious about the app and picking it apart. I do appreciate the dev(s) taking the time to create this app to help people learn to code, because it is a nice little interactive textbook of coding information at this point, and it is appreciated being provided with that information. I just wish it didn’t feel so condescending and plain. With a few little tweaks I really think this app could be amazing because it does explain things very simply and easy to understand and learn. 

Thank you! If you made it this far and read the whole review, you’re beautiful and I wish you all the best in life and in coding!!! <3€><>

                          ¥~<>*<>~¥",2,False,Sventography,A tad condescending…,,NEGATIVE,total beginner coding downloaded app well others want say giving complaintssuggestions decent way memorize code doesnt feel much like learning practice much learning reading still informative teaches code everything well things howwhywhenwhere use first minor suggestion devs app doesnt keep score reward progress really ticking lessons youve completed fine honestly certainly dealbreaker think make learning apps like enjoyable fun use second lessons feel bit condescending sometimes way answers questions usually value one blank spaces code tap appears space lot times one space needs filled feels like whats point tapping answer appear blank space feels little kindergarten educate coding reading way learning like reading slightly interactive book basically sometimes need fill one sentences words belong thereliterally third another personal opinionsuggestion based preference app feels plain basic guess best way describe theres really pop personality understand app learning code code often plain boring concise looking understand anything crazy wish little personality app bit interactive currently mentioned theres reward incentive anything fine learning new things coding absolutely reward however would nice little feeling connection interaction app little incentive personality dont mean sound like complainer captious app picking apart appreciate devs taking time create app help people learn code nice little interactive textbook coding information point appreciated provided information wish didnt feel condescending plain little tweaks really think app could amazing explain things simply easy understand learn thank made far read whole review youre beautiful wish best life coding 3
149,2022-01-10 16:25:18,"This app is really good, although when you get farther towards the end and the code starts to get harder it can be confusing",5,False,"Fun, and relaxing",Terrific app!,,POSITIVE,app really good although get farther towards end code starts get harder confusing
150,2021-08-22 18:30:43,This is a really good app if you want to start learning to code. Especially for me since I’m studying to be an electronics technician & I’ll be working on both physical & digital circuits.,5,False,B-boy Va-Van,Jovan Vedrene,,POSITIVE,really good app want start learning code especially since im studying electronics technician ill working physical digital circuits
151,2021-07-24 10:23:59,"I love how this guide to code helps you better understand variables, constants, and so on. It makes learning coding simpler to the average person so that way it helps make a skill set for that person’s resume. Whoever made this app than you so much cause I’ve  been trying to learn at least one code language since i don't have a laptop so thank you again for this absolutely amazing app",5,False,ban_671,Learning the basics,,POSITIVE,love guide code helps better understand variables constants makes learning coding simpler average person way helps make skill set persons resume whoever made app much cause ive trying learn least one code language since dont laptop thank absolutely amazing app
152,2021-08-22 02:08:31,It’s a cool way to learn how to code in swift and find out new ways to resolve different issues in a new way.,4,False,kesssn,A unique approach to learning a new coding language.,,POSITIVE,cool way learn code swift find new ways resolve different issues new way
153,2021-06-10 21:59:37,What a great coding app.It has been the best coding app ever,5,False,ARP 2013,Wow🤩,,POSITIVE,great coding appit best coding app ever
154,2021-05-20 20:42:22,This is amazing! It helps out a lot with basic coding. But it would be a lot better if there was a free play code editor.,5,False,HH（hunting hacker）,Amazing but...,,POSITIVE,amazing helps lot basic coding would lot better free play code editor
155,2021-02-15 15:17:26,I’ve used this app for a bit now and it’s PERFECT for beginner coders. By using real world examples to help you understand code that you would use in real life scenarios and work conditions.,5,False,VProPlayer,Good source of learning,,POSITIVE,ive used app bit perfect beginner coders using real world examples help understand code would use real life scenarios work conditions
156,2021-01-13 21:18:58,OK I just started using this app and it’s good but I understand that you want to make lessons  but you don’t have to keep popping up ads there can be in app purchases so people could actually buy them and have fun and create it into a game into a find a little game not for just school and stuff it could be fun coding game and you can make like little obstacles for The user if they’re competitive like you can code a little character to walk to certain things like walk to school and there could be arrows pointing up down left right and you have to code the character to get to school and you like win prizes for playing the mini games also it could still be a educational app by putting quizzes and making sure that you’re reading the directions I understand that you want to make things fun and you already have quizzes in your game but every 20 minutes you should at least make a littleQuiz for the player to answer and you would get a reward and you to get tokens to play mini games also you could choose if you are playing from school or home and if you were playing from school it would be educational and if you were playing from home you could choose if you were home school or just for fun those are my ideas I hope you include them it’s OK if you don’t anyway I hope you enjoyed reading this review❤️,5,False,Kitty cupcakes thousand and 12,Good and I have a couple ideas,,POSITIVE,ok started using app good understand want make lessons dont keep popping ads app purchases people could actually buy fun create game find little game school stuff could fun coding game make like little obstacles user theyre competitive like code little character walk certain things like walk school could arrows pointing left right code character get school like win prizes playing mini games also could still educational app putting quizzes making sure youre reading directions understand want make things fun already quizzes game every 20 minutes least make littlequiz player answer would get reward get tokens play mini games also could choose playing school home playing school would educational playing home could choose home school fun ideas hope include ok dont anyway hope enjoyed reading review
157,2021-01-06 20:41:53,I wanted to learn to code and found this app. This helped me a lot to learn JavaScript and made it easy to learn. Thank you for such a great app!,5,False,iDk 576,Very easy and fun to learn,,POSITIVE,wanted learn code found app helped lot learn javascript made easy learn thank great app
158,2020-09-09 03:57:21,It’s an aesthetically pleasing app that also teaches you how to code ...,5,False,Geelan15,Love it,,POSITIVE,aesthetically pleasing app also teaches code
159,2020-08-31 22:17:41,"So.... learning any coding language is super hard, especially when you’re using an app. (I’m too young for Mimo, my Swift Playgrounds photo work course feels more like a dragging lesson than a coding lesson, and Code playground is just a book (coding is learned best hands on).)
It’s very hard to remember what you learned.

So.... Knowin comes along!
An awesome app for learning coding languages and actually remembering them.
I recommend this app for people that are having a hard time learning coding (that aren’t that serious about learning to code).
I may get the pro version if it’s that much better. (This app is hard to beat)",5,False,Existing Person 500,Learn to code and actually REMEMBER WHAT YOU LEARNED later,,POSITIVE,learning coding language super hard especially youre using app im young mimo swift playgrounds photo work course feels like dragging lesson coding lesson code playground book coding learned best hands hard remember learned knowin comes along awesome app learning coding languages actually remembering recommend app people hard time learning coding arent serious learning code may get pro version much better app hard beat
160,2020-03-13 10:11:48,"This app is AWESOME!!! I am from China , and programming is kinda important in our country.So today ,I’ve been looking in all afternoon for a app that can let me learn to program ,but very Tim I hit the wall. Some is difficult to understand and some need to you to pay right away.If you’re looking like me,then this app is your choice.",5,False,段😍🥰😘👑,I am very impressed,,POSITIVE,app awesome china programming kinda important countryso today ive looking afternoon app let learn program tim hit wall difficult understand need pay right awayif youre looking like methen app choice
161,2020-08-19 21:00:00,"The interface is really nice. I dislike that everything seems to (so far) be clicking buttons to automatically add bits of the code where they belong. The inability to directly type it in hinders my ability to retain what I’m learning. Consequentially, I can’t tell if the program simply moves too quickly without adequate explanation, or if I’m not retaining enough to follow well, but there are things being introduced I don’t fully understand because I’m still trying to figure out why part of the code looks the way it does. Granted, I’m still in the introductory area, but I should fully comprehend what’s going on with what I’m seeing with full confidence if the introduction is executed well and that just isn’t happening.

Further, it would be super awesome not to see problematic terms in examples, like misusing “spirit animal” within these educational apps. Natives enjoy learning coding also and would rather not see parts of our cultures misappropriated this way.

UPDATE:  The interface annoyed me so much that I ended up removing the app. Putting the buttons in order and expecting users to click them (i.e.: you’re entering ‘bye!’ And the buttons are ‘B Y E !’ In order) just makes it feel extremely boring, honestly. It doesn’t feel as interactive as it should and the inability to write the information myself just severely hindered my ability to retain anything it was teaching at all. You can’t really ‘play’ with the code with this interface and make mistakes and learn through them, since everything funnels you through a very strict response. After a few dozen lessons it became pretty dull and I became disinterested.",3,False,TangledRivers,Okay,,NEGATIVE,interface really nice dislike everything seems far clicking buttons automatically add bits code belong inability directly type hinders ability retain im learning consequentially cant tell program simply moves quickly without adequate explanation im retaining enough follow well things introduced dont fully understand im still trying figure part code looks way granted im still introductory area fully comprehend whats going im seeing full confidence introduction executed well isnt happening would super awesome see problematic terms examples like misusing spirit animal within educational apps natives enjoy learning coding also would rather see parts cultures misappropriated way update interface annoyed much ended removing app putting buttons order expecting users click ie youre entering bye buttons b e order makes feel extremely boring honestly doesnt feel interactive inability write information severely hindered ability retain anything teaching cant really play code interface make mistakes learn since everything funnels strict response dozen lessons became pretty dull became disinterested
162,2020-03-08 03:48:18,"This app helps me code! And I always wanted to code! This feels like the best app ever,",5,False,remeber this,How this app helps me,,POSITIVE,app helps code always wanted code feels like best app ever
163,2020-02-23 16:25:10,"Knowin is great and all but some of this I do not get.And my dad told me about python, a coding thing not an app it’s a coding language.And I on level 2 and they still have not said one word about python.And JavaScript is not an app it is another coding language.And all they are teaching me is JavaScript.I am on level 2 right now and I still do not get JavaScript, and in each level there is 4 lessons 1 not 2 not 3 but 4.I hope you will like Knowin this coding app I do bye",5,False,Angel Cruise,All there is is JavaScript,"{'id': 13757198, 'body': ""We hope you're enjoying learning to code! To find out more about Python you can change the language you're learning in the skills tab."", 'modified': '2020-02-28T10:00:51Z'}",NEGATIVE,knowin great getand dad told python coding thing app coding languageand level 2 still said one word pythonand javascript app another coding languageand teaching javascripti level 2 right still get javascript level 4 lessons 1 2 3 4i hope like knowin coding app bye
164,2020-01-17 04:34:11,"This app is my favorite! I am 13 years old and want to be a coder when I am an adult. My school does not have any coding electives. This is a disappointment, as I really want to learn more. As a last resort I came to the App Store in hopes of finding something that could teach more about code than I already know. I was surprised to find many apps for coding most seemed very basic and somewhat like they were designed for 3rd graders. But then I found this app. I came to learn more complex code, and that is what I got. I do not recommend this app if you are a beginner at coding. But if you are really into it like me than definitely use this app. I love it!!!!! Or in code 

Console.log( ‘ I love this app! ‘) ;",5,False,big birds left big toe,I love this app!,,POSITIVE,app favorite 13 years old want coder adult school coding electives disappointment really want learn last resort came app store hopes finding something could teach code already know surprised find many apps coding seemed basic somewhat like designed 3rd graders found app came learn complex code got recommend app beginner coding really like definitely use app love code consolelog love app
165,2019-07-04 03:38:22,I can’t understand how streamlined and amazing this app is. It has nice images and quiz’s to help you ease into popular languages. With jokes and a streamlined new system only requiring a couple of clicks to code makes it extremely easy to use. If you want to learn coding and have some money to spare you will definitely love this app. There is no better app to learn coding then this one.,5,False,",467",The best Coding app out there,,POSITIVE,cant understand streamlined amazing app nice images quizs help ease popular languages jokes streamlined new system requiring couple clicks code makes extremely easy use want learn coding money spare definitely love app better app learn coding one
166,2019-09-04 06:14:59,The app was 10 times better when it had you type in the answers rather than just select them. I would love to see this return as it is more interactive and helps retain the information.,2,False,martyb15,Typing code,,NEGATIVE,app 10 times better type answers rather select would love see return interactive helps retain information
167,2019-07-22 16:00:06,All history gone.... Selections now for pay why??? Push selection vs typing code is counterintuitive to your entire platform. There  are a million apps out there that have the options mentioned already. There is nothing about this app that stands out above the rest...... Why did you make such a drastic change????,1,False,VyoReviews,Ruined encode,,NEGATIVE,history gone selections pay push selection vs typing code counterintuitive entire platform million apps options mentioned already nothing app stands rest make drastic change
168,2019-07-08 14:36:20,"I was really enjoying encode and how you could play with the interpreter in the previous version and i was learning a lot. I even purchased the pro version! It was helping me to learn the syntax by allowing me to type in the full code myself and play around with it.
With the recent update “refresh” to Knowin,  it doesn’t feel interactive. I don’t feel like I’m using a python interpreter.
I can’t edit the code to try to understand a certain piece of syntax or play around.

It looks nice. But I am absolutely not happy with this update. I’m let down because I was learning so much before.
I’m not going to be using the app until this is fixed (if it gets fixed)
it just feels too much like I’m taking a guided tour through a window now without much interactivity.",2,False,GravyT,Not learning much since recent update to Knowin.,,NEGATIVE,really enjoying encode could play interpreter previous version learning lot even purchased pro version helping learn syntax allowing type full code play around recent update refresh knowin doesnt feel interactive dont feel like im using python interpreter cant edit code try understand certain piece syntax play around looks nice absolutely happy update im let learning much im going using app fixed gets fixed feels much like im taking guided tour window without much interactivity
