Unnamed: 0,date,developerResponse,content,rating,isEdited,userName,title,sentiment,matched_stem
619,2019-09-09 02:16:24,"{'id': 10617094, 'body': 'Hi Friend!\nThank you! Your feedback is important to us. Please continue supporting us so we will always have a reason to keep improving our content and make your learning experience an enjoyable one. If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.\n-PA\n', 'modified': '2019-09-10T19:02:46Z'}","Well since you asked, I will briefly elaborate ± define ↑ terms x) 
*Better (>) economic value: is  relative to the cost of this particular subscription offer, compared to likekind in the top charts. 
*Expecting this educational experience to require the most amount of self discipline (to stick thru all the long course logs, for EACH skill desired. & I’m STILL excited! 🤩👏
*Extensive: this app offers the most 📑🗂 content for the least 💸cost. Including certificates of completion, after a daunting but incredibly thorough course log (which, the certificates of completion were a personal priority). However if you ARE GOING to pay MONTHLY INSTEAD Of annually or a lifetime cashout, then i *definitely recommend subscribing to something like “Knowin” 1st** since it is composed of much shorter & potentially easier courses that APPEAR to be designed as a prerequisite for completion before the purchase of something like this (in order to speed up the pace of completion when the duration has a direct affect on the cost per year etc.). 
*In general, it depends on personal priorities.. but when this opt was compared to the similar alternatives in the top charts, this one does come out a little a little bit longer per course, but the service provider does offer a ‘lifetime’ subscription option (which I selected in hopes they do not suddenly discontinue operations). Specifically, I chose the Lifetime opt. as it does not add direct pressure to the causative correlation between *time & money (as with monthly memberships).
*&uhhff 😯 I’m sorry! ...Although I am not *yet* a data scientist or programmer, I do still have my degrees in business science & economics, respectively. Thus I apologize for getting a bit too geeked out in this review 🤓😂📊📋🤦‍♀️🤪.. but I see now that my excitement to share these microeconomic data/analyses, was at best, excessive haha 😹🙈😳😝👋 still a great app tho;)😇",4,False,Nolly7rr,✔️Economic Value ✔️Extensive/thorough ± ✔️Effective,POSITIVE,economi
639,2020-09-22 09:52:58,"{'id': 18096799, 'body': 'Hi, \r\n\r\nWe were grieved by the experience you had. We have worked hard to make \r\neverything right. We request you to please reach out to us at hello@prghub.com. Rest assured, your issue will be resolved. - AS', 'modified': '2020-09-25T10:13:56Z'}",Talking too much for nothing. I like going straight to the point.,1,False,medjine8228,Bla-bla-bla 🥱,NEGATIVE,point
728,2016-08-29 19:13:25,"{'id': 4580055, 'body': 'Dear Friend, We sincerely apologise for the delayed response. We are glad to inform you that we Have Launched a New Version for our Application with Lots of New Content, Courses and Features. We would kindly request you to Update to the Latest Version to enjoy the Latest Content, Courses & Features. If you face any issues regarding the same, do not hesitate to reach us out at hello@prghub.com. We will surely help you out. Happy Learning!', 'modified': '2018-08-08T14:01:11Z'}","This app is so concise and straight to the point. it Is helpful for beginners and professionals. The layout is simple and very easy to use. In each language you have one section that shows the most common examples of the language and the other is for references. You can also try and run simple codes there. Thank you for such a wonderful app, you have gained one good supporter here.",5,False,Katsuné,Effective app that does its job,POSITIVE,point
781,2023-03-08 03:15:01,"{'id': 35294466, 'body': 'Dear Friend, We apologize for any inconvenience caused and we ensure to make each and every learner of ours happy. This is definitely not the experience we want our learners to face and we will definitely work on solving the issue. Please reach us at hello@prghub.com so that we can assist you better. -KY\r', 'modified': '2023-03-09T14:40:01Z'}","So first, they made me pay twice and then I had to email them and tell them that I had pro. How are you going to teach me how to code but not even know how to make an app function properly. Along with this they kick me out in the middle of my sessions just to tell me “Hey Buddy! Welcome to your pro membership” thus leaving the session and losing all progress. Very frustrating.",1,False,Iguhyji,Kicks you out and loses progress,NEGATIVE,progress
784,2022-03-25 13:19:03,"{'id': 29149231, 'body': 'Hey \r\nWe are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!\r\n-PS\r\n', 'modified': '2022-04-13T12:48:37Z'}","By far the best app for learning code. Track your progress, complete projects and more al from your phone.",5,False,Sonofnone808,Having fun while learning. Who knew?,POSITIVE,progress
793,2021-11-21 02:47:30,,"The app gets across the basics, and maybe provides a starting point to learn more advanced things elsewhere, but that's pretty much it. You don't get any hands-on experience like with many other apps so you'll have to look for actual practice elsewhere. The English is okay at best (or atrocious at worst in some cases), making some lessons hard to follow or difficult to understand for a person who has never seriously coded. I think if you're already learning to code then this could be a good review app though. However, overall not terribly impressed.",2,False,N1l4,"Okay, gets across the basics. Maybe more for review for people that already know how to code.",NEGATIVE,point
795,2021-11-06 18:25:14,"{'id': 26284744, 'body': ""Hello, We're thrilled to receive such a great rating. Thank you. We are gleeful to know, that you are having a mesmerizing experience with us. We're always at your service, when you need us at hello@prghub.com.- AS"", 'modified': '2021-11-15T20:41:24Z'}","Working on a BART optical fiber project beneath the Bay for the $100 million digital railway program.  During my breaks I practice coding Python and just can’t get enough of this….so amazing. 

Thanks Guys!!

Joseph p Brunner PE
Resident Engineer 
BART 
(650) 922 6444 mobile 24/7 keep in touch",5,False,XLR 101,From beneath San Francisco Bay,POSITIVE,break
798,2021-08-14 00:37:57,"{'id': 24585912, 'body': ""Hello, We're thrilled to receive such a great rating. Thank you. We are gleeful to know, that you are having a mesmerizing experience with us. We're always at your service, when you need us at hello@prghub.com.- AS"", 'modified': '2021-08-18T19:40:20Z'}","I’m a newbie and this is probably one of the best methods in learning about programming since it breaks everything down into digestible and easy to understand concepts instead of reading chapters on 1 specific subject. This app is incredible. I don’t like writing reviews but this gets an exception! I’ve tried Udemy, reading books, reading free pdf materials, and those drag my momentum since I have to sit down and really pay attention. With the app, I’m learning interactively. I’ve also took my learning up a notch by firing up my laptop and downloading VS Code by Microsoft to run the mini code that you learn from this app. I’ve also started taking notes on my Evernote app. I really love this app since it doesn’t force you to learn large concepts in one gulp and in one sitting. The best part is that once a concept is covered, you take mini quizzes (don’t worry if you get them wrong, they’re not graded as they are meant to help you solidify the concepts better.) And you can also start learning from figuring out if the code is good or not based on what you just learned. I take out this app whenever I’m waiting around as a way to kill time. And then when I get home, I go back to the sections that have the code, copy the code into VS Code application and play around with it. Thank you ProgrammingHubs and team!",5,False,ketchuponpizza,Amazingly Addicting and Fun,POSITIVE,break
801,2021-08-01 15:31:59,"{'id': 24409360, 'body': 'Hello, We can understand your concern. We are always here to help you. Our sincere apologies for the inconvenience caused to you. As we checked, we have already responded to your query on July. Rest assured, the issue will be resolved. Thank you. Please feel free to reach out to us at hello@programminghub.io for any assistance. ', 'modified': '2021-08-09T20:17:03Z'}","I’m really fed up with this app at this point. I complete a course it crashes every time. This time it took my progress for every single course I was enrolled in and multiple certifications from passed courses. Great information in the app and I like the layout. I don’t like that I paid for a pro membership for an app that can’t deliver on its basic premise of allowing someone to get additional certifications Update: Heard back from customer service who says it just “happens sometimes” and that everything will come back if I delete and reinstall the app, which is literally what I said I did as soon as it happened. It’s been multiple days, it’s pretty clear this won’t magically come back and I guess I’m out $35 and multiple certifications I paid for. Don’t recommend. App may literally wipe everything and then customer service may not read your email and say that I should just keep waiting even after days of it being broken. ¯\_(ツ)_/¯ Update: 7/25/2021 Contacting support has been worthless. The issue consistently keeps getting responded with “your certs will just return” I’ve now asked for a refund and if I don’t get one I’m calling my card and clawing back the charge. I’ve basically been run around in circles for about a month and any “fixes” they’ve said they’ve added has only made the situation worse. Now when I refresh the app it removes courses I’m enrolled in. Don’t buy this app. They don’t seemingly care about the quality issues in the app or customer service they have.
Update 8/1 - I think the additional canned messages from the developer asking me to reach out to the customer service team, the one that’s not been fixing my issue for over a month and making the situation worse is telling. Having working in CS I’m seeing no good processes here for proper escalations or handling of issues that have clearly gotten out of hand for a customer. It means there’s no actual fix coming nor do they actually care to track down the lengthy ticket thread and escalate it to someone who knows how to resolve the issue. My name here and in the ticket are the same, it wouldn’t take long for someone to search for it in zendesk. But I have no intentions of jumping back onto that wheel of pain when it’s abundantly clear your agents have already attempted everything and refuse to simply escalate me at this point. 
Again I do not recommend this app. Their lack of quality in CS and the bugs in the app are not worth it. Even if they give you a major discount.",1,False,JM Stump,"Worked for a while, but it wiped most of certs and all progress",NEGATIVE,"progress, point"
811,2020-12-15 14:23:52,"{'id': 19860795, 'body': 'Hello,\n\n\r\nWe loved your feedback. Can we request you to sprinkle some awesomeness with a higher rating! Thank you.\r Please reach out to us at hello@prghub.com , we would be glad to offer you some personalized assistance. Have a good day. Rest assured, all the issues will be ironed out, so that we can provide you with an enriched user experience. - AS\n\n\n', 'modified': '2020-12-18T18:31:39Z'}","Yeah. The app makes learning code interesting and fun. I feel like I can accomplish a lot with it! The funny thing though is that the app bugs a lot. Not in the learning part, that one is awesome, but the profile is so buggy! It took a while to ask me to create an account, I couldn’t even find where to do that. Now that I finally managed to do that I can’t update anything on it. My name, email, avatar, it’s all blank and I can’t change it. Also I’ve tried to access the website (programminghub.io) but it never loaded. Looks like the people trying to teach me code can’t do it that well themselves.",4,False,Theflowerlovere3,Fun learning but a little buggy,NEGATIVE,avatar
825,2020-07-09 18:09:10,"{'id': 16523209, 'body': 'Hi Friend!\nThank you so much for your support. We will definitely take note of your feedback so that we can improve our service further. If you need any assistance, please contact us at Hello@prghub.com and we’ll be more than happy to help you :)\n-PA\n', 'modified': '2020-07-10T04:30:56Z'}","Well, I haven’t got to use Programminghub a lot yet but so far so good, clear and engaging, interesting and the design just looks good.

Edited: after playing around for a while, definitely the best user design I’ve come across, well put together and nice idea with certificates, to keep engagement, would also suggest adding a streak and track days which we learned a bit with some potential got goals setting, like 5 - 10 - 15 mins or like 1-2-3 lessons a day",5,False,Jonateta,"Education, Engaging and Looks Good",POSITIVE,streak
829,2020-06-09 13:10:27,"{'id': 15880575, 'body': ""Dear Friend,\nWe apologize for a less than satisfactory experience with us. We'd request for some more details about the issue you've faced. Please get in touch with us at Hello@prghub.com so that we can work to resolve this together as soon as possible :)\n-PA\n"", 'modified': '2020-06-09T16:40:28Z'}","Programming Hub itself is buggy and I understand it is in Beta at the moment and hope it improves because it is great and offers a variety of courses which i love about it but expect problems or bugs.

Sometimes it wont connect on app or on web. Bought lifetime pro, and system will tell me its valid for 1 year. Customer support fixed the issue but next time i check its back to expiring in 1 year. If your using on different devices your progress will jump all over the place for example after completing a course and getting a certificate you may go on to your other device and it will show your course isnt completed on 1 or more courses completed already at 100% it will say 91% completed, after completing again you gain a duplicate certificate. At some points with very little explanation it can make a whole lesson confusing for example coding a web page and the lesson tells you to insert a certain code or edit part of the code but doesnt say where it belongs or where it needs to be changed in script as your trying to code yourself following instructions given by lesson.

As much as I love learning on this app, I have gotten tired of the bugs and they aren’t just 1 or 2 bugs but quite a few but until they are fixed I will be using use Grasshopper and Code Academy which have also taught me just as much in coding but offer fewer courses then Programming Hub.",3,False,MightyV11,Great but alot of bugs,NEGATIVE,"progress, point"
836,2020-04-19 21:52:22,"{'id': 14792488, 'body': ""Dear Friend,\nWe apologize for the unpleasant experience you've had with our app. We'd love to learn more about the issues you have faced. Please get in touch with us at Hello@prghub.com so that we can work on a permanent solution as soon as possible.\n-PA\n"", 'modified': '2020-04-20T18:12:27Z'}","Neither dark mode, nor the ability to change your avatar, are available in iOS. Lots of glitches where certificates and course completion percentages are inaccurate, especially when switching between iOS and Android. I’ve had to reinstall the app several times for cross-platform synchronization.",3,False,elektra_1111,Needs operational improvement/ Good Course Content,NEGATIVE,avatar
852,2019-04-07 12:30:22,"{'id': 8104714, 'body': 'Dear Friend,\nThank you! Your detailed feedback will surely help the people who are interested to learn programming. If you need any assistance, feel free to reach us out at Hello@prghub.com and we will always be happy to assist you!', 'modified': '2019-04-08T07:46:19Z'}","If you are intimidated and/or confused by the tools out there for learning to code (like I was) then this is the perfect place to start.  It may seem to be babying you a little bit at first but this is the best way to learn the foundations of programming.  You must pick up all of the basics and you cannot succeed if you try to learn everything at once.  For these reasons, this is really the perfect place to start when taking on the challenge of learning to code.",5,False,A_Drug_Against_WaR,Great Place to Start,POSITIVE,challeng
