Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,review,rating,isEdited,title,userName,sentiment,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview,mentionedFeature,mentionedSynonyms
1180,1180,707,2022-02-22 17:25:52,"Automatically charged a new debit card I got despite me never authorizing the switch, and has zero customer support options for disputing charges.",1,,,Nathan Black,NEGATIVE,60df8d0d-5d30-4cd6-83c0-ae1110d5c51a,https://play-lh.googleusercontent.com/a/AGNmyxZDEAfqZcuGKVptMIpWmf6oZJ1x9rFIBnUOg498=mo,1.0,1.14.0,,,automatically charged new debit card got despite never authorizing switch zero customer support options disputing charges,status quo sloth,custom
1202,1202,729,2022-02-11 08:46:01,Good for a quick on the go review or to keep your daily streak going and that's it. It's all flash cards and fill in the blanks and the card packs that you get repeat all the time. Several user created cards end up in your study packs and half the time they are straight up garbage with incorrect answers or no way to properly solve the problem. Don't fool yourself into thinking you are learning and look elsewhere for more serious study. App receives no updates. Don't bother.,1,,,Matthew Gammon,NEGATIVE,40d39071-45ef-4a39-9bf5-debc7178b216,https://play-lh.googleusercontent.com/a-/ACB-R5T_P89R37xYa-qMaRbm8if8ZHw2RjlhyyWwezkpIpM,169.0,1.14.0,,,good quick go review keep daily streak going thats flash cards fill blanks card packs get repeat time several user created cards end study packs half time straight garbage incorrect answers way properly solve problem dont fool thinking learning look elsewhere serious study app receives updates dont bother,daily streaks,daily streak
1267,1267,794,2022-01-09 19:17:43,"Cant even log into my Pro account, cant see when typing. For a company that sells and teaches that cant even get an app to work properly is worrying. Think its best to cancel subscription.",1,,,Geos Tricks,NEGATIVE,3ad75895-77e6-4849-82db-62a2278fcdc9,https://play-lh.googleusercontent.com/a/AGNmyxb1FYgshsV7_jF_y6URe_GUJS_Y0h9qpCrWpTyy=mo,3.0,1.14.0,,,cant even log pro account cant see typing company sells teaches cant even get app work properly worrying think best cancel subscription,status quo sloth,account
1321,1321,848,2021-12-15 01:49:42,this app is very useful to most programer most especially for the mm. n beginner,5,,,Foday Gray,POSITIVE,2831ada6-7dd2-4e96-843a-c3d140ab9ef0,https://play-lh.googleusercontent.com/a-/ACB-R5TC0aGgjgMAt9wl1w_ENQOWMlO0cRs2PRxf62sj0Q,0.0,1.14.0,,,app useful programer especially mm n beginner,boosters,special
1343,1343,870,2021-12-04 07:28:42,"Great app to keep reviewing the same five concepts in your lesson but not advance any further. Would be nice, especially on the pro plan, to be able to do lessons on the go or anything beyond the same flash cards each day. The quiz items don't even change?",1,,,Lia G,POSITIVE,0147fe32-6d29-465a-8463-754d254f4e7b,https://play-lh.googleusercontent.com/a-/ACB-R5QIBc2zjlsediRDXdZuosj2JI8fugLR9DIFEAKRGQ,8.0,1.14.0,,,great app keep reviewing five concepts lesson advance would nice especially pro plan able lessons go anything beyond flash cards day quiz items dont even change,boosters,special
1349,1349,876,2021-12-01 09:14:46,very simple and easy for begginers to understand they used very personalized interface wonderful,4,,,khaleefa r shehu,POSITIVE,441b9364-39f8-44bb-ae25-07678656fbbd,https://play-lh.googleusercontent.com/a-/ACB-R5SAsvDADXWhsNNidZlAJ9XCaZeLYNq8d41s4dYLwQ,3.0,1.14.0,,,simple easy begginers understand used personalized interface wonderful,status quo sloth,person
1354,1354,881,2021-11-28 17:20:40,"I do like Codecademy thier website is amazing especially if you subscribed to Pro, but for the app there needs to be more especially if you are paying for a subscription. There are other apps that will actually let you practice coding and go through the course without needing a computer. This comes in really handing especially when some of us work 50 hours a week and only get to use their apps on breaks most days. Other then that you guys doing a really great job!!!",3,,,John Mituniewicz,POSITIVE,0dd67895-d32f-4d0a-b3b4-779281fba177,https://play-lh.googleusercontent.com/a/AGNmyxaVLRwZeGJn11c1kNZVUQxY007LsiiSLnSCjpNb=mo,88.0,1.14.0,,,like codecademy thier website amazing especially subscribed pro app needs especially paying subscription apps actually let practice coding go course without needing computer comes really handing especially us work 50 hours week get use apps breaks days guys really great job,boosters,special
1359,1359,886,2021-11-23 20:26:45,Can't log-in with LinkedIn account. Now my course progress can't be accessed in the application. :(,1,,,Marcone Ribeiro,NEGATIVE,083f133f-0b7f-48b3-bf92-987b0f6919f7,https://play-lh.googleusercontent.com/a-/ACB-R5Ss84idiPBkkuLt_9FAlKlrCW_W13QlfrzxIWSmbQ,0.0,1.14.0,,,cant login linkedin account course progress cant accessed application,status quo sloth,account
1401,1401,928,2021-10-25 07:02:24,"The app sucks. I made an account on the app with Google and I can't find a way to Log In the account on my computer. Plus, there's no setting for me to delete this account since I don't know what is the password.",1,,,Fathi Hilmi,NEGATIVE,124432c7-38fb-44c3-8281-1496ccb89270,https://play-lh.googleusercontent.com/a/AGNmyxbI2sryaDFem8YuZF6sTtIW3mpjUrXqxQOQjhFM=mo,3.0,1.14.0,,,app sucks made account app google cant find way log account computer plus theres setting delete account since dont know password,status quo sloth,account
1441,1441,968,2021-09-24 10:05:17,"Wonderful for reviewing but I was really hoping to take my lessons on the go. I work a full time job and on my breaks I would have loved to sneak in some bits of lessons. Instead I'm reviewing with this flashcard like app. For being a Pro member I'm quite disappointed, I expected more. Especially for the amount paid for Code Academy Pro. This app shouldn't even be locked to Pro members for its contents. Maybe if you were to make the actual lesson paths mobile, then it could be locked to Pro.",1,,,Ari,NEGATIVE,2f7d5625-25f5-4c6a-8249-80019b03d481,https://play-lh.googleusercontent.com/a-/ACB-R5RPk0V_L5u4wnbF-98QG-uEd0h5jD8msgVwogxpXA,48.0,1.14.0,,,wonderful reviewing really hoping take lessons go work full time job breaks would loved sneak bits lessons instead im reviewing flashcard like app pro member im quite disappointed expected especially amount paid code academy pro app shouldnt even locked pro members contents maybe make actual lesson paths mobile could locked pro,boosters,special
1450,1450,977,2021-09-21 01:47:27,Challenging = Good,4,,,Florin Valentin,POSITIVE,b7e13fbd-c4a5-4d9d-a07a-4a6a40a3e23e,https://play-lh.googleusercontent.com/a-/ACB-R5TlPJOoELrGfcvebDVCXdVlD8-uhvjMRelG4HjoUQ,0.0,1.14.0,,,challenging good,challenges,challeng
1454,1454,981,2021-09-19 09:40:59,"I cannot sign in or even sign up with my Google account, since I want to synchronizw my progress on PC. Pls check that my device is Xiaomi Mi8",3,,,Duy Pham,NEGATIVE,d887e1eb-d397-4434-8266-b4467546091b,https://play-lh.googleusercontent.com/a-/ACB-R5TguKH19AjZDNz3ZHgHTWiW6qNkOKSBPSvlLbO9ug,0.0,1.14.0,,,cannot sign even sign google account since want synchronizw progress pc pls check device xiaomi mi8,status quo sloth,account
1464,1464,991,2021-09-14 03:20:55,*update - it seems the login with linkedin is no longer visible on the mobile app. So i cant login with that method anymore* Logs you out while you are learning with no way to reset your password from the app itself. Kind of given up on the app now. I am a paid sub user. Lost the will to live re-logging in all the time.,2,,,Alan Baldwin,NEGATIVE,57bda7c6-8166-4e79-8fd1-44f0e51ad0d9,https://play-lh.googleusercontent.com/a-/ACB-R5RcT5Y45VvLkSSomo-2Qg3wu-snuWlqpgKP7v11TQ,17.0,1.14.0,,,update seems login linkedin longer visible mobile app cant login method anymore logs learning way reset password app kind given app paid sub user lost live relogging time,torture breaks,live
1472,1472,999,2021-09-10 05:48:47,"it works as intended, and the content is REALLY good, but I can't give 5/5 as my progress on desktop browser isn't showing here and i cannot continue my full-stack software engineer path... infact, it's not an option on the app. Since that's the content I actually want, the app isn't actually giving me downloaded it for... but it looks pretty, interface is sensible and what content is available works as expected.",4,,,Jacob Combrink,NEGATIVE,24640e93-8b43-4ab7-82dd-9dddc4b3425e,https://play-lh.googleusercontent.com/a-/ACB-R5QDORLy82SMvjv4cna7RIrWTXLi9f1pn9r6YTCQiw,27.0,1.14.0,,,works intended content really good cant give 55 progress desktop browser isnt showing cannot continue fullstack software engineer path infact option app since thats content actually want app isnt actually giving downloaded looks pretty interface sensible content available works expected,voting,content r
1501,1501,1028,2021-08-22 19:32:13,DO NOT GIVE YOUR MONEY TO THIS COMPANY! This company is an absolute scam and will gladly steal from it's customers. You cannot remove your cc from their website and you cannot get ahold of a live person under any circumstances to fix billing or any issues. STAY AWAY. I wish I could rate with negative stars.,1,,,Divemasterorc,NEGATIVE,e862105e-3d8f-447a-8a41-28e484b03fec,https://play-lh.googleusercontent.com/a-/ACB-R5TxshQLJZ-gdnY2wwQnspzs5LoAormRTpRco03pBvU,0.0,1.14.0,,,give money company company absolute scam gladly steal customers cannot remove cc website cannot get ahold live person circumstances fix billing issues stay away wish could rate negative stars,"torture breaks, status quo sloth","live, custom, person"
1503,1503,1030,2021-08-22 09:33:47,"Courses are great, but I logged in on Desktop with my Github account but can't login on mobile with the same account because there is no option Github login on mobile",3,,,Mentor Aliu,NEGATIVE,757bac94-2e71-4f61-9386-782adefba804,https://play-lh.googleusercontent.com/a/AGNmyxZsej91qiRhkuPjDRaURlwMEKuTvJjwyGiBKJLT=mo,0.0,1.14.0,,,courses great logged desktop github account cant login mobile account option github login mobile,status quo sloth,account
1565,1565,1092,2021-07-26 01:09:44,"Very handy to have when you want to pass the time away, and also want a challenge at hand 😸",5,,,Caitlyn “MsCat96”,POSITIVE,edb9048a-ef82-4885-856a-b9c10b2380d4,https://play-lh.googleusercontent.com/a-/ACB-R5SNOkkIBF8-09erdcrORkIOX9PrMB8FfL-4GovO,2.0,1.14.0,,,handy want pass time away also want challenge hand,challenges,challeng
1591,1591,1118,2021-07-12 02:03:50,Do not give them your account details. Took nearly 200 quid off me and they do not give refunds,1,,,Tiarnach O'Cathain,NEGATIVE,79f21846-1c7d-4bf5-9a6d-d3e1d4aac2c2,https://play-lh.googleusercontent.com/a/AGNmyxYqTctSroZZylT-b0mIbgqsOOWDPFdYXO_3my4q=mo,0.0,1.14.0,,,give account details took nearly 200 quid give refunds,status quo sloth,account
1602,1602,1129,2021-07-07 22:35:06,"Having an application for Pro members is not at all helpful if it does not adhere to the website learning. I thought it was absolutely obvious that if I had a learning subject on the website and I had progressed on it, that the mobile app was a secondary platform that allowed me to continue that learning path, not start a new one o a new practice. Why would I start a new subject or the same subject from scratch if the only thing I'm doing is changing devices? I'm not changing my account, so why?",1,,,Isaac Alvarado Valverde,NEGATIVE,d08f35c1-2db3-4eaa-b66a-be73a1694b01,https://play-lh.googleusercontent.com/a-/ACB-R5T-V2awUn0FiSbypBQKFynD3JP3I7u7ysnGkCS3Ig,28.0,1.14.0,,,application pro members helpful adhere website learning thought absolutely obvious learning subject website progressed mobile app secondary platform allowed continue learning path start new one new practice would start new subject subject scratch thing im changing devices im changing account,status quo sloth,account
1642,1642,1169,2021-06-24 17:35:16,"No sign up with email address, Forcing the user to use Facebook account or a Google account, probably for getting more of the user's data, very disappointing.",1,,,E 770,NEGATIVE,b29f65f3-8fcc-4e4b-a508-26c2eaf749f2,https://play-lh.googleusercontent.com/a-/ACB-R5SsRZkI4EZPzhZUUIjDzaXLDlyeAiMxKc5qlpolgA,2.0,,,,sign email address forcing user use facebook account google account probably getting users data disappointing,status quo sloth,account
1676,1676,1203,2021-06-11 22:19:31,great for learning especially switching from the Healthcare field,5,,,Britt Bratt Lungu,POSITIVE,10fe093a-5821-46f3-a242-226eb363c5f5,https://play-lh.googleusercontent.com/a-/ACB-R5QVSicLo0FNrEnXdxM4IgiE3KbSDEqy74LZSIP3_w,0.0,1.14.0,,,great learning especially switching healthcare field,boosters,special
1684,1684,1211,2021-06-09 01:35:34,"Cant signin or signup to the app via gmail account. Though I logged in using the same in the website,",1,,,Balaguru Mamundi (Ghostofmj),NEGATIVE,aa405174-692e-41ed-848f-39a2c633bd3c,https://play-lh.googleusercontent.com/a-/ACB-R5T_LXOx4nUIg1rrPzCFpVV45mvAqxjD9vQABSp_la4,0.0,,,,cant signin signup app via gmail account though logged using website,status quo sloth,account
1743,1743,1270,2021-05-19 14:25:44,"Would've loved to see full-fledged courses such as the website, and also more challenging practice questions.",4,,,Abdullah Hassan,POSITIVE,53338715-3965-4bf3-ac7c-cd26319e1a00,https://play-lh.googleusercontent.com/a-/ACB-R5RD1HeBcHFVWKD0xVJgrLgPFkknRkdzzxfOjwdAugw,0.0,1.14.0,,,wouldve loved see fullfledged courses website also challenging practice questions,challenges,challeng
1780,1780,1307,2021-05-03 15:31:42,"I can't get past the LogIn/SignUp section from the first launching of the app... I use my Google Account for log in authentication, but after authorisation has completed via Chrome I'm still stuck in the log in and sign up screen always and always.",2,,,Prince Etiet,NEGATIVE,777dea43-9f7e-4344-87c5-711f22086f4b,https://play-lh.googleusercontent.com/a-/ACB-R5R8vFZRDtKoJUSmWYUIA_qwdm_8pUNzVSPcSJrM,3.0,1.14.0,,,cant get past loginsignup section first launching app use google account log authentication authorisation completed via chrome im still stuck log sign screen always always,status quo sloth,account
1807,1807,1334,2021-04-23 01:18:46,"Daily reminders doesn't work at all. Fil-in-the-gap tasks always show the 1st cell several times, repeating it in every line. And the practice section is uncomfortable to use",2,,,Leyla Suleymanova,NEGATIVE,4fff10b9-0e0e-46c0-a98a-74f564f88a2d,https://play-lh.googleusercontent.com/a/AGNmyxZU4NJNm522o108D8Ypc8_ZHVXMHTLz-Q0eaWe8=mo,0.0,1.14.0,,,daily reminders doesnt work filinthegap tasks always show 1st cell several times repeating every line practice section uncomfortable use,daily streaks,daily remind
1840,1840,1367,2021-04-06 15:10:07,"some sentences can't fit or show on the screen, especially at the beginning of the paragraph. So that makes me to assume what was the sentence.",3,,,Nhlakanipho Bright Mzelemu,NEGATIVE,1ac0d32b-97b4-4c67-b6f9-83c5373180e8,https://play-lh.googleusercontent.com/a-/ACB-R5Q467m_5gkBlPQUhJ_cclqwMeNpodkcyZsPpGi1,1.0,1.14.0,,,sentences cant fit show screen especially beginning paragraph makes assume sentence,boosters,special
1906,1906,1433,2021-03-08 12:22:02,"I signed in using my Google account on pc and now no matter whether I use my phone, email or username it tells me my sign in info is incorrect.",1,,,Tanner Siebel,NEGATIVE,495288d1-dfad-4894-a8b8-7531439b89a9,https://play-lh.googleusercontent.com/a-/ACB-R5R1olsJoAiumJ5N8JYJnL2yiwvrGFJw74xKvBEPoQ,1.0,1.14.0,,,signed using google account pc matter whether use phone email username tells sign info incorrect,status quo sloth,account
1943,1943,1470,2021-02-16 20:37:46,"Honestly a decent app for beginners, but unfortunately there is little to no customer support unless you count a bot/chat menu as support. Currently I'm trying to find anyone to contact about my credit card being charged even though I tried to cancelled my account and every email I find auto replies telling me to use the websites chat function. This website has no problem taking your money but it's impossible to find anyone to talk to.",1,,,Benjamin Martin,NEGATIVE,4f75ac13-0ce2-449c-b44f-88601aff69dc,https://play-lh.googleusercontent.com/a/AGNmyxa11LzVSFTqiOOKtVlwzxtv0MgjPoszefsj9y7e=mo,33.0,1.14.0,,,honestly decent app beginners unfortunately little customer support unless count botchat menu support currently im trying find anyone contact credit card charged even though tried cancelled account every email find auto replies telling use websites chat function website problem taking money impossible find anyone talk,status quo sloth,"account, custom"
1960,1960,1487,2021-02-07 04:20:08,"There are some UI problems, especially at parts where you have to insert pre-determined answers. And it accepts complete s__t answers as correct. Just for an example; for a simple html h1 tag in a code snippet it requires 4 closing/h1 tag to solve that question.",2,,,Adam Shepherd,NEGATIVE,cf19a361-f86f-4b3b-816c-9302ce9733ce,https://play-lh.googleusercontent.com/a-/ACB-R5Qu1KQTPizu044Ay8YjNwQYzxH9dj_a3MRbdYbTNA,2.0,1.14.0,,,ui problems especially parts insert predetermined answers accepts complete s__t answers correct example simple html h1 tag code snippet requires 4 closingh1 tag solve question,boosters,special
1975,1975,1502,2021-02-01 15:15:57,I pay for Pro and signed up using Google on my laptop. When you log into the app on your phone through Google there's no option to select an account and so I can't use my Pro account! What's the point.,1,,,Mobius Grey,NEGATIVE,44f46b22-1cdb-49e5-99cb-210a4009c15e,https://play-lh.googleusercontent.com/a-/ACB-R5Rq7YUqXVlwsUY2NxaPkFxlnA26WI9n3j9XsePR5w,1.0,1.14.0,,,pay pro signed using google laptop log app phone google theres option select account cant use pro account whats point,status quo sloth,account
2031,2031,1558,2021-01-09 14:46:33,"I like the flow of the lessons and the ability to practice in my phone. I wish I could make progress on lessons through the app, especially to read the articles.",4,,,Joshua Lowry,POSITIVE,845737fa-535a-487a-b1ff-a9b8929c5dc2,https://play-lh.googleusercontent.com/a-/ACB-R5Re-qD9UvShkjOtNMCSBYBZQFk-acGGrzNWWQ_tLWA,0.0,1.14.0,,,like flow lessons ability practice phone wish could make progress lessons app especially read articles,boosters,special
2112,2112,1639,2020-12-14 20:17:48,"App will not let me get past notifications screen. I keep choosing the course I'd like to get daily reminders for. Then it will populate to the main screen for a second and loop back to the notification screen. I'd like to begin studying, this bug needs to be fixed",1,,,Chase Flanigan,NEGATIVE,e5b0dc9c-2145-4ad6-9f9a-a531ab052c5e,https://play-lh.googleusercontent.com/a-/ACB-R5SXaYIGuLxeOfUBI0VBTcHlF7GTwGKEcaOgzYx3uv0,23.0,1.14.0,,,app let get past notifications screen keep choosing course id like get daily reminders populate main screen second loop back notification screen id like begin studying bug needs fixed,daily streaks,daily remind
2155,2155,1682,2020-11-25 21:07:57,"its pretty especially the practice quiz part, the only thing which is not a major issue is how to link the app to the website so I can review the things I've been learning. great app",5,,,Chenjerai Chigubhu,POSITIVE,8c36666b-dcc7-4a27-adc0-707ea297ef92,https://play-lh.googleusercontent.com/a-/ACB-R5RWugUybWz-Ps_V_CiUSPnHpgmaWxrYobV15fk-,5.0,1.14.0,,,pretty especially practice quiz part thing major issue link app website review things ive learning great app,boosters,special
2227,2227,1754,2020-11-02 03:04:42,Doesnt sync with my pc account,2,,,MrBaggieBug,NEGATIVE,d3622b17-1c32-4b38-93ad-b67da8e6c984,https://play-lh.googleusercontent.com/a-/ACB-R5ScOGxAclImncbaF8imoKP1F5H4yidfNg5aWhpuyg,0.0,1.13.1,,,doesnt sync pc account,status quo sloth,account
2249,2249,1776,2020-10-23 04:54:09,"Well the platform is simply awesome, but for some reason i cannot login to this app using my google account and Facebook account and i have my pro account using Google account. So how do i login now🤔",3,,,shubham rathod,NEGATIVE,94cd6f08-9229-4b80-be41-b524f391eb3c,https://play-lh.googleusercontent.com/a-/ACB-R5SqTZw-e_R1xhai6dvw8JAEI4cQjHqU9s5qu7L2cw,1.0,1.13.1,,,well platform simply awesome reason cannot login app using google account facebook account pro account using google account login,status quo sloth,account
2270,2270,1797,2020-10-13 23:08:49,It is personally the best experience for actually learning how to program and learn more programming skills i like how they give you certification for the completion of the language to help you and motivate you every time you finish a language and i hope that the app becomes more similar to the one on the computer because it doesn't show all the things that they show on the site so I hope that the app gets improved 😀.,5,,,Katie Playz,POSITIVE,c6906397-3f3b-42bb-912b-6a1cc976fba6,https://play-lh.googleusercontent.com/a-/ACB-R5SQdk1av07deDSRZI5xQBGdeKyU3doLMR9PSUQblsY,23.0,1.13.1,,,personally best experience actually learning program learn programming skills like give certification completion language help motivate every time finish language hope app becomes similar one computer doesnt show things show site hope app gets improved,status quo sloth,person
2293,2293,1820,2020-10-07 05:50:16,Apps content is really good loved it but problem is it works only 1st time then leads me to white screen please fix I tried clearing data it works only 1 time then throws me to white screen!,3,,,VINIT SHARMA,NEGATIVE,b20e1657-c779-4675-8ebd-22c6f532bc27,https://play-lh.googleusercontent.com/a-/ACB-R5SK-JcVm_A9NADPP_gzXNfUWWVGLZiuLmDn5PZKsV8,0.0,1.13.1,,,apps content really good loved problem works 1st time leads white screen please fix tried clearing data works 1 time throws white screen,voting,content r
2297,2297,1824,2020-10-05 17:24:24,As a person w/ little and no prior tech experience; this app makes it super easy and fun to understand stuff compaired to your regular old text book style of learning! It's especially useful when your're out and about. 5 out of 5 for sure!,5,,,Kayla Cruz,POSITIVE,ac909eea-5387-44ac-aad4-147113166869,https://play-lh.googleusercontent.com/a-/ACB-R5TGSvIarth7cUnEtSplh7K4uGqKbh49QYY0cvYr,6.0,1.13.1,,,person w little prior tech experience app makes super easy fun understand stuff compaired regular old text book style learning especially useful yourre 5 5 sure,"boosters, status quo sloth","special, person"
2298,2298,1825,2020-10-05 06:28:07,I learned new coding skills on this app. Its great and user friendly especially the practice mode.,5,,,Guinanao Clifford,POSITIVE,eab99140-ba87-4022-b003-6d86741a58d8,https://play-lh.googleusercontent.com/a-/ACB-R5Rn-6E_YbAqYpPFS4OhcAngJXyQQ_qXE-jAvc3WEw,0.0,1.13.1,,,learned new coding skills app great user friendly especially practice mode,boosters,special
2299,2299,1826,2020-10-04 12:01:25,"I'm working my way through a free course on the desktop version, but it seems that it's locked behind a paywall in the app. Why would I pay for a course that's already free? Pro version is already expensive as is.",1,,,Shawn Rains,NEGATIVE,97f8e68c-5ea6-427b-8a8c-60e9a1b0ad95,https://play-lh.googleusercontent.com/a-/ACB-R5QxjLqAHdImYYK7grWsddH__p5jyvZgH76HRzyd8Q,8.0,1.13.1,,,im working way free course desktop version seems locked behind paywall app would pay course thats already free pro version already expensive,torture breaks,paywal
2305,2305,1832,2020-10-02 03:37:59,Can't even login with my google account !,1,,,Rohit,NEGATIVE,adede0fe-b155-4719-b9cb-2f5072d73638,https://play-lh.googleusercontent.com/a-/ACB-R5QVUciCux_MvAf99-WS2QWq6pIKYFD79QdAIVC4AQ,0.0,,,,cant even login google account,status quo sloth,account
2306,2306,1833,2020-10-02 02:28:26,Really well designed programming app which looks nice but delivers functionality (good learning experience),5,,,Damandarin,POSITIVE,5e977b69-c212-48ca-8e39-09eb5ee2170f,https://play-lh.googleusercontent.com/a-/ACB-R5TAXs2H616J9jHChxtsNtLbE-qw9B5faPesvPc-hA,0.0,1.13.1,,,really well designed programming app looks nice delivers functionality good learning experience,torture breaks,live
2319,2319,1846,2020-09-28 22:02:08,"Very good app for coding learning, thanks for giving me 3 Months Pro Account during this pandemic, really appreciate it, thanks for your kindness :)",5,,,Aldy Andita,POSITIVE,d9bacb62-b263-4905-85e3-a5b0030d6522,https://play-lh.googleusercontent.com/a-/ACB-R5Q4BSCFA03jivR8HRSNXuVfOLnXsq9H3nxyLs40jg,0.0,1.13.1,,,good app coding learning thanks giving 3 months pro account pandemic really appreciate thanks kindness,status quo sloth,account
2332,2332,1859,2020-09-26 18:38:13,Too many bugs. I am literally frustrated. There are free apps that deliver much better quality.,1,,,Ken Tolembek,NEGATIVE,9eb8d990-fd29-40ce-b39e-26307bf2cc7c,https://play-lh.googleusercontent.com/a-/ACB-R5TpOvAnie4LjK-6g3qaqUyPj5Jx4rTjCwtEK3sdWw,2.0,1.13.1,,,many bugs literally frustrated free apps deliver much better quality,torture breaks,live
2374,2374,1901,2020-09-15 11:55:05,Cool apps for my Academy account.,4,,,Lukman Moeslich,POSITIVE,5357a828-8ff7-4b42-9925-523ffdd4d38a,https://play-lh.googleusercontent.com/a-/ACB-R5TemJm-covEWUz_4HZid8MPxK1Cl1DWaepf8BnsbA,0.0,1.13.1,,,cool apps academy account,status quo sloth,account
2376,2376,1903,2020-09-14 07:27:37,Great supplement for those who have busy lives but want to do something during their small gaps of freetime to continue working on their education.,5,,,Jennifer Roberts,POSITIVE,11d7ff52-aac2-4782-a26a-28b706de4ce9,https://play-lh.googleusercontent.com/a-/ACB-R5T5pw9Ol1E0fpLJnZVRQtxuLRLXnBu5SiKDr8QfOEI,0.0,1.13.1,,,great supplement busy lives want something small gaps freetime continue working education,torture breaks,live
2401,2401,1928,2020-09-08 05:54:18,"Can't use without account, stupid.",1,,,Adam Janik,NEGATIVE,77a28639-dd44-4dbd-8027-c25971dada21,https://play-lh.googleusercontent.com/a/AGNmyxalx3Trbbk6l0o3UaLnTW6-gWzuzJ4aCJ-mTqlE=mo,0.0,1.13.1,,,cant use without account stupid,status quo sloth,account
2407,2407,1934,2020-09-05 13:19:39,Really something special here! I have been using the phone app and my computers browser to work my way through some courses. I did not actually think I would take to it this quickly but am now hooked. The courses are engaging without chucking you straight in the deep end.. great stuff 👏,5,,,Richard “Richarmed” Parker,POSITIVE,a193ad76-a427-43de-92ed-7c324f76b610,https://play-lh.googleusercontent.com/a-/ACB-R5S-h1Po6Tv3rZs-kg70mqZTmMMVYp0T0qV5lWUdag,8.0,1.13.1,,,really something special using phone app computers browser work way courses actually think would take quickly hooked courses engaging without chucking straight deep end great stuff,boosters,special
2425,2425,1952,2020-08-31 06:39:28,Wasn't able to open account using an email address. Promptly uninstalled without even getting to try it. Not everyone wants to be tied to either Facebook or google.,1,,,steve hicks,NEGATIVE,e228cc70-e580-4ee4-8283-e271e753fbed,https://play-lh.googleusercontent.com/a-/ACB-R5RcXF_WXs5TjcecFsMPw2wGLot83_dDuRV00U9jww,1.0,,,,wasnt able open account using email address promptly uninstalled without even getting try everyone wants tied either facebook google,status quo sloth,account
2436,2436,1963,2020-08-28 15:50:08,"I wish I could flag cards I'd like to revisit or make a separate custom deck out of them. Also, I wish the text size in the flashcards adjusted to my phone screen size so that the lives of code look like they do on a computer. Right now, lines of code spill over to the next like, making it harder to read. It could be fixed if the text was just slightly smaller.",4,,,David Atkinson,NEGATIVE,c3567c7c-5f87-4217-989c-73931a4adee0,https://play-lh.googleusercontent.com/a-/ACB-R5SGaxSZkKl0kWugTbPh4tNX2VG7j4n9_JxzBb0UR9E,87.0,1.13.1,,,wish could flag cards id like revisit make separate custom deck also wish text size flashcards adjusted phone screen size lives code look like computer right lines code spill next like making harder read could fixed text slightly smaller,"torture breaks, status quo sloth","live, custom"
2489,2489,2016,2020-08-18 05:49:17,A great app for intermediate developers and beginners i personally like the app and I would suggest it to others too. A great work done by the team,5,,,Raj simaria,POSITIVE,38819599-2427-4e91-a6be-198aaccb0457,https://play-lh.googleusercontent.com/a-/ACB-R5RQzofC5S1Xt7bfsp_Pp-nqksOwBNTzaoUHOtHvlA,1.0,,,,great app intermediate developers beginners personally like app would suggest others great work done team,status quo sloth,person
2523,2523,2050,2020-08-10 09:20:44,Started on computer and live the practice tools the phone offers. Worth it if you're trying to code.,5,,,Farris,POSITIVE,3adc8737-85f2-4517-840d-df22fe939de7,https://play-lh.googleusercontent.com/a-/ACB-R5RcyCHZ2zKrGuZ2Y6ws62fkEuCorQhSFJT31tSsqA,0.0,1.13.1,,,started computer live practice tools phone offers worth youre trying code,torture breaks,live
2529,2529,2056,2020-08-09 16:50:33,I like being able to keep my streak alive with the app.,5,,,Ben Maleki,POSITIVE,fba9a6c7-b2bc-4bb7-92fe-f85b1982746a,https://play-lh.googleusercontent.com/a-/ACB-R5TWC3Fq8H8zWmuJqKi3dUhHEQ5zS-7jUdrDAshzHA,0.0,1.13.1,,,like able keep streak alive app,torture breaks,live
2555,2555,2082,2020-07-31 12:21:12,Sign in options Please add the option where users can log in with their GitHub accounts,3,,,Uy Nguyen,NEGATIVE,53e55d26-d398-46d9-abc3-4b130aa8b0f3,https://play-lh.googleusercontent.com/a/AGNmyxYCV3f7RGTMpoJc1syt1I0LmIOvEn5VVMbnWmeA=mo,0.0,1.13.1,,,sign options please add option users log github accounts,status quo sloth,account
2670,2670,2197,2020-06-28 21:46:00,I'm starting do learn how to code very efficiently. It's a beautiful feeling to complete daily challenges.,5,,,Dhruv Kandpal,POSITIVE,e09aba8a-86d5-42dc-a4ed-c44329d9c68b,https://play-lh.googleusercontent.com/a-/ACB-R5QOdiqeYufksW0AkOkM9452wh3psPxRUV4mKPfdnes,2.0,1.13.1,,,im starting learn code efficiently beautiful feeling complete daily challenges,"daily streaks, challenges","daily challeng, daily challeng, challeng"
2696,2696,2223,2020-06-22 06:27:44,"What a dumb app, I can't even sign in. Everytime I try to sign in with my google account, it just cradhes and restart the app. This is a terrible bug. Fix it and I'll change my review about you.",1,,,webothdo,NEGATIVE,67b7fb26-2e38-4983-b653-ae4f839918d3,https://play-lh.googleusercontent.com/a-/ACB-R5R9SjHrQ0hTrQlQONRP-5zmmGyqxSeOLciDpki85g,11.0,1.13.1,,,dumb app cant even sign everytime try sign google account cradhes restart app terrible bug fix ill change review,status quo sloth,account
