,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,language
154,1da89cdc-5a91-4fb2-ab6e-099cddc805c9,Dennis Eudave,https://play-lh.googleusercontent.com/a/AGNmyxZ_DLpyFrqJIwO2KXMiWUkSAhOUfBw3P3e9utMp=mo,Excelente muy dinámica,5,0,47.0.2,2022-03-14 15:33:14,,,47.0.2,es
155,479a585c-2232-411e-be01-b9a04d137558,Sofia Aguirre,https://play-lh.googleusercontent.com/a-/ACB-R5QdbcU4EwdJmHE4Hk5tFWQGAvAd5FIZnXG57PJMrH4,Me encanta la app. Super dinamica e interactiva,5,0,46.0.0,2022-03-06 15:19:57,,,46.0.0,es
156,5b9aad11-ee63-4793-b015-ba38131bae58,"Raymi Elías Fon Fay Muñoz, P.Eng.",https://play-lh.googleusercontent.com/a-/ACB-R5Rgh_VxTERSmAH3svL8RszGx8f9H330LmqZqByzRA,La mejor empresa de aprendizaje que he podido testear.,5,0,47.0.2,2022-03-05 01:49:47,,,47.0.2,es
157,2188e4d3-3774-4ab7-8cc7-e385a3bb2808,Marcos Cuiche,https://play-lh.googleusercontent.com/a/AGNmyxbHuyGUcO93S1ss521cGfYvgxVG-EEOCW2EPuZr=mo,"Estoy aprendiendo de 0 sobre python sin pagar nada y por lo que veo te ofrecen la posibilidad de certificaciones con la version premium que no es cara. La aplicacion es bonit te deja escribir y hacer ejercicios ver videos y es entendible lo que explican, nomas que esta en ingles Pero es muy recomendable",5,11,47.0.2,2022-03-04 19:50:38,,,47.0.2,es
163,65d1fbfd-5360-492f-a9ce-3c64b2194630,Eduardo Cervantes,https://play-lh.googleusercontent.com/a/AGNmyxb-3S8fbac9lEQGJ6UlsyfPSk1BjjA5NhUgXcAA=mo,Me encanta,5,0,46.0.0,2022-02-24 05:12:49,,,46.0.0,es
165,324ad3ac-5dd6-4dfa-a682-411a0a9d6a1f,Sebastian Chavez Orellana,https://play-lh.googleusercontent.com/a-/ACB-R5RKmfG3-KtDuuOB-fVIH2GrSrmL7yRv6ZRwPBq1Cw,Una de las mejores plataformas para aprender y practicar con grandes volúmenes de información. Muy recomendable!,5,0,46.0.0,2022-02-21 20:15:54,,,46.0.0,es
168,0ebd32b1-30cd-4d7c-8e86-d699ae39dd6a,Ale Garnica,https://play-lh.googleusercontent.com/a-/ACB-R5Sju4Qt11-abLegLT4HksJUZI99xLUUBD2Mhdof1w,Me encanta la forma tan clara en la que enseña a programar en las distintas plataformas :D,5,0,45.2.1,2022-02-06 04:38:21,,,45.2.1,es
174,778d1d0a-3015-4f78-bbe9-0d5511e646b4,Clara Ceballos,https://play-lh.googleusercontent.com/a-/ACB-R5TMPBbMkLK_B4OtKddDXSBiSZBv3FdLKU7vYuBFGsI,Sencillo y entretenido. Sin publicidad,5,0,45.2.1,2022-01-11 00:18:15,,,45.2.1,es
175,7e4391ed-4f35-4dd7-aba2-cf0aa18409ff,karina esther Rodriguez Barragan,https://play-lh.googleusercontent.com/a-/ACB-R5QLZD72Bigsf6lrhmOpykG_bJ4Rhujvqzzx-YW3bQ,"Super contenta con la ampliación del catálogo de la versión móvil, lo que estaba esperando desde hace tiempo!",5,0,45.2.1,2022-01-10 23:14:23,,,45.2.1,es
177,c70cfe5b-9e5e-4b40-a3cc-1da6aa6160d3,yei Macià Pica,https://play-lh.googleusercontent.com/a-/ACB-R5SVusVpOGhSI_0MSzVnq2qgwdqTG5b3HBTrF7ekRK8,Po ara po'rogramar,5,0,45.2.0,2022-01-06 18:27:17,,,45.2.0,es
178,e4768f08-d487-4131-8e9f-87ec2832db0c,Pedro Prieto,https://play-lh.googleusercontent.com/a-/ACB-R5S22yaEc-L8cZKsq0KWptJ8mP6flM2Z6Ze28zgneg,"Es un poco lenta en procesar, no tiene en versión mobil todos los cursos.",4,0,45.2.0,2022-01-06 12:04:22,,,45.2.0,es
179,8bae0659-1174-41d5-b9e2-e3904187f2a9,jeimmy paola muñoz,https://play-lh.googleusercontent.com/a/AGNmyxbeVSzvsPDZAOCbJ_PECRDQlys4ZdoBGlla6gGq=mo,"Excelente plataforma, puedes practicar lo que vas aprendiendo.",5,0,45.2.0,2022-01-04 15:15:49,,,45.2.0,es
181,83968074-d7b4-472a-8695-dec10a87bb95,Pablo Dalchiele,https://play-lh.googleusercontent.com/a/AGNmyxY6rkPKxyx9yhn4KNjcunLLj0dQFQP9xiy_jfL8=mo,Tengo una suscripción anual activa y en la app me dice que tengo que pagar para continuar las lecciones. Gravísimo error.,1,0,45.2.0,2022-01-01 06:22:22,"Hey Pablo,

Thank you for reaching out to DataCamp Support! My name is Ibo, and I would be happy to help out.

Could you please send us the email address you use to log in to your DataCamp account for us to properly assist you?

Looking forward to your reply.

Happy holidays!",2022-01-01 17:46:59,45.2.0,es
182,d7de9d09-579d-4056-8d53-8acfb4346144,Tony Buitrago,https://play-lh.googleusercontent.com/a-/ACB-R5S7XS-Ua5Uk9hh3reArmlI-nhkrsOrae5D9-pdK,"La app es buena para aprender lo básico, se debe tener conocimiento de inglés, si no se sabe inglés se puede complicar el aprendizaje y uso, a veces la ejecución de los ejercicios no es amigable",4,1,45.2.0,2021-12-22 04:29:15,,,45.2.0,es
183,e22c08a0-15dd-4451-bac2-8a75fea96357,Marco Rocha Uribe,https://play-lh.googleusercontent.com/a-/ACB-R5TAmI0iAXqmOJCgmVbG69CZjtKybK3DgI26wySM,Es una gran plataforma para aprender python y R enfocado a ciencia de datos,5,0,45.1.0,2021-12-20 22:00:52,,,45.1.0,es
187,fabbede5-6550-4b2a-b6ae-0939f3edd31f,Guillermo Moré,https://play-lh.googleusercontent.com/a-/ACB-R5Rxzin76txlBWKrthI_lk26TOQXMVNozclP_bkCSg,"Excelente herramienta de aprendizaje, buen material teórico y mucha práctica tanto en conceptos de DS/ML como en programación",5,3,45.1.0,2021-12-14 13:55:56,,,45.1.0,es
190,c7dadd05-592c-4c2d-9b6c-c3d5a09bfc65,Miguel xD,https://play-lh.googleusercontent.com/a/AGNmyxaw_mH2l9Ynd8cuWgwwju-4jwmQCT99mjzdfGJo=mo,"1) La aplicación no incluye los cursos de la web, no puedo seguir mi progreso (entonces que sentido tiene la app ?) 2) Están quitando muchos cursos de python. Pagué por una suscripción anual teniendo en mente hacer varios cursos y veo que algunos de ellos los van a quitar. Se han eliminado: Computación en paralelo con Dask, Creación de canalizaciones de ingeniería de datos en Python, Introducción a Spark SQL,  Limpieza de datos en bases de datos de SQL Server, etc, ¡más de 30 horas!!",1,2,44.0.1,2021-12-01 21:27:04,"Hi there! Thank you for reaching out and taking the time to provide this feedback. I'm sorry to hear that!

Your mobile DataCamp streak and XP mirrors your account on the browser version, but your course progress will not reflect your work off the app.

If you completed a course in the mobile app, when you navigate to the desktop view you will s...",2021-11-23 23:45:47,44.0.1,es
191,9f681e12-4447-469b-ae00-146a6a580b51,Albar Ugalde,https://play-lh.googleusercontent.com/a-/ACB-R5R_90PqQ28tG102V7QwDYG22CVmB8M_OZdmlMEDYI0,La app se desenvuelve pobremente y no puedo visualizar los cursos que quiero,3,0,44.0.1,2021-11-30 15:55:09,,,44.0.1,es
192,5b8531ba-9172-47da-8246-cd0e33ebb3c2,Sandra Cerna,https://play-lh.googleusercontent.com/a-/ACB-R5RbN2jIS6I8s4zwTyR3_XKhDE3SB1LpmIdV_tz9VQ,Excelente plataforma para practicar 👍,5,0,44.0.1,2021-11-26 17:06:57,,,44.0.1,es
193,6cfd0a25-7849-4929-9096-74033e10a306,Claudio Justo,https://play-lh.googleusercontent.com/a-/ACB-R5Qh_bJiYJWpziDEmLzWkxDs1kSaVTVBfPzF0_rFDg,Una forma agil de aprender en cualquier momento disponible,5,0,44.0.0,2021-11-20 12:30:16,,,44.0.0,es
194,0a21e6db-4a4a-4d70-b775-f469ddf0b5bd,Kevin Woge,https://play-lh.googleusercontent.com/a/AGNmyxYlO7ZJWzABzQm_hMwyHPgLrEqrLfHg4KGZ8vrR=mo,"Me parece una app bastante completa para aprender. Los vídeos son cortos y muy útiles, además están complementados con sesiones de práctica bastante intuitivas y los ejercicios de repaso son muy útiles para reforzar los temas aprendidos.",5,2,42.0.1,2021-11-19 18:18:03,,,42.0.1,es
195,080b8e59-80e8-4af4-92e6-3b302c2c63ca,Guillermo Daniel Delgado Acosta,https://play-lh.googleusercontent.com/a-/ACB-R5SmF6fBQyRyg6cYHJ0WqBdrZqAFbJH8jAId1EwkkdM,"La idea es increible. En general ya conocía la página web y todo en orden. No sé por qué de un tiempo para acá me falla demasiado al momento de compilar mi código en los ejercicios. Solo por eso no doy 5 estrellas, por ese detalle en la app. Pero la suscripción vale bastante la pena si se encuentra a descuento.",4,8,44.0.0,2021-11-19 04:23:10,,,44.0.0,es
201,214aa378-ed8d-45d0-ab7d-6d7902f054d7,claudxfiles,https://play-lh.googleusercontent.com/a-/ACB-R5RX3VsMPG981njYeUrEQiFZXtfrMTqY2vSoSwFzqw,Excelente app,5,0,42.0.1,2021-11-14 13:13:39,,,42.0.1,es
202,add0ef5c-c490-46aa-b00b-6a83f9ca35fe,Pascual Silveira,https://play-lh.googleusercontent.com/a-/ACB-R5QMGOrBEe3aAAwIA0tqYhs-seN-ymMiAooNfm8Tq2Y,Excelente aplicación. La recomiendo 100%,5,0,42.0.1,2021-11-13 10:54:06,,,42.0.1,es
205,16b36acd-cc7f-4419-9c35-b4678c1fdd61,Francisco Benavides,https://play-lh.googleusercontent.com/a/AGNmyxbIc0EDHO1v0GoHeUfejqZijI09TTBMbjmc624m=mo,Exelente aplicacion para aprender coceptos basicos de programacion aparte de la parte practica que potencia el desarrollo de habilides importantes para resolver problemas,5,2,41.2.0,2021-11-08 16:58:09,,,41.2.0,es
207,d4da8ee3-2abf-493b-a29e-05212bb9d9c1,Gus Sauce,https://play-lh.googleusercontent.com/a/AGNmyxZuv8pUMl2AsHoKTmpjEqAwCWjXfjm6huct46HA=mo,"Muy útil, entendibles los videos y ejercicios",5,0,,2021-10-26 01:40:18,,,,es
208,0d664a2e-528a-4609-8b21-ebae249be4bc,Felipe,https://play-lh.googleusercontent.com/a/AGNmyxbJB28k1R5Knx-LmXsM9RpsOaEI7Qp_tn4IUozHGHQ=mo,"Excelente aplicación, 100% recomendada la plataforma!",5,0,41.2.0,2021-10-25 03:36:18,,,41.2.0,es
210,89328222-9691-4fd1-a763-7b575570fd26,Victor Diaz,https://play-lh.googleusercontent.com/a/AGNmyxYaOD9qb6tg35J6cJQ4GiQp_gNpqAgmCL-YXD5a=mo,"Muy buena aplicación de entrenamiento, pasandos desde lo básico a temas un poco mas complejos, con explicaciones claras y ejemplos muy buenos, me funciona muy bien en tablet android. // los videos tienen subtitulos español, no así los ejercicios//",5,2,41.2.0,2021-10-20 14:34:35,,,41.2.0,es
213,51536a7d-c109-4afe-95a0-3d4da30b6b31,Marcelo G. Gonzalez,https://play-lh.googleusercontent.com/a-/ACB-R5TBC7sEaHmPtRjt5YWMG5ajH1pGFNR28FwMwObD,Buena aplicación para practicar programación,5,0,41.2.0,2021-10-14 12:14:43,,,41.2.0,es
214,b132d319-f183-478a-975a-13090a9c0f1f,Oscar D. Pérez Quirino,https://play-lh.googleusercontent.com/a-/ACB-R5T2MF5IkhTpLJA1lS8A8oA2Om9z6XoAzEu1M1j9Ztk,Es excelente para aprender programación y análisis de datos,5,0,41.2.0,2021-10-14 02:17:24,,,41.2.0,es
215,cdc07d8f-f572-4656-b12d-207ec99137b7,Mike Wasousky,https://play-lh.googleusercontent.com/a-/ACB-R5ReIe62rE4_kVz6bdpGYPTmwNsLa0IRHAV4gzMD1Q,"Consideró que es la mejor app para programación, solo que debes saber inglés para explotarla a su máximo",5,2,41.2.0,2021-10-12 19:10:57,,,41.2.0,es
216,35fb24dd-2430-40e4-be03-76b9e456cf8d,Iliana Espitia,https://play-lh.googleusercontent.com/a-/ACB-R5TFSQ53urvUkqhWdkVSN0ryAxv27DDe7s41O365sg,"Acompaña paso a paso en el aprendizaje,",5,0,41.1.0,2021-10-11 15:10:05,,,41.1.0,es
217,d5d6d76f-82de-49fc-8246-21cea08ed60c,Yesica Martinez,https://play-lh.googleusercontent.com/a-/ACB-R5QD53QIxDf-t6MsS0VOeQwj-5K58YsPj9uB9XK3y30,Muy buena e interesante. Lo único es que a veces en los ejercicios cuando envías la respuesta se traba.,4,3,41.1.0,2021-10-08 14:29:07,,,41.1.0,es
220,a0b08513-d0ac-419e-9b77-c55a8219f0f3,Don Weas,https://play-lh.googleusercontent.com/a/AGNmyxZ_ducBI4F0lP_rc-p4oFSBD1UCJBRlAP1-YbSy=mo,"No se pueden tomar todos los cursos, hay muy pocos en la aplicación en cambio en la página hay mucha más variedad. No vale la pena pagar si lo que se busca es la aplicación.",2,0,,2021-09-26 03:14:46,"Hi Don,
Thank you for your review! We'd love to get some more feedback from you so that we can improve the app. Could you kindly reach out to our Support Team via email at support@datacamp.com? We are looking forward to hearing from you!",2021-09-27 07:02:52,,es
221,298bd61e-3f65-4282-8278-728c856cfb49,Cristian Fontes,https://play-lh.googleusercontent.com/a-/ACB-R5ShXeFNADqZe5vq6oXYlKeL2c7dJEeGtjv-Rx6hKA,Excelente experiencia,5,0,41.1.0,2021-09-21 22:02:29,,,41.1.0,es
222,54440d56-b550-4a13-9a73-079a9505a961,Steven Montero,https://play-lh.googleusercontent.com/a-/ACB-R5SiuSngbUWUW7f4Hb-4j-IWAbXVctAn6BRbG6LLzg,"Excelente, pero pásenla a español captarian más gente de latinoamerica",5,0,36.0.1,2021-09-21 14:27:34,,,36.0.1,es
223,ba0d8862-ab02-43f0-afa4-8f509ea305b0,Pedro Pablo Villegas,https://play-lh.googleusercontent.com/a/AGNmyxYaNsmuKSO8HK_0cajWOa_fPQCEcDBQPilvUEo2hcE=mo,Muy intuitiva y permite practicar mucho,5,0,41.0.0,2021-09-11 18:14:03,,,41.0.0,es
224,da5e6226-125b-4be2-b6f6-7bfa2b0336bf,Yerly García,https://play-lh.googleusercontent.com/a-/ACB-R5TY4i0-ZllsUKh1OlUmkE6H3eRBOVfz_QytoSeamBU,Excelente uso de la gamificación para enseñar,5,0,40.0.1,2021-09-08 02:42:59,,,40.0.1,es
225,f96271cc-c37e-48f0-b53d-f4f427b0afe1,Víctor E. Afonso Rodríguez,https://play-lh.googleusercontent.com/a-/ACB-R5SBFF8f4zaFSyZ4hZyUGZ-xTJzWvfkMwL7Fk0XnnQ,Lo mejor que he visto hasta ahora,5,0,40.0.1,2021-09-05 15:47:15,,,40.0.1,es
226,f91a5ecc-716d-4c7e-b74c-9712481dd95b,solange franco,https://play-lh.googleusercontent.com/a-/ACB-R5S_ri43LVkRyHSlKcgL31eVm0XjHCJIXU47P4C_dA,No funciona básicamente,1,0,,2021-09-03 05:21:44,"Hi There,
We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.
Could you kindly reach out to our Support Team via email at support@datacamp.com? We are looking forward to hearing from you!",2021-09-03 06:08:26,,es
228,c07a068c-33ed-4d3b-afdd-77453f84fae2,Mariano Llanos,https://play-lh.googleusercontent.com/a/AGNmyxZsvycP1mUc2vMoIKwGFb6YfNJGOIRNieF3SsHb=mo,"Muy buena app para aprender a programar en el rubro del Data, y un excelente complemento para el avance que realizas en datacamp para PC.",5,7,40.0.0,2021-08-29 13:24:04,,,40.0.0,es
230,a1ba96c4-ed6c-4cd7-8a88-1aac0b6e44d9,Andrés Soria,https://play-lh.googleusercontent.com/a-/ACB-R5SHo4erfPbmZ6_H4bs50uR97-VPmMFSdIFOyffXuQ,Excelente aplicación para practicar y repasar todos los días,5,0,40.0.0,2021-08-28 16:08:14,,,40.0.0,es
233,6eec235a-6e1c-4105-a411-9b271455dda5,Lixmara Vasquez,https://play-lh.googleusercontent.com/a-/ACB-R5TP4sYirZi-KpWl77eOOjjLP74ToyNc9bFWXhsM9JQ,"Me encanta esta aplicación, he aprendido bastante 🙌🏽",5,0,39.0.1,2021-08-24 02:48:57,,,39.0.1,es
234,20e088f1-cceb-4c6a-b03a-07f930ada61c,Fernando Noguera,https://play-lh.googleusercontent.com/a-/ACB-R5SUTA87nCZDzuvX0A0WbU4fmYQ-5P69ug_J2E_ANQ,"Muy buen hecho, y está en inglés, lo cual a uno también le ayuda a mejorar la comprensión del idioma con vocalibario de programación. Muy bien lograda la aplicación.",5,14,39.0.1,2021-08-19 17:07:03,,,39.0.1,es
236,25a30c83-65ca-4f5c-aead-8bd56a31f9ea,José A. Blanco Escalante,https://play-lh.googleusercontent.com/a/AGNmyxZeKAat-2dDfwlCnFwc7NdWqPOK165U64vTPjIi=mo,Excelente ...,5,0,39.0.1,2021-08-15 21:59:53,,,39.0.1,es
237,d4e0e3b7-b3fe-4528-a263-3288c614789c,Roberto Rivas Hernandez,https://play-lh.googleusercontent.com/a-/ACB-R5SvXT2xYLy6fchSXNJhSudOjckaZApCVerpDIHRgQ,So cool,5,0,39.0.1,2021-08-15 16:54:58,,,39.0.1,es
238,ad4f73a2-cffb-4ee9-90e1-abe3d04480af,Juanjo Teo,https://play-lh.googleusercontent.com/a-/ACB-R5TTEY4nwiISCao7XiEQ_M_r2T0ZHx6RhIjfOt19Lw,"Estoy haciendo el track de SQL y me parece una de las mejores aplicaciones que he utilizado para aprender. No tengo apenas formación de programación y se me está haciendo muy fácil. He optado por la opción de pago para avanzar más rápido y lo merece. Me gustaría que además del módulo de PostgreSQL hubiese uno de mySQL, ya que es el que se usa en mi trabajo. Debería mejorar el azul que se pone en algunos textos de las presentaciones, ya que no se ven sobre el fondo blanco porque no hay contraste.",5,15,38.3.1,2021-08-14 19:10:08,,,38.3.1,es
239,0ffa7795-38b0-4190-9080-ae961999d3a5,Jesus Fernando,https://play-lh.googleusercontent.com/a-/ACB-R5QrjmzMJo5CJEAERftysHt_MXJPxfNKuXwdc0Zr,La re comiendo,5,0,39.0.1,2021-08-09 23:04:11,,,39.0.1,es
240,ae5cd376-8f7f-4ef0-bfd5-026182e81447,thanatos9212,https://play-lh.googleusercontent.com/a-/ACB-R5RhgWp0B1PXGFgGTxbM2qDo4iYU_BTPcSm4PebWog,Para las cuentas free una clase por día es un avance demasiado lento,4,0,38.3.1,2021-08-06 15:57:07,,,38.3.1,es
242,6d23ba86-3613-45f8-b984-84d04a82e934,Javier Guanes,https://play-lh.googleusercontent.com/a-/ACB-R5Q1-hsAOHs8oNERnZqUhB9oABp-r5Oim3LoDe_A,Buena aplicación para aprender desde cero. Para algunas cosas conviene un poco de soporte online,5,2,38.3.1,2021-08-02 00:53:32,,,38.3.1,es
243,621c3132-6d14-4efa-b8f3-a149dda08731,Alexander Antonio Girón Montoya,https://play-lh.googleusercontent.com/a-/ACB-R5Qnd6ZXpvBTdEo1uo1POtl4tfiH57cP1sCfinh4zw,"Excelente aplicación, DataCamp es ideal para iniciarse en la ciencia de datos",5,1,38.3.1,2021-07-28 21:06:48,,,38.3.1,es
244,b1b1f69b-4f8f-46d5-a71d-6da1ff0b14c2,Cata Guzmán,https://play-lh.googleusercontent.com/a-/ACB-R5Qc3R87vOvK2HJrM1CSFor31iIn3igP3nNPGtPH,"Es una herramienta de aprendizaje excelente, se puede usar de forma muy sencilla",5,0,38.3.1,2021-07-28 19:00:24,,,38.3.1,es
245,e94d567b-d5c7-4aa9-a80c-bdbe26f1ae00,Laura Calafell,https://play-lh.googleusercontent.com/a/AGNmyxbU_vhYvgI1VITKHaQ_idvJzvkZzWO4IQCqN_2p=mo,Única pega que hay que pagar 30 euros mensuales de premium si quieres practicar más,4,0,38.2.0,2021-07-18 10:01:41,,,38.2.0,es
246,757eca9a-f7d9-4a69-a87f-08f4a648cfa3,Enrique Del Callejo Canal,https://play-lh.googleusercontent.com/a-/ACB-R5S71nWG2T0KTeLNgzPwZCJu2oBRJAjYfEqJFJpuTyQ,Gran aplicación de aprendizaje. En mi opinión la mejor que hay.,5,0,38.2.0,2021-07-18 00:39:33,,,38.2.0,es
248,c9e9ce76-6c85-472f-a753-361ffd070df2,Emmanuel Inoa,https://play-lh.googleusercontent.com/a-/ACB-R5R6U9uqb1OWb3M_-KW2nZZXuyfssmGCMR0EtGWWtg,"Excelente app, brinda una muy buena oportunidad de aprender",5,0,38.1.0,2021-07-09 21:48:31,,,38.1.0,es
249,303b7d3d-b6c3-4099-8c65-a38da0c2b3c8,Julio Torres,https://play-lh.googleusercontent.com/a-/ACB-R5QSwXeCnbvr1T2MJuOSJA8iDOZ_q6JBf-tiFgp2,"Produce errores constantemente. Se cierra la aplicacion, dice que no tiene acceso a internet, no funcionan los videos...!",1,2,38.1.0,2021-07-07 17:17:38,"Hello! If you can email support@datacamp.com with screenshots, as well as your app and device specifics, we'd be happy to troubleshoot.",2021-07-07 19:10:11,38.1.0,es
253,4c357c01-2696-43cb-9c20-be26c853c86d,Edgar Omar Hoyos Estrada,https://play-lh.googleusercontent.com/a-/ACB-R5Rrn6sFKlhmWyZdsEC7_rhLwHHP1OavCkXQFSxwA-0,Me encanta la plataforma y el contenido pero ciertamente no se encuentra todo disponible desde la app. Me gustaría que esta app pudiera ser un homólogo completo de la plataforma web.,4,15,37.0.0,2021-06-11 02:55:44,,,37.0.0,es
254,6fe62761-6c6e-4b4a-a21c-86bef6fc930b,Jorge Basurto,https://play-lh.googleusercontent.com/a/AGNmyxZ-e4tm_psapY-kc7-mHZ8TBN94B2CGgT2NzMDa=mo,Muy interesante forma de aprender programación,5,0,36.0.1,2021-06-05 19:15:11,,,36.0.1,es
258,d477057a-d499-49fe-aa61-cbc2794fb1e7,Gustavo Valera,https://play-lh.googleusercontent.com/a-/ACB-R5QzwOmFylj4Gm1sIUvHIeP3MnkgPQgPt38UGfIf,"Muy buena plataforma para aprender ciencia de datos. Las clases son 100 % prácticas, lo que acelera bastante el aprendizaje.",5,4,36.0.1,2021-05-31 19:43:32,,,36.0.1,es
263,779226f5-cf5e-4c7d-ac31-e4ec0217e483,Juan Alvarez,https://play-lh.googleusercontent.com/a-/ACB-R5SxfPFyH-1ICxEgufxtmil6nadszUW9G_9mQZ0d,Muy buena herramienta para quienes estamos iniciando en Python,5,0,,2021-05-17 13:49:08,,,,es
268,20c2168a-3922-4ee4-bc5d-b94664b38c7c,Gilberto E González,https://play-lh.googleusercontent.com/a-/ACB-R5R2JUAJvf_JYjTTbygmKtfgZEOhKgotruxDTWjmBGY,Es una excelente alternativa para Aprender de R e introducirse en las ciencias de la data,5,1,35.0.1,2021-04-29 02:49:00,,,35.0.1,es
269,986455f0-50c6-414a-a3a3-b1dbbb305597,Jose Ignacio Paguegui,https://play-lh.googleusercontent.com/a/AGNmyxYhIGUakv8MUkIxxtQ3BEQIt9uY2J-e4IhkgJn9=mo,Muy práctica!,5,0,35.0.1,2021-04-28 04:46:30,,,35.0.1,es
270,1151d239-2f64-4df6-8bcc-94672a84b9ef,Juan Miguel Bermudez Mieles,https://play-lh.googleusercontent.com/a-/ACB-R5Qu_nEbX8YHQJjOUM_OXUEJTN_l7No9jagbmHw37g,Muy buena interfaz y fácil aprendizaje. No he encontrado problema de usabilidad.,5,1,35.0.1,2021-04-27 04:08:58,,,35.0.1,es
272,9f76ddf7-951b-4cd1-9045-42dc01595625,Hector Sanchez Tejada,https://play-lh.googleusercontent.com/a-/ACB-R5SNWzYv8z518ZNDJuAQ_0wNe7Zm30qorsL6IExsKg,Buena experiencia. Videos cortos y concisos con mucha información que se pone en práctica enseguida.,5,0,35.0.0,2021-04-24 21:08:03,,,35.0.0,es
274,aef6cc62-755e-49db-b2b2-dd4c072d503c,Jose Luis Blanco Cantón,https://play-lh.googleusercontent.com/a-/ACB-R5RNwc4ozrApeDskv8G2et6N0puzNZsowqDD2HF71A,"Genial. En la app accedes a bastante contenido bien explicado y gratuito. Evidentemente tiene una opción de pago para acceder al resto, pero todavía no lo he probado.",5,0,32.0.2,2021-04-22 16:14:21,,,32.0.2,es
275,0b04d9f4-7c6a-4edc-918e-8de1d045b516,Juan Carlos Parra,https://play-lh.googleusercontent.com/a-/ACB-R5TCRRRHybPB0DnpBTgacXVZytUws6XZuuwZ_8sEzw,"Amo datacamp, también pago la suscripción anual, sin embargo a la app le falta mucho para ser como la página. De hecho prefiero estudiar desde el navegador de mi cel que desde la app. Tiene fallos que a veces se queda procesando el input del ejercicio y solo es posible continuar si hago un cierre forzoso de la app, los que me quita mucho tiempo. Pero amo datacamp.",5,6,35.0.0,2021-04-22 04:05:50,,,35.0.0,es
280,a2a44976-e5e9-46c0-a42d-03e5b5192097,Gustavo Navarro Lema,https://play-lh.googleusercontent.com/a-/ACB-R5QGk85rNJMqomJQNGKVZGFaslkkXgcSPkkyqdNgEw,DataCamp es la mejor plataforma para aprender data science. Me encanta el contenido; poco a poco vas aprendiendo habilidades que puedes ir aplicando en tus proyectos y trabajo 💯,5,0,32.0.2,2021-04-10 15:45:02,,,32.0.2,es
282,09575582-c9fb-4c17-8069-75eb3947d0dd,Luciano Matheu,https://play-lh.googleusercontent.com/a-/ACB-R5TLN3GErXP3Mkj_XQOwGoYXbVLFvTUwn_1KrlMt,"La enseñanza en cuanto al material disponible es muy buena, pero no es completa. En el track de Python falta el 80% del curso. Tengo contratado el servicio anual y desde esta app no puedo acceder a la totalidad del curso (como si se puede desde la web). Deberían incorporar todo lo disponible en la pagina web a esta app. Yo no tengo acceso a una computadora, por eso aprendo desde mi celular. Cambien eso por favor, que no puedo continuar con mi progreso en el track.",2,8,32.0.2,2021-04-07 13:43:01,"Thank you for the feedback, Luciano! If you'd like to email support@datacamp.com with images of your missing content, we'd be happy to take a look.",2021-04-07 15:22:36,32.0.2,es
286,70a74034-f642-4bcc-a1c4-215d2fc3680b,Luis Romani Navarro,https://play-lh.googleusercontent.com/a/AGNmyxYkCodUPAf27HwTwMdwCCyH5UF6L45jcFCpxRYy=mo,Realmente útil. Progresivo en el aprendizaje y muy fácil de usar. Consejos para cada situación.,5,2,32.0.2,2021-03-31 13:20:25,,,32.0.2,es
288,a206cab4-c4d8-422c-a6cd-98402024a689,Genaro Tavarez Lara,https://play-lh.googleusercontent.com/a-/ACB-R5SIsfNWnILMIj1ll36zUsc9KpTLONgMgVoBzEW8,Muy buena app para aprender código día a día,5,0,32.0.2,2021-03-25 13:48:49,,,32.0.2,es
290,01ab1fe7-88c1-4bab-857f-af2ddbed17a2,Jonathan Giron,https://play-lh.googleusercontent.com/a/AGNmyxYT3rJL6pBWEJ8pfsPKveG2gLBewmEfDM4eiNFN=mo,"Muy buena App, solo que cuando se despliega el teclado se pierde de vista el cursor por lo que hay que regresar y volver a presionar para escribir, pero aún así se merece las 5 estrellas!",5,1,31.1.4,2021-03-17 16:23:11,,,31.1.4,es
292,137913c0-751f-4818-a634-fe4df7016382,Francisco Canet,https://play-lh.googleusercontent.com/a/AGNmyxZab6jgrIlR25fYZY-AKOS1AFMfDAsEgK9DPSAo=mo,Muy buena plataforma para aprender a programar.,5,0,31.1.4,2021-03-13 10:29:37,,,31.1.4,es
296,7cb92654-b08d-416e-92d8-b7397aeec5aa,Sergio Pizana,https://play-lh.googleusercontent.com/a-/ACB-R5S3ucNiei0hpO-3uPSxpiJLuw5pX1lU4a9FR9l4dnQ,"Muy intuitiva y didáctica,",5,0,31.1.4,2021-03-03 07:24:56,,,31.1.4,es
297,ff2698e5-3754-4f63-a58b-dc2ef6759fff,Eduardo Ruiz Sanz,https://play-lh.googleusercontent.com/a-/ACB-R5Ro7HrRK4NpI4bvgnLontW3rirka8ca2hkkWL0T,"Perfecto, fácil y super útil",5,0,31.1.4,2021-03-01 14:19:16,,,31.1.4,es
