Unnamed: 0,date,content,rating,isEdited,userName,title,developerResponse,sentiment,matched_python,reviewId,userImage,review,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview,mentionedFeature,mentionedSynonyms
45268,2019-08-15 03:42:47,,5,,A Google user,,,POSITIVE,python,e8b61fd7-7876-4366-8b5b-bf13490bd293,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"this app help me lot by this app I able to learn languages such as HTML,c++, python and JavaScript. if you want to learn this languages then I suggest you download this app. this app have many things like lesson, quizzes,challenges and code generator platform by this you can make your own code one bad thing if you want to learn then you have to on your mobile data",0.0,2.5.5,,,app help lot app able learn languages htmlc python javascript want learn languages suggest download app app many things like lesson quizzeschallenges code generator platform make code one bad thing want learn mobile data,challenges,challeng
46592,2019-07-28 05:31:38,,4,,A Google user,,,POSITIVE,python,5bbb1f8e-a810-46fb-8677-28a0cd6be31a,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,its a wonderful application to help learn python specially the quizzes at the end of each module and the comments are really helpful. not giving full stars because of the useless ads that keep annoying..,0.0,2.5.5,,,wonderful application help learn python specially quizzes end module comments really helpful giving full stars useless ads keep annoying,boosters,special
47149,2019-07-20 22:01:26,,5,,A Google user,,,POSITIVE,python,6cf860f3-7dec-46f4-8e61-60de0390a161,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I am in learning mode of python.it gave a chance to aquire a knowledge.its very intresting than other challenging games because here we can challenge every member(1tolast and all over the world),0.0,2.5.5,,,learning mode pythonit gave chance aquire knowledgeits intresting challenging games challenge every member1tolast world,challenges,challeng
47621,2019-07-15 23:27:38,,5,,A Google user,,,POSITIVE,python,6df0c15e-28b3-4bed-aa8f-49cf780d239e,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best app for coding. I loved it very much it contains many challenges and questions.I found learning python to be very easy. This app can be much better if they provide a cheatsheet and summary for revision.Eventually it's an awesome experience.,0.0,2.5.5,,,best app coding loved much contains many challenges questionsi found learning python easy app much better provide cheatsheet summary revisioneventually awesome experience,challenges,challeng
47738,2019-07-14 03:45:53,,5,,A Google user,,,POSITIVE,python,6a1ddd5f-f7ca-44b6-a860-92f6abe3af68,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,These is good app for learning programming especially python for beginner it's good app,0.0,2.5.5,,,good app learning programming especially python beginner good app,boosters,special
48782,2019-06-29 02:33:03,,5,,A Google user,,,POSITIVE,python,d188d8fb-9730-4218-9a1f-f71d324f6025,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"excellent app to learn programming, specially python. Thanks to python community.",0.0,2.5.5,,,excellent app learn programming specially python thanks python community,boosters,special
49781,2019-06-13 18:20:56,,5,,A Google user,,,POSITIVE,python,df7cf6d0-019f-428f-a81e-83c17c878663,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excellent app for learning programming language... i personally learn java html python sql on this app thanks to soloLearn team,0.0,2.5.5,,,excellent app learning programming language personally learn java html python sql app thanks sololearn team,status quo sloth,person
50670,2019-05-31 10:03:41,,5,,A Google user,,,POSITIVE,python,eea23d5f-5e7a-434f-808a-2fce3a13f2c1,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best app to learn programming especially super best for python and c++. also good for java and javascript,0.0,2.5.5,,,best app learn programming especially super best python c also good java javascript,boosters,special
54952,2019-04-06 13:20:35,,5,,A Google user,,,POSITIVE,python,b5a961aa-6958-47d5-b41f-f0f10b79c1c0,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I have learned python on SoloLearn. I'll say this app has a very simple and straightforward way of explaining stuffs. Due to the interactive environment and different challenges,the user gets benefits.I guarantee that u'll never be dissatisfied. Waiting for what, c'mon INSTALL it Now !!!!",0.0,2.5.3,,,learned python sololearn ill say app simple straightforward way explaining stuffs due interactive environment different challengesthe user gets benefitsi guarantee ull never dissatisfied waiting cmon install,challenges,challeng
55622,2019-03-29 00:51:13,,4,,A Google user,,,POSITIVE,python,db517647-4c46-479c-92bb-2ddb20015205,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"(Review based on my experience with the Python module, other languages may vary.) Good overview of Python programming language in short lesson then quiz style. Well designed including live python interpreter. Plan to build some applications afterward if you want to really understand the language.",6.0,2.5.3,,,review based experience python module languages may vary good overview python programming language short lesson quiz style well designed including live python interpreter plan build applications afterward want really understand language,torture breaks,live
57342,2019-03-07 11:48:11,,5,,A Google user,,,POSITIVE,python,deec921d-0dc7-4da1-a037-3847aa6555e8,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very easy to learn a language, personally I learned html and css for a school project and it helped me out a lot. It was actually fun so I tried to learn python.",0.0,2.5.1,,,easy learn language personally learned html css school project helped lot actually fun tried learn python,status quo sloth,person
59020,2019-02-14 02:56:52,,5,,A Google user,,,POSITIVE,python,e7306db2-00b2-4598-b266-39b159656d2e,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this is the best app for learning programming languages I'm currently learning python so it delivers correct tutorials and programs and easier to learn as it is free..,0.0,2.5.1,,,best app learning programming languages im currently learning python delivers correct tutorials programs easier learn free,torture breaks,live
59475,2019-02-09 01:31:18,,5,,A Google user,,,POSITIVE,python,594f3a2b-7a30-4a13-928a-f4f086bb1bee,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"thanks for providing so many great courses, but i think it will be great if you guys add R course regarding trend of data science nowadays. i know you guys providing python that also can be used for data science, but i think R is interesting too, especially the data visualization part. anyway, keep up the great work, thanks.",0.0,2.5.1,,,thanks providing many great courses think great guys add r course regarding trend data science nowadays know guys providing python also used data science think r interesting especially data visualization part anyway keep great work thanks,boosters,special
69655,2018-09-06 11:19:18,,5,,A Google user,,,POSITIVE,python,731ac846-5644-4f43-84be-a74e0b53af37,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The app is great, i especially like the comment feature it helps a lot in clearing some concepts. The only thing which needs to improve is that this in python when you use help() many thing comes on screen and is very hard for a noon to understand maybe they could put a tutorial for it or something. Also solo learn should declare me as it's ambassador i love it so much that I keep promoting it all my class including teacher knows that I use solo learn.",4.0,2.3.1,,,app great especially like comment feature helps lot clearing concepts thing needs improve python use help many thing comes screen hard noon understand maybe could put tutorial something also solo learn declare ambassador love much keep promoting class including teacher knows use solo learn,boosters,special
71822,2018-08-10 08:20:06,,5,,A Google user,,,POSITIVE,python,85956e6e-8bb1-4f8b-b276-6e7ec1fed3df,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This is the best app so far I'm an accountant but now teaching myself 
python programming.. Wow",0.0,2.2.4,,,best app far im accountant teaching python programming wow,status quo sloth,account
72608,2018-07-31 11:31:34,,5,,A Google user,,,POSITIVE,python,be1e36a1-9ddd-4fc0-87d3-0f087acfca48,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"As a 14 yr old student studying c#, this app is amazing for me as it allows 
me to study and practice my skills in c# and python for free outside of 
school and over holidays! The comments are great and the daily challenges 
are fun Imo this is the best learning app ive tried",0.0,2.2.4,,,14 yr old student studying c app amazing allows study practice skills c python free outside school holidays comments great daily challenges fun imo best learning app ive tried,"daily streaks, challenges","daily challeng, challeng, daily challeng"
73838,2018-07-16 07:12:27,,4,,A Google user,,,POSITIVE,python,7c879069-ae21-4267-9287-453c97abea39,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Definitely useful for get a good foundation in the basics . Need to add 
more courses like data science with python pandas and machine learning in 
subjective and quiz . Quiz is the best part with challenging questions. 
Please add the above courses if possible . Thank you for good application",0.0,2.2.3,,,definitely useful get good foundation basics need add courses like data science python pandas machine learning subjective quiz quiz best part challenging questions please add courses possible thank good application,challenges,challeng
73921,2018-07-15 07:00:32,,5,,A Google user,,,POSITIVE,python,d62ab1ea-9ec0-4a65-8935-86ba8a7da1d1,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very Wonderful, Sololearn is a very nice app that can teach you many 
programming languages in amazing and enjoying manner,learn,see notes, 
practice,see output, accept challenges,do daily goals,take quizes,ask 
doubts and mnay more which is absolutely free.I salute to such app makers. 
Thank you So much for helping me learn C++ and python",0.0,2.2.4,,,wonderful sololearn nice app teach many programming languages amazing enjoying mannerlearnsee notes practicesee output accept challengesdo daily goalstake quizesask doubts mnay absolutely freei salute app makers thank much helping learn c python,challenges,challeng
74436,2018-07-09 05:55:29,,5,,A Google user,,,POSITIVE,python,0b0b4ae0-06b6-45ac-b9a0-ae185b6fcfb8,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awesome! This is not a rigged message. I'm a person and I legitimately love 
the app. See I'll say something stupid. Cheese has no place on a pizza. Why 
would an app developer go through the trouble of writing that. It's not 
even true. Obviously cheese goes great with pizza. There are other options 
but cheese is still a solid choice. Learning python and it feels good.",5.0,2.2.3,,,awesome rigged message im person legitimately love app see ill say something stupid cheese place pizza would app developer go trouble writing even true obviously cheese goes great pizza options cheese still solid choice learning python feels good,status quo sloth,person
78746,2018-05-21 04:23:29,,5,,A Google user,,,POSITIVE,python,b266f344-3b54-4855-a053-d623ba479327,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Really fun way to learn python via challenges,1.0,2.2,,,really fun way learn python via challenges,challenges,challeng
79652,2018-05-10 15:03:55,,5,,A Google user,,,POSITIVE,python,39212c84-b552-4fdd-a21b-c3d251ca03f0,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The best coding app on planet earth. I learnt python 3 from it and created 
a face recognition software for my laptop as a 14 years old boy.",0.0,2.1,,,best coding app planet earth learnt python 3 created face recognition software laptop 14 years old boy,crowning,recognit
81255,2018-04-22 05:22:58,,4,,A Google user,,,NEGATIVE,python,e3393545-41b5-48f7-a05f-2675a35cdbdf,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good but not excellent. For python, there is not enough examples per 
chapter, and the challenge section doesn't take in consideration what you 
know, the questions are not for beginners, mainly for experts by experts...",4.0,2.0.6,,,good excellent python enough examples per chapter challenge section doesnt take consideration know questions beginners mainly experts experts,challenges,challeng
81257,2018-04-22 05:19:51,,2,,A Google user,,,NEGATIVE,python,10db484c-23fd-4a89-893e-2259cd940873,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I'm locked out of the learn python app because a ""newer version is 
available"" , and I can't sign into this one. I'm only getting a sign in 
loop. Do I have to make a new account and start over from the beginning?",0.0,2.0.6,,,im locked learn python app newer version available cant sign one im getting sign loop make new account start beginning,status quo sloth,account
81664,2018-04-18 00:11:27,,5,,A Google user,,,POSITIVE,python,7484768c-403a-4a93-859e-df89698eae7f,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awesome app. This is the best one in town. I was a total noobie in python 
and due to SoloLearn's beginner friendly interface and learner's community 
I'm quite adept at python. And the code challenges are very helpful. Till 
now NO BUGS.",3.0,2.0.6,,,awesome app best one town total noobie python due sololearns beginner friendly interface learners community im quite adept python code challenges helpful till bugs,challenges,challeng
82676,2018-04-07 06:37:33,,5,,A Google user,,,POSITIVE,python,fbfd7be3-028e-4e7d-930d-7ded6c78dbef,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I'm stuck at home with two kids, still this app facilitated me to learn SQL, java, python! Newly added challenge feature makes the learners confident of their actual learning!",0.0,2.0.5,,,im stuck home two kids still app facilitated learn sql java python newly added challenge feature makes learners confident actual learning,challenges,challeng
88382,2018-02-06 09:48:18,,4,,A Google user,,,POSITIVE,python,2c6f1bf6-5e55-4a36-b907-04cc60aa4dfd,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,That's good for learning codings... But many things are to be improved in code playground(especially python3),1.0,,,,thats good learning codings many things improved code playgroundespecially python3,boosters,special
88831,2018-02-02 11:48:46,,5,,A Google user,,,POSITIVE,python,04f8dc63-7228-4a97-b847-fbe2b49f4a96,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Amazing platform to learn codings specially python.,0.0,2.0.1,,,amazing platform learn codings specially python,boosters,special
89896,2018-01-24 00:37:13,,5,,A Google user,,,POSITIVE,python,326e8f93-7c47-4f3d-a10a-1c5184e70488,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very good & help app. I completed many courses. I will say the content is precise but still complete most things. I especially like the python course. It's equivalent to reading any book on python. Looking forward to have many new courses on latest technologies like spark, Scala, pig etc. Good job guys. Really appreciate your efforts to create this learning app.",1.0,2.0.1,,,good help app completed many courses say content precise still complete things especially like python course equivalent reading book python looking forward many new courses latest technologies like spark scala pig etc good job guys really appreciate efforts create learning app,boosters,special
90133,2018-01-22 05:52:15,,5,,A Google user,,,POSITIVE,python,ad551360-68b2-4bce-8a7a-34bf6356bf0a,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Finding the python lessons very helpful especially the user comments after each lesson.,0.0,2.0.1,,,finding python lessons helpful especially user comments lesson,boosters,special
95890,2017-11-28 17:40:21,,5,,A Google user,,,POSITIVE,python,a3230152-5edf-4815-aa12-ada106146f12,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Don't write reviews normally but just had to for this; It really helps with my python programming and GCSEs the community on here is great and you receive a response to your question in around 15 mins! Amazing!!!! Easy to follow, and competitive on the challenge mode! Brilliant for first time coders and past coders looking to improve. I've NEVER learnt as much coding as I have on this, and it's completely FREE!!!",2.0,1.6.1,,,dont write reviews normally really helps python programming gcses community great receive response question around 15 mins amazing easy follow competitive challenge mode brilliant first time coders past coders looking improve ive never learnt much coding completely free,"strike habit/competition, challenges","challenge mod, challeng"
97126,2017-11-15 00:32:43,,5,,A Google user,,,NEGATIVE,python,83c18937-53ba-44b9-8138-b1157d25496e,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very enjoyable and user friendly way to learn the basics onward through advanced programming. Having said all this though, I've seen, both personally and from the community, that the swift and python lessons are lacking greatly in regard to clear explanation/instruction making it incredibly difficult to enjoy, nonetheless actually learn- just view the comment area in any of these lesson sections, you'll notice person after person leaving comments which express confusion in varying degrees, myself included... Its very discouraging to want to continue ""learning"" via sololearn when the way they provide assists so well in learning  other languages, yet for python and swift, myself and hundreds of others all of a sudden don't get it. Its obviously not just me, perhaps sololearn isn't adequate for ""teaching"" certain language",0.0,1.6.1,,,enjoyable user friendly way learn basics onward advanced programming said though ive seen personally community swift python lessons lacking greatly regard clear explanationinstruction making incredibly difficult enjoy nonetheless actually learn view comment area lesson sections youll notice person person leaving comments express confusion varying degrees included discouraging want continue learning via sololearn way provide assists well learning languages yet python swift hundreds others sudden dont get obviously perhaps sololearn isnt adequate teaching certain language,status quo sloth,person
100021,2017-10-16 10:16:13,,5,,A Google user,,,POSITIVE,python,a24551be-73b8-49a2-8dac-0ff0de0bfe9d,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great application! Especially the python course. Hoping for more advanced courses!,0.0,1.5.3,,,great application especially python course hoping advanced courses,boosters,special
101845,2017-09-28 14:22:02,,5,,A Google user,,,POSITIVE,python,bf6955cc-58c7-46e1-a3ea-a46c87342d95,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very much Addictive to learn. Much better than reading regular books or ebooks  especially  for learning  a new language  like python!!!,1.0,1.5.2,,,much addictive learn much better reading regular books ebooks especially learning new language like python,boosters,special
107000,2017-08-13 18:57:11,,5,,A Google user,,,POSITIVE,python,13e70470-3f30-4865-9cae-99526e96b750,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Enjoying it so far, although some of the wording could be difficult for absolute beginners to interpret, especially in the string section of the python module. Other than that I'm enjoying the all in one experience, and easy interface. :)",0.0,1.4.5,,,enjoying far although wording could difficult absolute beginners interpret especially string section python module im enjoying one experience easy interface,boosters,special
112155,2017-06-22 09:47:46,,5,,A Google user,,,POSITIVE,python,26a98e56-d3b4-4cf7-bd19-f2139174a57c,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Best of the code teaching app. I have installed and feeling very lucky.  It is not less than our course,all included it like comments ,post , modules etc. But the best is that it include challenges,leader board and much more. Explanation of python is best and interactive quizzes. ALSO it's badge idea is fantastic,it is mesmerising application for coding. It includes so many option and also I can ask,answer and do much more in this application.  Thank you so much{heartily} to all makers of this app.  Keep it up!",1.0,1.3.3,,,best code teaching app installed feeling lucky less courseall included like comments post modules etc best include challengesleader board much explanation python best interactive quizzes also badge idea fantasticit mesmerising application coding includes many option also askanswer much application thank muchheartily makers app keep,challenges,challeng
113299,2017-06-10 12:29:06,,5,,A Google user,,,POSITIVE,python,6f159449-1271-4744-8884-0d3d27785758,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app is amazing! It offers the perfect balance between theoretical knowledge and practical application. Best of all, with its challenges and forum, it's kind of addictive! I started out learning python, but soon found myself completing almost all the other courses.",0.0,1.3.3,,,app amazing offers perfect balance theoretical knowledge practical application best challenges forum kind addictive started learning python soon found completing almost courses,challenges,challeng
122327,2017-03-02 12:03:08,,5,,A Google user,,,POSITIVE,python,2079aebb-81ed-4531-90c4-1516ce59f91a,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It's the best way to learn python, there are no catches and the app is completely free with no ads. It is very fun and easy to learn python this way, there is also a website for this so you can code with the same account on different devices. There are very helpful forums, fun challenges, learning and the access to play other's games. You can learn to code in many languages as well. This is the best app to exist on the ground google play store! 11/10",7.0,1.1,,,best way learn python catches app completely free ads fun easy learn python way also website code account different devices helpful forums fun challenges learning access play others games learn code many languages well best app exist ground google play store 1110,"challenges, status quo sloth","challeng, account"
123098,2017-02-21 15:28:25,,4,,A Google user,,,NEGATIVE,python,91c043f6-101d-4ed9-9069-166f3f22d106,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good idea, but.. Code challenges are really stupid. Most of them (c# and python) are not about programming -  its about getting substring from index 13 to 17 (yes, stupid calculating chars by your finger), integer and decimal division, and prefix/postfix increment/decrement. Really? Also challenges are repeated very often. Two days and it became totally boring. Though lessons are pretty good.",0.0,1.0.2,,,good idea code challenges really stupid c python programming getting substring index 13 17 yes stupid calculating chars finger integer decimal division prefixpostfix incrementdecrement really also challenges repeated often two days became totally boring though lessons pretty good,challenges,challeng
125163,2017-01-29 07:01:16,,5,,A Google user,,,POSITIVE,python,357aa9c7-5970-429a-9fb3-c9a849f8cfd1,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mindblowing. Wow!! Its a great app for people who want to learn python from scratch & that too in a short span of time. U will easily finish one volume in a day if u can devote at most 1 hr every day. The basics r easy, but as u level up, u will take little more time, but that'll be fair. Cheers! Just go for it.",0.0,1.0.1,,,mindblowing wow great app people want learn python scratch short span time u easily finish one volume day u devote 1 hr every day basics r easy u level u take little time thatll fair cheers go,voting,vote
128793,2016-12-05 02:26:44,,5,,A Google user,,,POSITIVE,python,6df8594e-2bc8-40c9-b504-d64e4d2a1318,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Really very nice app for beginners who want to learn coding in a easy way but in challenging mode only Js and c# are there what about python, php and Java.",0.0,0.9.6,,,really nice app beginners want learn coding easy way challenging mode js c python php java,challenges,challeng
128910,2016-12-03 01:59:08,,5,,A Google user,,,POSITIVE,python,258276e3-5682-4ddd-832f-e47b0193a4cf,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It's an excellent app. It's like a combination of all the solo learn apps. Only one thing I request.. Could you please please please add other languages in the challenges section? I am looking at python personally. Right now there's only js and cp. Also, could you add Go Lang in the learning section? It would be awesome",8.0,0.9.6,,,excellent app like combination solo learn apps one thing request could please please please add languages challenges section looking python personally right theres js cp also could add go lang learning section would awesome,"challenges, status quo sloth","challeng, person"
129706,2016-11-18 07:43:14,,5,,A Google user,,,POSITIVE,python,ade7e93e-9c36-4309-9e26-906c39301007,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Can you add more challenge s.like python challenge or anu thing else,0.0,0.8,,,add challenge slike python challenge anu thing else,challenges,challeng
129839,2016-11-15 16:28:02,,5,,A Google user,,,NEGATIVE,python,a1a2c33c-c7b8-493b-a735-396f97772c4b,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Please add the option of challenges for java, c#, python...........................Also this app really need a chat...",0.0,0.9,,,please add option challenges java c pythonalso app really need chat,challenges,challeng
130048,2016-11-11 18:05:16,,5,,A Google user,,,POSITIVE,python,5ede378b-2281-49e9-a972-6653b8fe8bfa,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Solo learn apps is my best choise especially Learn Python. It is a small app that inspire me to learn coding in python from a scratch. Good work fellows and keep updating,0.0,0.8,,,solo learn apps best choise especially learn python small app inspire learn coding python scratch good work fellows keep updating,boosters,special
