Unnamed: 0,date,developerResponse,content,rating,isEdited,userName,title,sentiment,matched_python,reviewId,userImage,review,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,standardizedReview,mentionedFeature,mentionedSynonyms
37733,2020-09-04 04:50:32,,,3,,Richard Allen,,NEGATIVE,python,dfa28fbe-3ce1-476e-80a3-9ae24a36533b,https://play-lh.googleusercontent.com/a-/ACB-R5QT-GZ9w5F1LiFDmWAEDPLAGReUOt_Les3TWuhqXf4,"Very buggy interface. Characters that disappear or get overwritten, cursor often jumps back to the start of the line. Often won't accept exclamation from the keyboard, need to use the special mimo character keyboard. Often tells me I'm offline when I have full bar 4G connection. Just done the python course so far, quite a few errors in the content and questions. The last lesson on classes is full of mistakes. Overall a good learning app but needs a lot of work resolving bugs content errors",47.0,2.34,,,buggy interface characters disappear get overwritten cursor often jumps back start line often wont accept exclamation keyboard need use special mimo character keyboard often tells im offline full bar 4g connection done python course far quite errors content questions last lesson classes full mistakes overall good learning app needs lot work resolving bugs content errors,boosters,special
38275,2020-08-31 20:50:59,,,5,,Fab Ford,,POSITIVE,python,44b95689-a984-4fd1-9494-d6415a98d29e,https://play-lh.googleusercontent.com/a-/ACB-R5Sue6JvI6TJtmdpqEl9FGSnRQnPjjHNQkESV-0SS8M,"More fun than I imagined, especially using this when away from my computer while I am currently learning Python. Good enough for me to pay for the subscription. Btw, I did notice a few errors in python comparison section, I still love the app. The errors were, one of the print outputs was incorrect and gave output of a previous lesson. Also there was a misspelling of number, it displayed ""umber"" in app.",60.0,2.33.2,,,fun imagined especially using away computer currently learning python good enough pay subscription btw notice errors python comparison section still love app errors one print outputs incorrect gave output previous lesson also misspelling number displayed umber app,boosters,special
38786,2020-08-28 05:25:23,,,5,,26 Mochammad Ilham Ramadhan,,POSITIVE,python,64f965ae-2d99-47de-85ca-d39ae95d4a67,https://play-lh.googleusercontent.com/a-/ACB-R5To7jsjEWyIcelqOa5Jdc0u8D8GeNDHVZWWMIThMQ,Good app for learning programing Especially dor beginners who want to mastering C++/python. Good app.,1.0,2.33.1,,,good app learning programing especially dor beginners want mastering cpython good app,boosters,special
40628,2020-08-13 19:27:39,,,2,,Michael Kesy,,NEGATIVE,python,0c758cd3-f6fe-4f95-a895-195fc42719a0,https://play-lh.googleusercontent.com/a-/ACB-R5Qi8CZkZWGGnwVRuPBskp43D0q0OypxvxbqIW54,Fantastic app if all you want is to practice some basic python or web development; everything else is lacking and behind a huge paywall.,0.0,,,,fantastic app want practice basic python web development everything else lacking behind huge paywall,torture breaks,paywal
42345,2020-07-29 05:45:10,,,5,,Amitesh Mishra,,POSITIVE,python,05d6f082-2ccf-4bfb-b438-6377d6bd29a1,https://play-lh.googleusercontent.com/a-/ACB-R5QS_zuIe55m63nDNfTOMnshHUq7HwkRI6fkNAKsWQ,Best app to learn python. Make sure you make note of what you learn. Happy coding to everyone. My special thanks to team MIMO to provide such a nice platform for learning.,1.0,2.29,,,best app learn python make sure make note learn happy coding everyone special thanks team mimo provide nice platform learning,boosters,special
44132,2020-07-11 01:51:06,,,5,,TA GAMING,,POSITIVE,python,3e9d1399-0cdf-4920-b388-2ca344e021a4,https://play-lh.googleusercontent.com/a-/ACB-R5Q4E9wxDk6kKl_bYTIuIv9LZ442uIuUzxlcwxzM5A,This app is like my personal teacher.. Its so amazing! I love the features and the themes and the way of teaching is really unexpected and overall the app is really great i recommend this to every new student who wants to learn python 🙂,0.0,2.26.1,,,app like personal teacher amazing love features themes way teaching really unexpected overall app really great recommend every new student wants learn python,status quo sloth,person
44598,2020-07-06 12:38:18,,,5,,Elijah Davis,,POSITIVE,python,c746bce3-d271-46b3-96cc-a7caf185762c,https://play-lh.googleusercontent.com/a-/ACB-R5Ttt2rpw1kDVqVNOKIIZngfYWDeG40JSy0mcX1c5w,This app is amazing to me you learn HTML CSS and JavaScript and you can do extra things to like learning about a.i and programming and inernet and network and challenges and python,0.0,2.26.1,,,app amazing learn html css javascript extra things like learning ai programming inernet network challenges python,challenges,challeng
63306,2019-10-01 19:12:25,,,1,,A Google user,,NEGATIVE,python,ed0687e2-5485-47c4-baba-48cec690d921,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Not free at all! Everything is locked behind a paywall. The app asked for my knowledge level and what course i wanted. I selected the highest proficiency available and the python course. There was one free extremely short ""lesson"" explaining print(), not even printing variables. Just a string.",20.0,2.0.2,,,free everything locked behind paywall app asked knowledge level course wanted selected highest proficiency available python course one free extremely short lesson explaining print even printing variables string,torture breaks,paywal
67668,2019-07-12 00:11:39,,,1,,A Google user,,NEGATIVE,python,2b39a18d-c10f-449c-a5c3-028854c987fb,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I downloaded this app in hopes that I could start learning on my mobile device, while im on the ferry, bus or train or even on lunch break at times. I went through the greeting tutorial on how the app works, then went on with the python course. I liked how it started taking me step by step and i was feeling that I was going to learn something. Well after 2 questions I got smacked with a Paywall to pay a very expensive monthly or yearly fee. People are better off with FreeCodeCamp. I uninstalled",8.0,1.5.6,,,downloaded app hopes could start learning mobile device im ferry bus train even lunch break times went greeting tutorial app works went python course liked started taking step step feeling going learn something well 2 questions got smacked paywall pay expensive monthly yearly fee people better freecodecamp uninstalled,torture breaks,paywal
67681,2019-07-11 18:05:21,,,5,,A Google user,,POSITIVE,python,f601f4d2-d157-4869-97e4-92a7640997c3,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've learned coding easily and perfectly by Mimo, thank you guys, keep it up, and please add python challenge in the next update🙏",0.0,,,,ive learned coding easily perfectly mimo thank guys keep please add python challenge next update,challenges,challeng
70933,2019-05-05 16:05:57,,,4,,A Google user,,NEGATIVE,python,d96c4c21-8942-40b6-9751-2784fc2192e7,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,please add more content on ansible python automation . please add python in earn certificate and in daily challenge . please add projects and new chapter in python i have buy for python but i think that it has very low study material in python . please update,0.0,1.5.2,,,please add content ansible python automation please add python earn certificate daily challenge please add projects new chapter python buy python think low study material python please update,"daily streaks, challenges","daily challeng, challeng, daily challeng"
83879,2018-08-26 05:51:05,,,5,,A Google user,,POSITIVE,python,a40bb294-5dd1-43d8-a5ac-70b3aab9fedf,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app is amazing and very simple for beginners specially python,0.0,1.0.10,,,app amazing simple beginners specially python,boosters,special
