Unnamed: 0,reviewId,userName,userImage,review,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,standardizedReview,mentionedFeature,mentionedSynonyms
1715,4cd5a20a-4eae-4b88-8589-ff2d88be4595,R Kanike,https://play-lh.googleusercontent.com/a-/ACB-R5Qx6Y5nxx-ivDt4LbdHn-G8HUQ597-FsWWOrG32pQ,Unable to login with existing Gmail account. I have been using datacamp website since 3 years. Yesterday itself I purchased a plan. Today when I try to login with my Gmail I'm not able to login into the mobile application. Please resolve the issue soon.,5,4,45.2.1,2022-02-04 11:35:05,"Hello! If you'd like to email support@datacamp.com with the email of your DataCamp account, we would be happy to take a look right away.

Thanks!",2022-02-04 11:27:15,NEGATIVE,unable login existing gmail account using datacamp website since 3 years yesterday purchased plan today try login gmail im able login mobile application please resolve issue soon,status quo sloth,account
1752,3d2e1cca-8ca2-4bfc-8591-5a4fec61a1ed,Daniel Clark,https://play-lh.googleusercontent.com/a/AGNmyxZa15CudEgbKdp1dYkF1gjp-RkjoStVYCQzdO2b=mo,"Great platform to learn any aspect of coding you could want. Especially for the Ruby, Python and SQL languages.",5,0,45.2.1,2022-01-26 09:26:56,,,POSITIVE,great platform learn aspect coding could want especially ruby python sql languages,boosters,special
1758,18ada0e6-ad0b-4ebb-a8e8-a63deccdfe47,Kurt Wolter,https://play-lh.googleusercontent.com/a-/ACB-R5RhCllUT0UMNBwpld63mxmMpWxD3dvOmXd6vx59E3Y,So far I find the app to be very easy to use. It delivers the content in a very similar manner as the desktop/browser base version.,5,0,45.2.1,2022-01-23 08:15:05,,,POSITIVE,far find app easy use delivers content similar manner desktopbrowser base version,torture breaks,live
1767,8a368d9c-81c3-4f85-a7e4-b391ae924b5c,David Bankson,https://play-lh.googleusercontent.com/a-/ACB-R5QA39IVyepYsvQq9k9OhCebE3dZ7EM41vobT_daMA,"If you have issues typing into the coding environment, get a Bluetooth keyboard and install an app that gives you no keyboard on screen, then select that app as your keyboard, bam, everything types fine. I just wish all of courses could be accessed in the app with my pro account. There's a lot of potential with this app if they decide to expand upon its features.",5,12,45.2.1,2022-01-20 16:32:26,,,POSITIVE,issues typing coding environment get bluetooth keyboard install app gives keyboard screen select app keyboard bam everything types fine wish courses could accessed app pro account theres lot potential app decide expand upon features,status quo sloth,account
1773,0bb8b873-2aa2-45d2-89b8-40b9490fc487,Kenneth Palma,https://play-lh.googleusercontent.com/a-/ACB-R5Qm96bOhwI9E4MlXTp7OsofqHb-v_a04Zfp8Ew,Great for anyone (like me) who isn't sure what path they want to take. Especially when exploring a new career. Also has certifications for certain career paths.,5,0,45.2.1,2022-01-17 10:23:53,,,POSITIVE,great anyone like isnt sure path want take especially exploring new career also certifications certain career paths,boosters,special
1892,2b48e7a1-e6ee-4021-9129-38b926c448b0,Utin Ime,https://play-lh.googleusercontent.com/a/AGNmyxZtARe0w1mRqt87vCueAfpp66TurES_YsQOol0h=mo,"The app is quite user friendly, makes python learning easy, I always look forward to my daily challenge",5,3,42.0.1,2021-12-19 06:32:08,,,POSITIVE,app quite user friendly makes python learning easy always look forward daily challenge,"daily streaks, challenges","daily challeng, challeng, daily challeng"
1949,f3210446-ee65-481c-9a8d-b9193cf6ab7d,Suhaib Osmani,https://play-lh.googleusercontent.com/a-/ACB-R5Ta7U-7Dv8eX6o3pqGhXVdBFhLwHHgiWX83Ier6pQ,"It's an amazing app that lets me learn an entire programming language with an expert-made course entirely for free. The videos are built-in for convenience, and the exercises are challenging enough for me to understand new concepts without being too difficult to be demotivating. Tl;dr It's a baller way to learn programming languages with daily practice.",5,10,,2021-12-04 03:38:04,,,POSITIVE,amazing app lets learn entire programming language expertmade course entirely free videos builtin convenience exercises challenging enough understand new concepts without difficult demotivating tldr baller way learn programming languages daily practice,challenges,challeng
1992,16efe6dd-b5b4-497a-b4dc-5c62cd8f78a8,nadav golber,https://play-lh.googleusercontent.com/a/AGNmyxaSJqPiUxuS8qPkmWGJWs3qeWd8mGGFt91QV5Qy=mo,"I have paid for a yearly expert membership. The mobile app keeps crashing every second query I submit! There is no customer support. I totally regret joining data camp, and strongly advise you to think twice before paying.",1,3,44.0.1,2021-11-26 15:25:18,"Hi Nadav,
We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.
Could you kindly reach out to our Support Team via email at support@datacamp.com? We are looking forward to hearing from you!",2021-11-29 05:20:16,NEGATIVE,paid yearly expert membership mobile app keeps crashing every second query submit customer support totally regret joining data camp strongly advise think twice paying,status quo sloth,custom
2038,282e0f7b-c375-45af-9624-695728271a46,xDaigoGamer,https://play-lh.googleusercontent.com/a-/ACB-R5R4ndB7YSpggk6yI55V6IMUi4iegdPUNhBxaGFVrQ,"Frigging marvelous, really easy to understand the Explanations they give, fun activities, the timer of the non premium accounts make a good system, so that you don't overload your brain with info. 10/10",5,0,42.0.1,2021-11-16 10:39:52,,,POSITIVE,frigging marvelous really easy understand explanations give fun activities timer non premium accounts make good system dont overload brain info 1010,status quo sloth,account
2068,d5e5a833-2270-4da8-92c6-80a09d99c322,Hennury William,https://play-lh.googleusercontent.com/a-/ACB-R5Q_v4lq0G5nSleyKQ1Mse6QnXqRK8kqlPw6nzkuhA,Very happy for the mode of delivery of knowledge,5,0,42.0.0,2021-11-13 13:05:35,,,POSITIVE,happy mode delivery knowledge,torture breaks,live
2111,cfee9c1f-08df-4592-aa61-06bcf4bc9620,Queen Alu,https://play-lh.googleusercontent.com/a/AGNmyxZJNCFHfSQdDq2kgxyrnOVd5mskxzO1TcyiRsO5=mo,"DataCamp is one of the best resources for learning data science. The lessons are project based and structured in a way that makes one learn by doing. The XPs, certificate of accomplishment and Leaderboard, all spur one to strive harder. I have been using my PC to learn but I tried the app just yesterday. I must say the app closely mirrors the PC experience. I was able to complete my ongoing course on the mobile app and get my certificate of accomplishment.",5,22,41.2.0,2021-11-07 07:45:29,,,POSITIVE,datacamp one best resources learning data science lessons project based structured way makes one learn xps certificate accomplishment leaderboard spur one strive harder using pc learn tried app yesterday must say app closely mirrors pc experience able complete ongoing course mobile app get certificate accomplishment,"leaderboard/competition, status quo sloth","leaderboard, leaderboard"
2119,390fccde-db2a-4334-b5c2-fba379a9384c,Sedrick Lewis,https://play-lh.googleusercontent.com/a/AGNmyxYq1TSOzzam6_zQcMaLyXMe8mPY_wkUohykGFLR=mo,I appreciate the short lessons. It builds a confidence to learn the material. The interactive activities reinforces and challenge my comprehension of the information. I am excited 😊 to continue the learning experience. Thus far the value overall is the best I have had with a educational subscription service.,5,12,42.0.0,2021-11-06 08:11:05,,,POSITIVE,appreciate short lessons builds confidence learn material interactive activities reinforces challenge comprehension information excited continue learning experience thus far value overall best educational subscription service,challenges,challeng
2140,5b2cbced-56ba-455d-b7aa-8cc279c14534,Dmitry Korablev,https://play-lh.googleusercontent.com/a/AGNmyxa-rifH-_N7QPplvaXUvlMrrY0ESbTTZ3geA4_6=mo,Why I cannot create an account!?,1,0,42.0.0,2021-11-03 03:59:19,"Hi Dmitry,
We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.
Could you kindly reach out to our Support Team via email at support@datacamp.com? We are looking forward to hearing from you!",2021-11-03 05:08:11,NEGATIVE,cannot create account,status quo sloth,account
2150,572909fb-6095-4c2a-bd5d-9813d2444c60,Chris Frutchey,https://play-lh.googleusercontent.com/a-/ACB-R5SffGXaPKVpVORo2j7W7KyDUlpVQSUWvJZW_dC_,"It's useful as a educational tool and they're very helpful, both the lectures and challenges. However the short blurbs as advertised are very easy to forget to do. With minimal reminders to return. Think of it like a gym membership, you can pay for it but that still means you have to go actually remember to work out",4,32,42.0.0,2021-11-02 09:07:35,,,NEGATIVE,useful educational tool theyre helpful lectures challenges however short blurbs advertised easy forget minimal reminders return think like gym membership pay still means go actually remember work,challenges,challeng
2219,d13b52e9-aad2-4e2b-a400-854b1ff4ebc0,Fede Peroni,https://play-lh.googleusercontent.com/a/AGNmyxbT-ESdKoRHuBMof6ZppIUHrnRHkRCCfrW6_RLa=mo,Can't sign in with my Facebook account,1,0,41.2.0,2021-10-23 07:31:14,"Hey There,

Thanks for reaching out! My name is Ibo from the DataCamp Support team, and I’d be happy to assist.

You can go directly to the website datacamp.com and log in using your credentials.

Please let me know if you have further concerns or questions. Thank you and keep safe!",2021-10-24 16:30:55,NEGATIVE,cant sign facebook account,status quo sloth,account
2232,47f33583-984f-420f-ae9e-a975e8396927,mai jama'a karaye,https://play-lh.googleusercontent.com/a-/ACB-R5Tmrlk-AxWlw4bbHBWs3-hZa4KjzuguP_PyIExs,"I really appreciate this app, it is very useful especially to those who want learn data analysis",5,1,41.1.0,2021-10-21 04:33:26,,,POSITIVE,really appreciate app useful especially want learn data analysis,boosters,special
2359,cf441199-570d-4517-80c9-750eeb47407f,Shreya Tiwary,https://play-lh.googleusercontent.com/a-/ACB-R5TXzWKkkwdFoEFAvw44FxqKd8frxR7ThIQ4I84t_Q,There are no ads. Contents are so customised and it's fun learning from this app. Surely give it a try. It's worthy,5,3,41.1.0,2021-09-29 23:45:52,,,POSITIVE,ads contents customised fun learning app surely give try worthy,status quo sloth,custom
2400,6927f672-6021-4be1-b857-2afc22d9994d,Jumoke Ayeni,https://play-lh.googleusercontent.com/a/AGNmyxZtaLOxnwp6S-6wJ6rgIXR58ayjDpJArG8gdxMH=mo,Amazing Educational app for anyone who wants to learn coding on the go. I am currently having a fantastic time learning Python for Data Science. The daily reminder to continue my lessons makes it easier for me to stay committed. Thank you DayaCamp,5,0,,2021-09-23 10:41:13,,,POSITIVE,amazing educational app anyone wants learn coding go currently fantastic time learning python data science daily reminder continue lessons makes easier stay committed thank dayacamp,daily streaks,daily remind
2404,c258377c-52a4-4712-8be0-41f0f204b0aa,Samadrito Mukherjee,https://play-lh.googleusercontent.com/a/AGNmyxbonaJLEUR9EYcbkXQPy9BD6Z0rbhHY74egRwfp=mo,"Helpful in many ways, especially the approach that they take is absolutely brilliant, we learn by implimenting and doing things over here that makes you more equipt and the projects will cover you up on the whole to get the entire learning sorted, Thank You Datacamp...",5,2,41.1.0,2021-09-22 23:02:01,,,POSITIVE,helpful many ways especially approach take absolutely brilliant learn implimenting things makes equipt projects cover whole get entire learning sorted thank datacamp,boosters,special
2420,6996614d-b7a6-4ce3-bf85-751c2ae281c7,Jacq Blaq,https://play-lh.googleusercontent.com/a-/ACB-R5TE8cVULQd3dUxh50-hu1a2zr-RMCkyqvZD7iKnVQ,"Really enjoying this, I paid for the premium version while it was on special and have already learnt so much.",5,1,41.1.0,2021-09-18 19:58:37,,,POSITIVE,really enjoying paid premium version special already learnt much,boosters,special
2488,a0ec36f3-1864-40d7-8fef-cbd4c30d4fee,SHARPCLAW007,https://play-lh.googleusercontent.com/a-/ACB-R5QnIL2BzynlCTPmawD1U3u0WKZEwpJYR43rZAEv,"Awesome app, really helpful and delivers as pomised. Just Amazing, A must have 🔥🔥",5,0,40.0.1,2021-09-09 01:42:10,,,POSITIVE,awesome app really helpful delivers pomised amazing must,torture breaks,live
2490,30a8ba45-0dbb-4285-8b5f-c10b781ab6d6,Ahmed Kazi,https://play-lh.googleusercontent.com/a/AGNmyxaDYaMgqE6jk9RQquQbS_OlvCXPQLKFrAcrd3Gf=mo,The app is so user friendly and explains the concept very simply. Special thanks to the developing team.,5,1,40.0.1,2021-09-08 15:52:05,,,POSITIVE,app user friendly explains concept simply special thanks developing team,boosters,special
2544,617062de-4aa9-4c2e-adc9-a562adefa3e5,Grace Chukwurah,https://play-lh.googleusercontent.com/a-/ACB-R5RFcoWNbUs6TjRQ3CrdAuUjVCM4LRYzP1_N_p3mbA,"I live the app so far, great work datacamp",4,0,40.0.1,2021-09-03 03:10:56,,,POSITIVE,live app far great work datacamp,torture breaks,live
2627,40379f96-981e-46b1-b7da-4ba682194f8b,Zia Ulhaq,https://play-lh.googleusercontent.com/a-/ACB-R5QrVuimxK-jc1YoLJ87pEOtkn7VbZek348EPvuSHxE,"amazing apps, I love the content. it helps me learning during stay at home. I would to have free access for my personal learnign.",5,2,40.0.0,2021-08-26 07:03:46,,,POSITIVE,amazing apps love content helps learning stay home would free access personal learnign,status quo sloth,person
2634,252cf44a-aaf1-4771-a939-befa4d0465b1,Aman Mishra,https://play-lh.googleusercontent.com/a/AGNmyxaYOsBvfbkTnu9kzsg4FH9aTYi2O6LeVWM6CK-O=mo,It should have more exercises and interactive challenges to explore and learn,4,0,39.0.1,2021-08-25 14:18:02,,,NEGATIVE,exercises interactive challenges explore learn,challenges,challeng
2719,4f6c402e-b2a2-410e-ba76-cbfb00bc7fbf,Serena Wong,https://play-lh.googleusercontent.com/a-/ACB-R5S3Hprd2eCdeO9qcnwGjRuyEWWHt0GgIFLAOi6l6w,"User-friendly, handy app to have to learn and practice programs. Well-structured lessons with practice challenges to refresh the memory. Great for those who love to learn on the mobile. Daily challenges are a way to refresh the memory and practise.",5,8,24.0.0,2021-08-14 21:42:04,,,POSITIVE,userfriendly handy app learn practice programs wellstructured lessons practice challenges refresh memory great love learn mobile daily challenges way refresh memory practise,"daily streaks, challenges","daily challeng, challeng, daily challeng"
2867,02767c71-a591-4c5a-b2d1-ff14c99ed68b,Simon S.,https://play-lh.googleusercontent.com/a/AGNmyxYKWyyunVpe8SS0dCBeUNNc5xw3rZ67PD991a1m=mo,"Used to be a great companion app if you have a subscription. Limited usefulness with a free account. Unfortunately over the years the app has significantly declined in both speed and usability. The long loading times make the app virtually worthless these days. You wait longer before you can start practice than you spend on practicing. And this doesn't just happen at loading time, it happens everytime you change to another practice. For a company teaching people programming this is embarrassing.",1,185,38.3.1,2021-07-23 14:06:06,,,NEGATIVE,used great companion app subscription limited usefulness free account unfortunately years app significantly declined speed usability long loading times make app virtually worthless days wait longer start practice spend practicing doesnt happen loading time happens everytime change another practice company teaching people programming embarrassing,status quo sloth,account
2899,00147cd6-b578-4607-a3aa-e356324ddc53,Emmanuel Adjei,https://play-lh.googleusercontent.com/a/AGNmyxYkuqusWJlRSv91psec4huilzme1j7XENDhbKd3=mo,"It's a great app... but I think the daily streak shouldn't be one..it should be greater than one..but aside that, I really love the app..",3,1,38.1.0,2021-07-18 07:26:47,"Thanks for your feedback! I'm Ibo from DataCamp Support Team and it is incredibly helpful for us to hear from you. I will pass your feedback to the team.

If you have any questions, just let us know and we'll be happy to help. Stay safe!
",2021-07-18 16:12:17,POSITIVE,great app think daily streak shouldnt oneit greater onebut aside really love app,daily streaks,daily streak
2953,5947b7f3-462a-4543-b140-5bcc1741c341,Zedrick Salupito (Koffee),https://play-lh.googleusercontent.com/a-/ACB-R5TlcsLLysC8HOuM2feFCrotONDKAtB4WX4v1ns0Mg,It's really amazing and understandable. For as long as a person is literate it is simple if you doing coding. I appreciate the support from this app.,5,2,38.1.0,2021-07-07 09:29:37,,,POSITIVE,really amazing understandable long person literate simple coding appreciate support app,status quo sloth,person
2971,1147a21b-7df1-4305-9ea3-39d63480d451,Joseph Kopecky,https://play-lh.googleusercontent.com/a-/ACB-R5ScVyNkONg2ub6sWpLdqHrUKAmaSSTfRHwqlRnlLA,"I think that this would be a great way of teaching python, but unless you are willing to pay money, you have to wait 4 and a half hours in between lessons. I personally do not like this and so I am rating this 2 stars.",2,1,,2021-07-04 20:41:29,,,NEGATIVE,think would great way teaching python unless willing pay money wait 4 half hours lessons personally like rating 2 stars,status quo sloth,person
2989,47600640-a2e1-47ec-a2b4-401d55d4b8d7,Perrie Alvarado-Suhr,https://play-lh.googleusercontent.com/a/AGNmyxaJB70UzLx2xPWGaD4R6GtQj3G6-_47Xcz1qOJL=mo,"It's intuitive and fun. It's short and succinct, perfect for learning on the go. I especially love the practice... keeps me on top of what I'm learning.",5,3,38.1.0,2021-07-01 21:36:14,,,POSITIVE,intuitive fun short succinct perfect learning go especially love practice keeps top im learning,boosters,special
3007,9b3d7d30-0da9-4a23-b084-13f1ea77c5e2,Salisu Mohammed,https://play-lh.googleusercontent.com/a-/ACB-R5RdzxIvMwVYVcgcpaBCYyvehfy6wtIyRnjO5zdfMw,The lessons are simple to understand and also gives a challenging practical workout.,4,0,38.0.0,2021-06-28 19:08:08,,,POSITIVE,lessons simple understand also gives challenging practical workout,challenges,challeng
3082,c0852b4e-e689-4da4-a4be-031111a5db62,Micarl Major,https://play-lh.googleusercontent.com/a/AGNmyxY4E-nZUC4H6epoF2a3IS-BvykFPoR3y4jP-WWc=mo,I'm not able to log into this app nor create a new account,1,0,,2021-06-14 12:13:58,Thank you for letting us know! Can you email support@datacamp.com? We'd be happy to investigate your login issues.,2021-06-14 14:46:37,NEGATIVE,im able log app create new account,status quo sloth,account
3090,7de7a91f-e803-4a42-a926-336b1796efd9,Muzakkir Mohamad,https://play-lh.googleusercontent.com/a/AGNmyxahMSJGVvGCnet9EattpzJCMJN2l7ER7hl55TZ2=mo,It's a SCAM! I tried to enroll for a monthly Standard Plan. It stated that the monthly price is $15 but I was charged $30! The customer support team is taking forever to resolve the issue. Yet to get any response.,1,23,37.0.0,2021-06-12 19:55:36,"Hi Muzakkir,
We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.
Could you kindly reach out to our Support Team via email at support@datacamp.com? We are looking forward to hearing from you!",2021-06-14 03:14:55,NEGATIVE,scam tried enroll monthly standard plan stated monthly price 15 charged 30 customer support team taking forever resolve issue yet get response,status quo sloth,custom
3161,37feb7ab-080b-4146-88ab-3011511239c4,Ateeb Jawwad Pathan,https://play-lh.googleusercontent.com/a/AGNmyxbWAKv8_463rWP9BHTong2y2JkJcVrtWMJfQhsI0g=mo,Not able to create an account,1,0,36.0.1,2021-06-04 00:04:51,"Hi Ateeb,
We're sorry to hear of the experience you're encountering and will certainly further look into this to provide the best resolution for you.
Could you please reach out to support@datacamp.com?",2021-06-04 01:20:38,NEGATIVE,able create account,status quo sloth,account
3183,5ab6fdb2-3cb4-467d-8b5f-88da337f456b,Qasim Rind,https://play-lh.googleusercontent.com/a-/ACB-R5RYQtlcl_hlIY1RHUjf27AY43hjx5FKhYzt6z5Mww,"In the Data science, honestly this app is too good, they have such a mature method of delivering the knowledge.....",5,0,36.0.1,2021-05-31 16:35:07,,,POSITIVE,data science honestly app good mature method delivering knowledge,torture breaks,live
3192,dd2bcca9-dd76-48ef-ae74-9b35859a31af,Sri Sonu,https://play-lh.googleusercontent.com/a-/ACB-R5T7BTy1ZMPDP6yTNjPhqBfo-AgqYDakVKYf_z8uUg,"Pathetic app, doesnt unlock the lesson automatically in time... App maker would be an idiot who wants to keep a person on screen for whole day even if he is not learning anything..prob is i can wait for 24 hrs also for one lesson but it doesnt automatically unlocks unless i shall keep count downtimer on the screen for the same time... May be a glitch in screen time /countdown time. If you are so commercial than why do you say its for free...",1,18,36.0.1,2021-05-30 15:03:04,"Hi there,

Thank you for contacting Datacamp and for the feedback. we are very sorry for the inconvenience this may cause to you. if you have other concerns or request. Kindly send an email to support@datacamp.com. Stay safe!",2021-05-31 14:51:41,NEGATIVE,pathetic app doesnt unlock lesson automatically time app maker would idiot wants keep person screen whole day even learning anythingprob wait 24 hrs also one lesson doesnt automatically unlocks unless shall keep count downtimer screen time may glitch screen time countdown time commercial say free,"last mile drive, status quo sloth","countdown tim, person"
3310,1cd24365-ca16-4580-bfaf-699a46d1045d,Frank Salazar,https://play-lh.googleusercontent.com/a/AGNmyxZgD5baoQeabLEyJujgKG5jKx1nqyaA4a-I_-3K=mo,"This app makes it really easy to learn various coding languages (Python and SQL in my case). I've only been using the app a short while, but I really feel like I'm growing my knowledge and the bite sized lessons make it easy to stay accountable while not burning out.",5,13,35.0.1,2021-05-06 14:52:44,,,POSITIVE,app makes really easy learn various coding languages python sql case ive using app short really feel like im growing knowledge bite sized lessons make easy stay accountable burning,status quo sloth,account
3337,baf5f258-7a5d-4829-960d-7e5a5a1be8c6,Eugene L,https://play-lh.googleusercontent.com/a/AGNmyxYPFGW1eWuF1CZoKzGYc_WQnZfL4z7ZHMYYkd9z=mo,DaraCamp changed my life in a special way! 🎆🎉🎊☀️🤓,5,0,35.0.1,2021-05-03 03:29:04,,,POSITIVE,daracamp changed life special way,boosters,special
3358,62ca6b5c-7575-403a-9418-010e168d46ed,Timmy Oyebade,https://play-lh.googleusercontent.com/a/AGNmyxbYeS7ytVSkKkvvNe6xGk5xKPWu2HJWn36U_5Nq=mo,Very easy to use app with detailed lessons and challenging tasks.,5,1,35.0.1,2021-04-30 13:37:34,,,POSITIVE,easy use app detailed lessons challenging tasks,challenges,challeng
3375,34099160-d38d-4e9a-90a5-0d298759a7a9,Poloman GR,https://play-lh.googleusercontent.com/a-/ACB-R5QghECqBqhg9uXvnqoHdx813CGBFXjq9A8VkGQepWQ,"The app is insanely well structured (npi), the way they give you just enough info and giving you a little challenge everytime makes for a smooth experience. Havent opted paying yet though.",5,0,35.0.0,2021-04-28 07:43:37,,,POSITIVE,app insanely well structured npi way give enough info giving little challenge everytime makes smooth experience havent opted paying yet though,challenges,challeng
3392,10815236-756b-46ee-bc6a-5879c20adc74,Arqam Siddiqui,https://play-lh.googleusercontent.com/a-/ACB-R5S-QLSOFf-Ou87TZhNBhuCF6qIyZw3eNR1QA61L,Account gets Logout automatically when I Login in web.,2,0,35.0.1,2021-04-25 12:53:27,"Hi Arqam,
We are sorry to hear about the issue you're experiencing! Could you kindly reach out to our Support Team via email at support@datacamp.com so that we can assist you further? We are looking forward to hearing from you.",2021-04-26 02:28:16,NEGATIVE,account gets logout automatically login web,status quo sloth,account
3411,2d8dd0c5-4263-40bf-9961-444e83fe5f35,Kenny K,https://play-lh.googleusercontent.com/a-/ACB-R5RPpDSqUuo5H6ueRTNGtr60DxSkpA9wwpuA-LxY,"Devs, please add more features to the free version. It's ok if you want to put ads on free accounts as long as it is not disrupting the users.",3,2,35.0.1,2021-04-23 03:36:24,,,NEGATIVE,devs please add features free version ok want put ads free accounts long disrupting users,status quo sloth,account
3418,d9042b96-6972-4d10-8dcb-9b8d9becc12f,sneha karajgikar,https://play-lh.googleusercontent.com/a/AGNmyxaJ0dbEBW5G_WxaVn7KFsVKq1v-0MsgUeEAvvD6=mo,Personal tuitor in my HAND,5,0,35.0.0,2021-04-22 16:24:58,,,POSITIVE,personal tuitor hand,status quo sloth,person
3482,a3ee264f-8bfb-47b7-9b5e-2bd14b1e464c,D Moore,https://play-lh.googleusercontent.com/a/AGNmyxb-JHswZr6bchSsOJjGH3Ft344MHP_pXENe8-3W=mo,"It's challenging, but l'm learning a lot about SQL. Thank goodness for this website.",5,0,32.0.2,2021-04-07 23:19:35,,,POSITIVE,challenging lm learning lot sql thank goodness website,challenges,challeng
3527,a0dbb025-c1b3-465c-8f43-e004f70a474f,The Advent Arena,https://play-lh.googleusercontent.com/a/AGNmyxbejjcjDjGRDw3lx0aM-xS0Nmj5yCU0hZ8Q6_VR6ls=mo,"Only that there was no way i would rate you more that 5 'cause you deserve beyond. Thanks for the good work, I can really feel the challenge. Keep up the good work!",5,0,32.0.2,2021-03-25 08:55:07,,,POSITIVE,way would rate 5 cause deserve beyond thanks good work really feel challenge keep good work,challenges,challeng
3535,dee29656-b556-4107-ad50-a5867ba4643f,R B,https://play-lh.googleusercontent.com/a/AGNmyxbyMSO8fj3l4vJG8FrafjqdpD9ssJ_RHhZU2OC9=mo,Excellent user friendly app for those of us just getting started. Felt fantastic after finishing the first course and enjoy the daily challenges. Looking forward to continuing on my learning track to become a software engineer!,5,14,32.0.2,2021-03-23 19:27:04,,,POSITIVE,excellent user friendly app us getting started felt fantastic finishing first course enjoy daily challenges looking forward continuing learning track become software engineer,"daily streaks, challenges","daily challeng, challeng, daily challeng"
3537,7712e35c-d81f-4790-8247-7f6da26fd5b9,Dipuo Mashifane,https://play-lh.googleusercontent.com/a-/ACB-R5RQV49j1dMhn6TqEv6KAS_3E5xkFyiPvkP-V5Kw,Convenient when it comes to taking you 1 step at a time. It gives you space to learn from your mistakes and the reminder serves as a great tool for forgetful and busy people,5,1,31.1.4,2021-03-23 11:03:22,,,POSITIVE,convenient comes taking 1 step time gives space learn mistakes reminder serves great tool forgetful busy people,visual grave,learn mistak
3560,e2ecfea2-9bf9-409c-8860-5f329b769b28,Cream,https://play-lh.googleusercontent.com/a/AGNmyxZStiRtPHxU4Js7jqU0ytmEYtLyUz3TAprfCEUM=mo,"The app is good, but this app persistently is slow to load, especially when I write in the Shell. Internet is not a problem, since other apps work just fine. Please fix this as soon as possible.",2,8,31.1.4,2021-03-16 11:27:10,,,NEGATIVE,app good app persistently slow load especially write shell internet problem since apps work fine please fix soon possible,boosters,special
3578,a4a58629-24da-437d-8e1a-d6b8efa1650d,Rahul Rodrigues,https://play-lh.googleusercontent.com/a-/ACB-R5R2n8L5UB5L7eAJWrulPZtpKGuHQeegt6eb8H1p41Y,"Guys, Thank you so much for designing beautiful, content rich and industry ready platform. Currently, Exploring free content but would like to try Pro version. One request, Please work on pricing as it's expensive for many aspirant learner . Thank you again",5,0,31.1.4,2021-03-12 07:02:57,,,POSITIVE,guys thank much designing beautiful content rich industry ready platform currently exploring free content would like try pro version one request please work pricing expensive many aspirant learner thank,voting,content r
3660,8b8d00bd-c570-4f5d-bd8b-b1ed1c7ad44b,Olalekan Raheem,https://play-lh.googleusercontent.com/a-/ACB-R5SGmFV-fg3vvsL81icYkc4QmFsBzfKmixh9FjThlw,Awesome course content and most especially best UI design ever,5,0,31.1.3,2021-02-17 14:10:56,,,POSITIVE,awesome course content especially best ui design ever,boosters,special
3675,f698f528-7b7e-4922-90eb-525908f6babc,Casey Read,https://play-lh.googleusercontent.com/a/AGNmyxZc2TPo_A-Nxs7bEPnh__14cxb_yTQVf0Gn8MrQ=mo,"One of the biggest things that hampers my ability to learn coding is that I usually only have time for it in short, quick sessions. By the time I pull out my computer and sign into an online account my free time is up. This app allows me to learn coding in short chunks of time. The lessons are also very straightforward so I feel like I get a lot out of each lesson for how little time it takes!",5,60,31.1.3,2021-02-12 18:01:55,,,POSITIVE,one biggest things hampers ability learn coding usually time short quick sessions time pull computer sign online account free time app allows learn coding short chunks time lessons also straightforward feel like get lot lesson little time takes,status quo sloth,account
3697,bd1e1d78-7f06-4217-9f5d-bdbd6bc2e234,Creative Jugaad,https://play-lh.googleusercontent.com/a/AGNmyxbU7NoRkJHrPqk7Uf9S_GscltEXrxbni0BI80Wc=mo,"Worst ever app. I lost my account and yearly subscription after updating it. Even the customer support is very irresponsible, not replying or solving the issue after repeated mails and complaints. I won't suggest datacamp to anyone. I lost my yearly subscription.",1,8,31.1.2,2021-02-06 13:48:30,Hello! Can you email support@datacamp.com with your account email and device/OS specifics? We'd be happy to take a look right away.,2021-02-05 15:17:32,NEGATIVE,worst ever app lost account yearly subscription updating even customer support irresponsible replying solving issue repeated mails complaints wont suggest datacamp anyone lost yearly subscription,status quo sloth,"custom, account"
3702,9171381a-fe7f-4658-b944-d60a8783dc84,Jisoo Lee,https://play-lh.googleusercontent.com/a-/ACB-R5TDNna5QjMKQr_-2HKAQUEcGQbESnl5soYrNKvZ5A,Very convenient to type codes everywhere since it provides extention keboard for special letters.,5,0,31.1.1,2021-02-06 00:52:15,,,POSITIVE,convenient type codes everywhere since provides extention keboard special letters,boosters,special
