Unnamed: 0,date,developerResponse,content,rating,isEdited,userName,title,sentiment,matched_python,reviewId,userImage,review,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt
8329,2021-09-07 03:31:24,,,5,,Reece Smith,,POSITIVE,python,31b3071a-8ab2-4816-b1ad-909f16d067dd,https://play-lh.googleusercontent.com/a-/ACB-R5T9MuSlZzqbpOuIrFD1BxBshk_HI75nNJtQA0sHYg,I am currently studying cyber security in college and python is what I am learning to code. I'm at very beginner stages and this app is great to keep me up to speed and to give me that wee bit of extra in depth knowledge.,1.0,5.1.47,"Dear Reece
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!
--JS",2021-09-28 11:45:14
8389,2021-09-03 12:35:39,,,5,,Sapna Madhavai,,POSITIVE,python,ba7d1e5a-d024-46a1-a5a5-981529dc477c,https://play-lh.googleusercontent.com/a/AGNmyxZ6GsGeYwZ3kvFmePG6MLx3Q0haNEjCVA_EHQ6_=mo,It's just awesome to know to review the all topics of python in quick recap and easy to understand fastly,6.0,5.1.47,"Dear Sapna
We're glad that we have been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Do recommend us to your friends too! :)If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
--JS",2021-09-03 14:21:42
8604,2021-08-22 10:05:05,,,5,,joseph kiti,,POSITIVE,python,c5b512d9-d95a-41e1-91fc-1af39ffc7acf,https://play-lh.googleusercontent.com/a/AGNmyxbql38k2mJBFYUu597q9lYDichdrdae_LHRfVM1=mo,This app makes me to see programming in python language is so simple. I like the idea this.,0.0,5.1.47,"Dear Joseph
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
--JS",2021-08-27 11:57:04
8622,2021-08-21 10:32:26,,,3,,Manu Mohan,,POSITIVE,python,bead2038-bcec-42cc-a1b1-65803533aa1d,https://play-lh.googleusercontent.com/a-/ACB-R5TP6kfozc59lEUuglcUEELPtH6PHqlx3JKw13RU,Too good to learn python,0.0,,"Hello,

Hope you are doing fine.

Please sprinkle some awesomeness in us with a higher rating! Reach out to us at hello@prghub.com, If you're facing any difficulty or the issue you face is yet to solve, would be glad to offer you some personalized assistance. Have a good day.

-JP",2021-08-26 14:16:24
8953,2021-08-03 09:03:29,,,5,,Madan Kumar M,,POSITIVE,python,328c55fd-230b-422c-b300-10024f2d3226,https://play-lh.googleusercontent.com/a-/ACB-R5Ta74TTHhuUa8DGR8B2yYPfgpMovRLqSyr6VnjeM7U,Such a amazing app learnt python in programming hub special thanks to entire team I loved the app so much and loved certification in the app so many course to learn and it's enhancing the skills thank you onces again 😊,5.0,5.1.47,"Dear Friend
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better.
--JS",2021-08-03 11:32:57
9169,2021-07-25 01:27:03,,,5,,Shourya Chauhan,,POSITIVE,python,a6f841da-7095-4cac-9bad-a4bf2f4f81f8,https://play-lh.googleusercontent.com/a-/ACB-R5R6aTHGqXHrfi46MBho7-eViA0gv0wzFApmLWZERA,Awesome... It has always been my dream to learn python,0.0,5.1.46,"Dear Shourya
We are truly delighted to know that your experience with us has been great. It really helps us keep ourselves motivated to continuously improve our content and serve our learners better. If you need any help, feel free to get in touch with us at Hello@prghub.com and it will be our pleasure to assist you!
--JS",2021-07-25 04:39:09
9194,2021-07-24 02:01:31,,,1,,Aryan Ely,,NEGATIVE,python,d96fb244-831a-4b48-bcca-755c55fdb80d,https://play-lh.googleusercontent.com/a-/ACB-R5S1lp7j7mMRdIK_PUjLAv6nHUzy-pjvFMBQfSv9dg,"I lost progress to my courses, was at 60 ish percentage on python, and had a certificate for fundemenals. I scrolled up and all the sudden everything is gone.",1.0,5.1.46,"Hello,

Hope you are doing fine.

Please sprinkle some awesomeness in us with a higher rating! Reach out to us at hello@prghub.com, If you're facing any difficulty or the issue your facing is yet to solve, would be glad to offer you some personalized assistance. Have a good day.

-JP",2021-07-27 12:41:48
9232,2021-07-22 12:39:25,,,5,,Fayyaz Hussain,,POSITIVE,python,7a9b4196-b1a3-409d-a2db-dc52ad826b9b,https://play-lh.googleusercontent.com/a-/ACB-R5TtQ8E2k0fgVN2wSXq_s0rTLfyIoO5SLjGxN7IDsA,I just started leaning python and css through this application and till now it's a fun to learn python. Right now I will give 5star to this application.,0.0,5.1.46,"Dear Fayyaz
We're glad that we have been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Do recommend us to your friends too! :)If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
--JS",2021-07-23 10:57:51
9338,2021-07-16 20:30:06,,,5,,drean030,,POSITIVE,python,d9aa9083-4d95-4f57-b567-94b6395edc2d,https://play-lh.googleusercontent.com/a-/ACB-R5Rp9WTF_h5j61VYPJdbi_WUP3_70JaXhMf4galS,"Best, thanks to help me learn python for beginners :) i love you",0.0,5.1.46,"Dear Friend,
We are truly delighted to know that your experience with us has been great. It really helps us keep ourselves motivated to continuously improve our content and serve our learners better. If you need any help, feel free to get in touch with us at Hello@prghub.com and it will be our pleasure to assist you!
--JS",2021-07-17 03:43:15
9473,2021-07-10 21:22:16,,,5,,Kedar Kedar,,NEGATIVE,python,3a6ae921-3712-41e3-bed4-8a67f2c24f0f,https://play-lh.googleusercontent.com/a/AGNmyxYaB2Eh-U6p5gFi64FvvC8yzKVGfb9tC3GHlmIu=mo,Why I have given this app means it is clear to lear java python hacking,0.0,5.1.46,"Dear Kedar
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better.
--JS",2021-07-12 14:37:01
9497,2021-07-09 16:57:06,,,5,,Chuks Gad Nwaigwe,,POSITIVE,python,c5c82618-568e-45b7-ae39-7eff7cb1461b,https://play-lh.googleusercontent.com/a-/ACB-R5Q4AOktX0PITzkCscFGtEDkn0xuIWMDOkpXxPwAMg,"So easy to use, I have been learning python on a text book (THINK PYTHON), but it seem difficult to understand. But this app in real sense helped me to understand python language clearly and wonderfully well. I recommend it to everyone that is new to python! The developer should keep it up.",12.0,5.1.46,"Dear Nwaigwe
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
--JS",2021-07-10 03:42:59
9512,2021-07-09 01:07:42,,,5,,Đđđ lŁ,,POSITIVE,python,cb5c40d2-a715-4063-9d3c-cba6005d2880,https://play-lh.googleusercontent.com/a-/ACB-R5Sa0a7-zKPiR_ePNirsLQE8j7BOUJ77EsHJRntHLA,I learned a lot about how to program with python,0.0,5.1.46,"Dear Dustin
Thanks for the awesome review, We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you. For any assistance do not hesitate to reach us out at Hello@prghub.com, we would be very happy to support you.
--JS",2021-07-09 04:21:24
9606,2021-07-04 08:55:42,,,3,,Vashu Vats,,NEGATIVE,python,49bfaf17-3b3a-44a1-968b-367508a411c0,https://play-lh.googleusercontent.com/a-/ACB-R5QskerLMPL4XitDEo-q6rzEN0gTUeh_jUQLQdxpdA,I have the premium subscription for lifetime and the overall content is really good but i am a beginner thus i am facing a major issue with this app that is it is not structured in a proper way like i shoud do html then html advance or css then what after that or in python first python3 then python then python advance and then machine learning with pythod or AI using python means which is the current order cant you provide a structured Playlist type feature for people like me who are beginners.,2.0,5.1.46,"Hello,

Hope you are doing fine.

Please sprinkle some awesomeness in us with a higher rating! Reach out to us at hello@prghub.com, If you're facing any difficulty or the issue you face is yet to solve, would be glad to offer you some personalized assistance. Have a good day.

-JP",2021-07-27 12:39:41
9646,2021-07-02 10:06:50,,,5,,mr noob,,POSITIVE,python,e2ac8d65-898a-48a4-bcbe-bde81b055ef2,https://play-lh.googleusercontent.com/a-/ACB-R5TXxfOwyUuLpJchrgfBlYxyCLjk2FdEOuinU-1S,i luv this app cause its the best app to know about python programing,1.0,5.1.46,"Dear Friend
We are truly delighted to know that your experience with us has been great. It really helps us keep ourselves motivated to continuously improve our content and serve our learners better. If you need any help, feel free to get in touch with us at Hello@prghub.com and it will be our pleasure to assist you!
-JP",2021-07-02 12:09:38
9734,2021-06-29 02:55:26,,,5,,Shailesh Apte,,NEGATIVE,python,20ce7d95-4eb1-4661-a6d7-769f105840d6,https://play-lh.googleusercontent.com/a-/ACB-R5QGcAfT4tW9Mf5WRLu_Zwttil7r0cLCCzpPTZ8eLA,I loved this wonderful app! But there's seem to be a problem with activation of life time access for 95% off offer.. I'm unable to pay through Google play... first payment attempt denied by Google .. i have tried it for 2nd time.. no success yet .. support service is very slow.. I'm wondering whether the offer is for real or what.. awaiting your reply with solution. Update : The issue has been resolved. I got the pro-mode for 'python' app activated. Thanks for the support !,20.0,5.1.44,"Hey Shailesh,
You are awesome. We are very happy that you find us to be the best and its our pleasure serving you. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!
--JS
",2021-06-29 03:27:04
9737,2021-06-29 01:38:31,,,3,,Md. Leon,,NEGATIVE,python,948a967d-5ad0-497e-bd55-919e9aa110d2,https://play-lh.googleusercontent.com/a/AGNmyxYw5q57kcUXnzBiR9-I_avLQ8ltSgu6GmTMGMF4=mo,"The app is good.But it should be more free course like python,C programming.only for that I did not give it 5 stars.",0.0,,"Hello,

Hope you are doing fine.

Please sprinkle some awesomeness in us with a higher rating! Reach out to us at hello@prghub.com, If you're facing any difficulty or the issue you face is yet to solve, would be glad to offer you some personalized assistance. Have a good day.

-JP",2021-07-27 12:39:48
9758,2021-06-28 07:51:57,,,5,,Ankit Sharma,,POSITIVE,python,8f541ee1-32aa-4929-a93e-cc4c6699b575,https://play-lh.googleusercontent.com/a-/ACB-R5SVlZo1mWLcjTEzKErM5mLIxy8F25JptW9pZ0TFdA,"I am learning python, and I can learn it very easily by programming hub,, thanks programming hub, it's very superb app👍🏻👍🏻👍🏻👏🏻...",2.0,5.1.44,"Dear Ankit
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!
-JP",2021-07-01 08:31:03
9780,2021-06-27 13:32:27,,,5,,seth nwughala,,POSITIVE,python,fb73a504-ba80-4bb1-aeab-4f961c3c7534,https://play-lh.googleusercontent.com/a-/ACB-R5RlYXt0hDfM_ueqcAWgqX9lvrIjKwNwbj5CtpY9Gw,Ok so... My only problem is I can't find a python 3 course Other than that the app is really great,0.0,,"Dear Seth
Hurray! Your feedback really means a lot to us! We really appreciate you taking the time out to share your experience with us.If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-JP",2021-07-01 12:11:28
9843,2021-06-24 14:31:33,,,5,,Tree Mini,,POSITIVE,python,c04ac733-98ec-4152-b25e-91818fad231a,https://play-lh.googleusercontent.com/a/AGNmyxaEcirJxpoPkRQoZqgeCgzm95LyPVZaX4ds2rNP=mo,Good app for learning python,0.0,,"Dear Friend
Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-JP",2021-07-01 12:11:36
9844,2021-06-24 13:27:39,,,5,,Manish Rathor,,POSITIVE,python,6131e3f0-192a-40b3-ab01-c3c817c08c40,https://play-lh.googleusercontent.com/a-/ACB-R5QsxYcIqnG91FK9eVe34FY20L2jkaC4-Cpi6kPyKA,Vry good app for learning the python language 😊😊😊,0.0,5.1.44,"Dear Friend
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-JP",2021-07-01 12:11:37
9865,2021-06-23 14:04:51,,,5,,Walt Thompson,,POSITIVE,python,8e83b0e8-7e59-4782-b819-58989a90dc00,https://play-lh.googleusercontent.com/a-/ACB-R5Rc7rb4j28ZvUtFjKqaHDT5GqXlMpDE_ihUeSSTIQ,"What a gem! I am now in the know about python and how it works. I love the smoothness of the presentations and follow up questions to make sure what is being taught is comprehended. I appreciate dev for putting this useful mobile learning tool together for those who are constantly on the run (ie. dog rescue 247) enabling me to learn no matter where iam and without a traditional class and at your own pace. Folks, this and other apps for learning seem to ve a great fit for our face paced life🙂",11.0,5.1.44,"Dear Walt
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-JP",2021-07-01 12:09:52
9878,2021-06-23 03:11:51,,,5,,P Pandey,,POSITIVE,python,becc08a6-86f0-4b81-b648-5e12dfa7aee3,https://play-lh.googleusercontent.com/a/AGNmyxbAwuy-FQYPUjHxsNn0VZyFx_BzbCzk96Kp8jp27w=mo,I am also the user of this app and I am a kid I work in this a lot it's a so good app I have give 5 stars to this app but their is a problem that I not a pro user so I can't use python next topics and other please 🥺 this is my request please do something I have learn more from this app,0.0,5.1.44,"Dear Friend
Thank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Do recommend us to your friends too! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-JP",2021-07-01 12:11:44
9917,2021-06-21 12:07:11,,,5,,Abhay kumar,,POSITIVE,python,e01e7285-c0c9-4dc4-b7d1-782e5d03db1d,https://play-lh.googleusercontent.com/a/AGNmyxZYX63X3r6zxiPrABe9nk-DMkkwSfObM9TIwlnW=mo,best app to learning python,0.0,,"Dear Abhay
Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
--JS",2021-06-23 11:18:58
10083,2021-06-15 04:27:14,,,5,,pat George,,POSITIVE,python,e7b1a6d8-bf66-4b3d-9527-d8676640fc50,https://play-lh.googleusercontent.com/a/AGNmyxZil5gjmhZ-FQpSxQxCTihEy-VUGP9dREr6WpEQmw=mo,So far it great! Explains python so clear even if you no prior experience.,0.0,5.1.43,"Dear Friend
Thank you for your wonderful feedback! Our goal is to make your learning experience with us enjoyable and straightforward. Do recommend us to your friends too! :) If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
-JP",2021-07-08 14:57:01
10261,2021-06-07 07:07:42,,,5,,Imad Chebtit,,POSITIVE,python,a8c21770-1834-4cb9-9678-cfc155a12407,https://play-lh.googleusercontent.com/a-/ACB-R5TUNeW3l4huqNFAdYQFTSCPic8Gxyh-0_4lN52Jkg,"Sincerely the best application to learn programming languages like python,C,C++,Java for free. Thanks a lot",0.0,5.1.43,"Dear Friend,
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!
-JP",2021-06-08 13:14:52
10291,2021-06-05 22:53:32,,,1,,Zuai Harshita,,NEGATIVE,python,8027d300-42cd-4202-88bd-d9038e1e138b,https://play-lh.googleusercontent.com/a-/ACB-R5TomO0iRxq1e4T5Zb2GfflmBtHNPKXn564XHJm7,I have payed my money rs 499 for python lifetime course pro version but still I did not get the version I have mailed to the team but no reply yet. I have send this issue in feed back form but there also no reply yet. Now I don't want anything I just want refund.,1.0,5.1.43,"Hi Zuai,
We can totally understand your frustration regarding this issue. But rest assured we are here to help kindly reach us at Hello@prghub.com with the GPA number or the payment receipt so that we can provide you solutions as soon as possible.
Meanwhile, try logging out and log back in
-JP
",2021-06-08 12:45:34
10514,2021-05-28 06:44:53,,,5,,Mugilan Y Erd,,NEGATIVE,python,bfd0c1f5-1df1-4416-a575-43480d05a22e,https://play-lh.googleusercontent.com/a-/ACB-R5QptXfRZTHZpN18uIOSVkOuh9K1V6vgFgroaQs2Qg,"They dint replying mail ,in my certificate name is wrong I finished python,I want to rename 🤬🤬🤬🤬🤬",0.0,,"Hola
Sincere apologies for the inconvenience caused. Could you please let me know whether you have checked the mail again as the emails will be answered in the span of 24 hours? If not please get in contact with us immediately we will solve the issue asap.
-JP

",2021-05-28 15:30:49
10541,2021-05-27 05:22:56,,,5,,Fash Kay,,POSITIVE,python,667cd113-8349-40fd-98b1-7737437cb848,https://play-lh.googleusercontent.com/a/AGNmyxZavFxmlFdOkiTK4NO71kadLNqEs8qV_c8OEOu0=mo,This app is amazing now i can do python programming,0.0,5.1.43,"Dear Fash
Thanks for the awesome review, We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you. For any assistance do not hesitate to reach us out at Hello@prghub.com, we would be very happy to support you.
--JS",2021-05-30 11:29:05
10562,2021-05-26 08:34:43,,,3,,Lolit Bairiganjan,,NEGATIVE,python,d931cebc-f727-4c17-bd84-0911b046704b,https://play-lh.googleusercontent.com/a-/ACB-R5Tp2UnJehQHpKi3MeARCemVxq3l2eo6k5U87zy2OA,First of all I won't actually tell you guys to download this app. This is because you can get the knowledge of python from youtube. The subscription plan costs way too much i.e. about 700 a month. Youtube classes are free. This app is good but it does not tell you how to download and install python and all it's required components. I know python is a single app but you need to download other 3rd party applications for it's better performance. Also it's course is quite slow and less descriptive.,0.0,,"Dear Friend,
We apologize for not meeting your expectations. Rest assured that we are very much open to criticism and we take them as suggestions to improve our service. Please contact us at Hello@prghub.com so that we can help you better.
-JP",2021-05-26 16:47:31
10645,2021-05-23 03:26:53,,,5,,Vikhashini S,,POSITIVE,python,81e718f3-fbbc-4507-bc77-509a42ba9164,https://play-lh.googleusercontent.com/a/AGNmyxbExPuVNPj0HEwccXK8HJlTrGgetvy1yWKayd17gg=mo,"It is the best app to learn it has many types like Java,python ,html it is a multi app",0.0,5.1.43,"Dear Friend
Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-JP",2021-05-24 15:09:14
10769,2021-05-17 11:04:57,,,5,,Daniel Heydari 2,,POSITIVE,python,0e00a75b-fe69-4162-b17a-bf5990043eb3,https://play-lh.googleusercontent.com/a-/ACB-R5RM5umNJEiHLO-VWPsDyRcgaGBnET-AEtW9hZXz,"I am a pro member and after about 1 year with this app, I have learned php, python, and html very well and now I am a web devolper ⁦⁦⁦<(￣︶￣)>⁩",0.0,,"Dear Friend,
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-JP",2021-05-17 14:48:39
10773,2021-05-17 10:23:00,,,5,,Akshay Sharma,,POSITIVE,python,ff112877-6705-4aae-ab8f-8699bb4c622f,https://play-lh.googleusercontent.com/a-/ACB-R5QuTpdqmFLyV5DTvaP-lL5rSY5JZd4MMfsDLvLU,"This app is really really good for beginners who dont even know what is coding for which allows you to learn various programming and all in whichever language you want like java,python etc. 😍😍😍😍,thankyou programming hub",2.0,5.1.43,"Dear Friend,
Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-JP",2021-05-17 15:43:17
11229,2021-04-28 18:31:05,,,5,,Ahza Khalfani Rashdan,,POSITIVE,python,411640f0-1664-4d5e-b182-f5dbb89404f3,https://play-lh.googleusercontent.com/a-/ACB-R5QA5-Sln2I24znKKxM1WgekfkL3p8uhjFaMf26WHQ,The app is great there are no bugs the courses are great but sadly the python course is lock thought subscription,0.0,5.1.42,"Dear Friend,
Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-JP",2021-05-10 15:21:56
11251,2021-04-28 03:29:20,,,5,,William Alley,,POSITIVE,python,d90928ec-24cc-42ce-901b-fd08d3fa8df0,https://play-lh.googleusercontent.com/a/AGNmyxY1tK61MiuUrgNx_pCE7-h9PBRFgUBTEp-YIGvT=mo,"I'm starting on python and it's very easy to understand courses so far, will change my review if this opinion changes.",0.0,5.1.42,"Dear Friend
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-JP",2021-05-10 15:28:36
11258,2021-04-27 20:41:24,,,5,,Scott Sipes,,POSITIVE,python,5d49bb6e-99cf-49e5-a10c-055cad752736,https://play-lh.googleusercontent.com/a/AGNmyxZ1OR59YFOqSKElrBWxTT0FmQVDBIAYokwjGvt5=mo,"I am in no way a programmer, I cut and past my code from tutorials. In the years ive been trying to write in rpi terminal, python, and arduino, sudo this and void loop that, ive learned more in 15 minutes with this app then my hacker/maker years.. I cant leave a rating good enough! Must have if you want to starting learning with a good foundation.",0.0,5.1.42,"Dear Friend
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-JP",2021-05-10 15:28:38
11261,2021-04-27 15:03:43,,,5,,Rifat Islam Suhrid,,POSITIVE,python,f02e0d9a-5bf1-48ef-beb8-80abe378c5ce,https://play-lh.googleusercontent.com/a-/ACB-R5SpQftoFdM-no77a3CvS1iZv-S9y4iszyeA3hVb,Its very helpful for the beginners to learn the python very easily.Thank you programming hub!,0.0,5.0.26,"Dear Friend
Thank you so much! Every little encouragement greatly helps us to continuously improve and provide you with the best platform to learn programming. If you need any help, feel free to get in touch with us at Hello@prghub.com and we'll be very happy to assist you!
-JP",2021-05-10 15:17:59
11321,2021-04-25 05:14:06,,,5,,Sunil,,POSITIVE,python,36b6ff7d-baa0-421d-bcc2-5eee55f90a31,https://play-lh.googleusercontent.com/a-/ACB-R5T6UimCUXFhsQmiLdkeV5rUts3KP5zzYyv1jhitfxQ,Super app. I love it. I learnt python using this app.,0.0,5.1.42,"Dear Sunil
Hurray! Your feedback really means a lot to us! We really appreciate you taking the time out to share your experience with us.If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
--JS",2021-04-25 11:23:51
11329,2021-04-25 02:06:38,,,5,,sonali Tudu,,POSITIVE,python,b2bc4c3c-9c44-4738-83ed-08970a8ffc84,https://play-lh.googleusercontent.com/a/AGNmyxb141dJ02uU2a-4LntPcDoL1FOF5P5oIZeLOeZH=mo,This is very helpful to me and i know from the concept of python programing language.,0.0,5.1.42,"Dear Sonali
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better. Happy Learning!
--JS",2021-04-25 03:14:38
11476,2021-04-19 10:11:41,,,5,,Colin Murphy,,POSITIVE,python,bde20825-9193-456d-a25a-3d2b882fad09,https://play-lh.googleusercontent.com/a-/ACB-R5Q4l_FFiT4BLbcJ-cbI3JlgLl0y1jDvDGICTVU,"It's a really useful app. I teaches me a lot of things for programming. I can even choose whichever language I want to learn like python, java, C++, and others. It's really cool and easy. Although I do wish the pro version wasn't so expensive.",3.0,5.1.42,"Dear Colin
Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
--JS",2021-04-20 02:54:54
11537,2021-04-17 02:37:58,,,4,,Faizan Shaikh,,NEGATIVE,python,77f8a833-d9d6-4af9-b2f4-aa29596f9b56,https://play-lh.googleusercontent.com/a-/ACB-R5TxaDixjvsNtiPx5-pAbuwohUfI0zGNoHwv9dQ7,I like this app so much but if I want to learn input of python; it is not free. We have to first upgrade to pro for that. 😞,1.0,5.1.42,"Hi Faizan,
Thank you for writing to us. We agree that the content should be free. But we strive to provide our learners with quality content and hence we had to hire experts. We request you to reach us out at Hello@PrgHub.com, we will definitely reach you out with a solution that makes you delighted.
-JP



",2021-04-17 10:09:22
11619,2021-04-12 14:41:05,,,5,,Tanveer Choudhary,,POSITIVE,python,894e45d6-e246-44c9-95ac-026ade78a5c2,https://play-lh.googleusercontent.com/a/AGNmyxZZjjrv9syQCjQqYadPhDJ_U7yj3pJMy71q6RUk=mo,I learn half in python thank you,0.0,5.1.42,"Dear Tanveer
We're glad that we have been helpful to you. It is our goal to make your learning experience truly delightful and enjoyable. Do recommend us to your friends too! :)If you need any assistance, please reach us at Hello@prghub.com and we'll be very happy to assist you!
--JS",2021-04-12 15:04:47
11736,2021-04-07 05:58:06,,,5,,Hoyeton Jacob,,POSITIVE,python,38eb9233-5d88-4d9a-8c0e-1848982ed84c,https://play-lh.googleusercontent.com/a-/ACB-R5SBZkSR6AEK4IE79fpw_WdQjL0M46EKH6ewN1wISQ,"Thanks so much for this app ,it has made my knowledge in python to some things",0.0,,"Dear Hoyeton
Thank you! We are pleased that you have enjoyed learning with us. We sincerely appreciate your insight because it helps us improve ourselves If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
--JS",2021-04-11 16:21:40
11997,2021-03-26 04:16:52,,,5,,Ritik Raj,,POSITIVE,python,a1a6a215-5262-4683-9f08-d84ac802bacf,https://play-lh.googleusercontent.com/a-/ACB-R5Qe6FXBfj7Xr89oL0spNb3Ax2A7vhII7lyQSfguiw,Better app for learning python language,0.0,5.1.41,"Dear Friend
Thanks for the awesome review, We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you. For any assistance do not hesitate to reach us out at Hello@prghub.com, we would be very happy to support you.
-JP",2021-03-26 13:14:57
12094,2021-03-22 11:51:49,,,1,,marv,,NEGATIVE,python,e578738d-39db-4b84-ac37-36f413ccf04a,https://play-lh.googleusercontent.com/a/AGNmyxZVA9nFpNiI8bg3nvSUa2GuCuwkJG_xGwhvx1QepQ=mo,After having the app about a month and even buying premium: I started a month ago with the python beginner course and rated the app 5 stars. Now I came back and dropped my rating to one star. Reason I found many many mistakes on the advanced python course. (Wish I could append Screenshots in here to show some of them.) I contacted the help center three weeks ago but got no answer. The mistakes make me constantly question the apps answers. I have to look up / compare to other sources everytime,108.0,5.1.41,"Dear Friend
Thank you! Your feedback is important to us. Please continue supporting us so we will always have a reason to keep improving our content and make your learning experience an enjoyable one. If you need any assistance, please feel free to get in touch with us at Hello@prghub.com so we can help you better.
-JP",2021-02-27 10:15:38
12095,2021-03-22 10:06:41,,,5,,Rudra Tripathi,,POSITIVE,python,82fb43f8-57fa-4f22-a785-f92070c8efa5,https://play-lh.googleusercontent.com/a-/ACB-R5ShDpW7_CsGfaY3vKZgbeew5pW3HutUoYwuHf0PhQ,"It's very nice app to learn any pragram such as C++,python, etc",0.0,5.1.41,"Dear Friend
We are truly delighted to know that your experience with us has been great. It really helps us keep ourselves motivated to continuously improve our content and serve our learners better. If you need any help, feel free to get in touch with us at Hello@prghub.com and it will be our pleasure to assist you!
-JP",2021-03-27 13:00:58
12233,2021-03-15 15:03:33,,,5,,Preetam Biswas,,POSITIVE,python,8e2f4406-f38a-42a5-8b1d-745f15c8e247,https://play-lh.googleusercontent.com/a-/ACB-R5SFLoH40FPUI3g2iyHN7lVFBIo85D10_zlB90sp1l0,"Only for the BEGINNERS!! Overall soothing experience. UI is awesome. I am learning various topics like html, C, python, R, javaScript, data science and the list goes on. Plus after completion of every course I got a digitally verifiable certificates which is not so much of use in carrier but it gives me more confidence than before. Loved it!!",11.0,5.1.40,"Dear Friend,
We are very happy that you find us to be the best. Your feedback keeps us motivated to make your learning experience absolutely enjoyable. If you need any assistance, feel free to get in touch with us at Hello@prghub.com so that we can help you better.
-JP",2021-03-27 13:11:33
