,date,review,rating,isEdited,title,userName
82,2019-06-03 03:35:16,This is my first time to learn java script in my life single string or anything about to learn java script. Simple & easy to follow. Simple yet profound. I've learn to understand javascript in my first 15-20 mins. Of downloading this app.,5,False,First time to learn anything about coding,Javascript_girl90
83,2022-04-16 08:21:34,I’ve been using this app to learn Python. Very impressive and easy to learn and use app. Highly recommended. Would say try this before its competitors.,5,False,Impressive app,Dan@20
84,2022-10-06 20:37:06,"The app and the website have me registered for two different career paths. What I see on the website, which is my current path, is not what I see on the app (the old path). I’ve tried logging out/in and deleting the app, but it still has not refreshed or synced.",2,False,The App and Website Aren’t Sufficiently Linked,Indy_Bee13
85,2019-09-21 07:18:51,Thanks for making it easy to learn with so much Information out there it’s difficult to even know what to learn first but this app simplifies that for you.,5,False,New to computer science,David2jz
86,2019-04-26 15:22:32,If you really want to get the most use for your money I recommend this app!! Instead of scrolling through social media I’m learning this is a grea thing,5,False,On the go learning,LilBoSkeet
87,2022-01-17 00:38:02,"The desktop Codecademy experience is fine, however Codecademy is not optimal for a tablet as it just displays it as a mobile device aspect ratio.",4,False,Mobile needs improvements,Rgoel
88,2019-08-06 16:43:44,"Highly recommend. If you do the course online at home, this integrates coding with touch screens (i.e., using multiple choice) in a great and accessible way. Totally get it!",5,False,Perfect complement to Online course!,Leontmobileuser
89,2022-10-13 03:37:58,Anytime i get a wrong answer when practicing I’m not allowed a second chance and if i try going back then I’ll have to start from the first question in the practice session.,3,False,Practice isn’t very user friendly,Basheer Al Niaimi
90,2019-07-18 21:48:24,"I'm glad for this app. It keeps me occupied, teaches me new things and refreshes my memory in a very entertaining manner. I recommend it for you if you're serious about coding.",5,False,Helping to train the world,Teemng
91,2018-11-28 21:43:27,"This is one of my favorite educational apps, and the new update just made the experience even better! The new look does wonders for the overall enjoyability of the app.",5,False,Fantastic!,Max says:
92,2020-01-22 16:49:22,I haven’t coded for a while but with Codecademy go I feel am just being taught again everything I have learnt . It’s amazing not facing any bugs or things needed to be fixed,5,False,My review,g Dee hx
93,2019-06-10 01:07:23,Half of the top paying jobs in America require knowing how to program. This is easy enough for kids to learn. Educate yourselves and your kids.,5,False,User friendly,candiceleec
94,2022-03-15 21:15:06,"i have codecademy pro. after i do any lesson, i can go back and quickly review AND quiz on what i’ve learned. so awesome to be studying anywhere",5,False,love this,stoopid service
95,2019-05-20 19:34:39,"After using the computer version I was hooked, it allowed me to not only learn but put said learning into effect instantly. Allowing me to learn and enjoy coding. But that is not the case with the mobile version, it instead tests you after giving you a ridiculously boring amount of reading.",2,False,Not like the computer,CYEPS36
96,2020-04-30 04:46:45,Had to close and restart my app multiple times during practice quizzes.,5,False,Lags a lot,footcallus
97,2019-06-10 17:22:04,"I couldn’t sign up with my iCloud email on the app, and then couldn’t login using the account I made via their mobile website. I played with it for 20 minutes and it’s a frustrating waste of time. The error messages simply state I am “unable to login at this time.” Stop making sleek, beautifully animated apps if users cannot even use your app.",1,False,Unable to Sign Up and Login,Kyder99
98,2022-12-12 02:46:13,"No ability to use content offline. Doesn't sync with the PC version. Doesn't even have the same content available. Forces you to log in again every time you start the app. Easily one of the worst apps I've ever used. 

This should be a massive embarrassment for a company that's supposed to teach software development.",1,False,Garbage app,Mattsbud
99,2021-04-24 18:47:40,I got the pro version which is great on the computer and on the phone but when I'm doing practices for html placing elements are placed but not seen on the practice. Doesn't show up at all sometimes.,4,False,HTML practice,Blu_Crape
100,2022-08-23 22:18:46,The app is inviting as a learning tool. The colors and font are easy to see and the format is conducive to learning.,5,False,Easy to use and practice on,HealthyMe!
101,2022-07-16 15:07:33,before signing up for this website pro version. It’s worth it.,5,False,I did tons of research,Footballknowledger
102,2021-08-05 06:52:33,Please allow landscape mode for this app. I want to use it on my ipad with my keyboard but i cant because its only mobile compatible. Your site through the browser also is very buggy when trying to use it on an ipad.,2,False,Add landscape mode for ipads,Raquiraqoon
103,2020-10-26 21:45:29,"The app is really useful and fun to practice with whenever I have spare time and want to be productive. Quick, easy and simple way to practice and learn on the go",5,False,Convenient and Intuitively,Missy Mina
104,2021-10-28 04:02:21,"Nicely done with the color choices, sizing, and all the other details on the frontend!",5,False,Good job on the UI and page transitions,XXVXXR
105,2018-10-06 19:28:34,"This is a pretty decent app and i like the article recommendations! However, despite having a pro membership, I am only able to view the HTML lessons. Nothing else loads. (I’m a developer and know my way around technology).

I’ll update once I can actually review other topics.",3,False,Solid App,BigBoiRus
106,2022-05-19 13:45:05,"Just like DuoLingo, I was looking for something that I can do daily to continue my learning. Unfortunately though, there is no iPad native version.",4,False,Perfect daily app,Stevie Stets
107,2020-11-27 09:44:16,Seems very user friendly. Wish it would explain why a little more,5,False,Hopefully it gets like reading Twain,sasquatch42z
108,2018-10-02 18:23:16,I was not able to change options after selecting one.,5,False,Daily Practice,Vidyaramp
109,2020-04-27 04:31:48,This app is great for on the go. Easy to use and has tons of topics to cover when you don’t have much time or just want to brush up on some skills. Love it.,5,False,Great App,irmercaldi
110,2022-01-04 02:07:01,Found some bugs although still worth it,4,False,Buggy,andy alaska
111,2020-01-11 17:00:22,"This app is great at helping me review definitions and solidify concepts.  If you don’t have enough time to get your lap top out but have a few minutes to kill, it’s nice to have.",5,False,Great Review/Study Tool,Gabe-a-rama
112,2019-02-19 16:15:21,I use the Codecademy app while on the go to help me stay current in my coding boot camp. This has been the best resource to break things down and truly understand.,5,False,Amazing,The Beauty Codess
113,2020-10-31 17:51:10,Great website and mobile app but doesn’t have iPad support or horizontal viewing support for that matter. This is surprising coming from this company which has done everything else pretty much flawlessly.,3,False,No iPad compatibility?,ColeMercer
114,2020-09-12 01:27:02,"I just got this app, I started in the computer. I forgot my password, but there is no option to reset it! Please help as soon as you can! I’m a game developer and I am in desperate need of a good coding program to teach me C#. The rating will go up to 5 stars if you can help me. Again, great app, but please fix the option to reset password!",2,False,HELP!,Mammon1836392
115,2018-11-27 03:24:19,"I really do like this app, and Codecademy, but for some individuals paying $20 a month I expect there to be a java catalog in the app. All the other courses are great and so are the paths you can take but I think there should be a java course in the app.",4,False,No Java Course,Tanzim230
116,2022-07-15 11:34:23,"Aside from the expense which is more than a little prohibitive, the mobile courses seem very poorly designed and the desktop versions seem like they need a far more robust practicing system so you actually retain what you learn.",2,False,Could be great.,Cptrad
117,2022-02-26 02:00:46,"It feels like Codecademy Go treats some tracks like second class citizens. They iOS track doesn't even appear as an option in the app. 

I have no idea if the track is planned, abandoned, or never intended for the app, but it feels like I've just paid for learning that Codecademy isn't committed to.",1,False,App doesn't support iOS / Swift track,Basketballogy
118,2020-09-23 14:35:27,I didn’t like the program and haven’t used it for months. I forgot to cancel and did not receive a warning that I would be recharged for the next year. I canceled the day I was charged but it’s too late. Definitely a waste of money. Make sure you cancel right after signing up so you are not charged for the next year.,1,False,Worst cancellation policy,Ieshea Goree
119,2020-03-16 11:21:45,"The main issue I find is that there is no hands-on learning. You never actually get to program. But overall, I highly recommend it!",4,False,Great!,Jon1001
120,2022-12-28 22:00:10,I am already a developer but I have learned so much,5,False,This is the best for beginning developers,Codingcat99/pyluaDev
121,2018-10-19 05:36:52,"I just downloaded your app in order to continue my JavaScript training while mobile but I can’t get past the login screen. When I launch the app, it gets to the login screen and the circular progress loops endless not allowing me to login. Never times out. The last bullet on your “Fixed” list is NOT fixed.",1,False,Stuck on login screen,BrownBear324
122,2020-12-12 04:33:48,"I'm really enjoying learning Python with codecademy. The mix of lectures, hands on and coding challenges are great. I also like using the phone app to practice concepts.",5,False,Phone app is a great way to practice,davejet7
123,2021-08-07 20:42:21,"I’m only rating this one star because there is no landscape mode for tablets/iPads… What gives with that? I can’t type using my keyboard because of it… I was really looking forward to trying this app out, but you guys are making it near impossible to use it comfortably.",1,False,Why no landscape mode on iPad??,Rachelrav3n
124,2020-06-09 10:03:08,Always stay sharp with your coding on the Go using the most pleasant user interface. What more do you want?,5,False,The best way to practice coding on the Go!!,doctr_K
125,2019-09-29 01:33:07,I love Codecademy....I use it when I need help in any programming language and even my school may have us do some work with Codecademy....,5,False,Didn’t know they have an app,Hey_ItsAri
126,2021-07-05 01:39:58,Im a 13 year old that going to start a business and this is the perfect start!,5,False,Help out A Bunch,Jason Rebeca
127,2020-06-20 17:27:10,"What I found this website that teaches programming,I spend great time learning JavaScript and it explains it in a way that I understand clearly.",5,False,Amazing and easy for beginners,Sonictreize
128,2020-08-08 22:43:21,"I have two bachelors degrees, a masters degree, an fluent in spreadsheets, I speak two languages, and took many higher level math and physics courses in college. The “intro” course already assumes a lot of prerequisite knowledge of coding, the reviews are very unclear, the practices do not give you helpful feedback. My masters is in behavior science and this program is not set up for the way the human mind learns new behaviors.",1,False,Not for beginners,idownloadappsallday
129,2021-11-18 01:05:17,Keeps the mind sharp while away from the desktop,5,False,Great app,Gurrillmo
130,2020-03-13 14:06:51,"I went to a course and they suggested me to download this app and start studying html. Unfortunately the app has some issues and theres no feedback option (inside the app or the developer website with articles without feedback). 
Logout every time you close the app, so annoying. 
Very frustrating.",1,False,Could be better,Busydf
131,2022-05-17 15:54:24,I paid for the Pro service and have been taking the Full Stack Engineering training via my MacBook Pro. I just downloaded the mobile app and I don’t have access to any of my current t trainings. Full-Stack Engineer does not even come up in the search options for me to select.,1,False,Not Working At All!!!,Patty trace
132,2019-08-09 23:54:53,I’m a beginner in computer science so using this app has been a great way to get learning on the subject. Very easy to use and a well laid out platform.,5,False,Great app!,GoodluckYall
133,2020-05-25 00:46:34,I use this app when I have some spare time and want to do a quick review of the stuff I already learned. This helps me retain what I already learned.,4,False,Great app used for reviewing materials quickly,Amarant42
134,2019-07-10 02:58:27,"This app is not to be used by itself, it is supposed to be used with the online programs. If you are looking for a standalone app look somewhere else. Otherwise, it is a great review app",4,False,Only for review!!!,heisbshehsbjs
135,2021-07-21 15:52:46,I like the web program but this app has errors in it that make it difficult to answer the questions. I wouldn’t use this until it’s fixed or reviewed. :/,2,False,Errors in the questions,Antoine Conte
136,2022-07-11 04:05:00,"Can’t sign up unless you go through Facebook or Google. If you don’t have either of those, I guess you’re a second class citizen. Lame. I’ll try one of the many other apps which offer the same exact product.",1,False,Facebook or Google only?,Legend Of The Dog Faced Woman
137,2021-01-27 23:55:22,"I really like the format of review that the app offers, but I’ve noticed that quite frequently the questions don’t appear as they should and don’t make any sense. Hopefully these issues can be fixed with some updates",2,False,"Ironically, a lot of glitches",Glassyy
138,2020-11-20 06:23:34,I signed up for the learn swift course online then tried to do it in Safari on my iPad. There was no Next button so I couldn’t get past the first page. So I downloaded this app on my iPhone and it doesn’t let me choose the Swift course. Only has a limited choice of courses,1,False,Can’t choose the course I signed up for on website,ZenJim
139,2021-08-26 08:10:38,"I signed up to codeacademy with my LinkedIn account. However, there is no option to sign into it on the phone app and I cannot access my progress or work on my development.",2,False,Can’t login with LinkedIn account on the app,MyTurnBecauseMyNameIsMia
140,2021-06-11 15:49:41,It not support on the iPad Air 4 generation please update the screen size. Thx,5,False,Upgrade on the next update please.,Kobby52
141,2020-05-10 03:17:49,I use this app daily and on the go to supplement my JavaScript and React path work on desktop. Codecademy is the best platform for self-based learning. Highly recommend.,5,False,LOVE IT,jRuuude
142,2019-12-19 01:07:08,"If you created your account using a third party account(Facebook, LinkedIn, etc.) it does not process your login, and you are unable to set a password for your account via desktop. The website itself is good so far, this is purely a review of this app, which does not work for account holders like myself.",1,False,Login Issues,"Shackleford, Admiral Rusty"
143,2021-07-16 05:04:28,"Their website is way better, they should have the same programs on mobile to make your education more seamless",3,False,Good but,Huntererer derp
144,2021-11-12 05:59:14,"public void review() {
    if (reviewBoolean) {
        String reviewString = “This is actually a really good program not only to learn on, but also to access anywhere. I’ve been using Java for a bit and this has helped refresh my memory and learn quite a bit more”;
    } else {
        String reviewString = null;
}",5,False,"Great, amazing learning app",bailey crowe
145,2022-01-17 11:24:13,The iPad  version is just an expanded version of the iPhone version. Based on the popularity of iPad you should make an ipad friendly version of the app or at least have the web version usable on iPad.,2,False,No iPad compatibility?,Davefogo
146,2018-08-02 16:02:52,"This app is incredible. 

I never review apps but took the time to because I felt that this app was valuable.",5,False,Amazing App for keeping your coding skills sharp,tommygun2007
147,2021-03-05 21:36:32,"I’d expect an app from a company such as Codecademy to accommodate at least landscape mode, especially given the premium cost of being a member. You can have 1x iPhone or 2x iPhone in portrait only. iPads aren’t supported in the browser either.  

There are 2 years worth of viewable requests on Codecademy’s forums requesting iPad support and zero movement.",1,False,“Works on iPad” is a stretch,EOZ17gw
148,2020-04-10 21:35:47,"Its an iPhone app they're trying to pass off for iPad i.e. it orients to vertical at all times. 

Can't login either. Can login using a browser but says I have the wrong pass word or wrong account. Logged out of my browser and back in no trouble after trying to use the app. Silliness.",1,False,"Despite being labeled as an iPad app, it isn't.",Camenzie
149,2019-07-30 01:07:18,Who’s idea was it to leave out the correct answer after messing up on a question? The lessons are already simplified to hell and it doesn’t help that I don’t even get what I need to figure it out myself.,3,False,Puzzle game,. .. . … .. . … …. . …...
150,2021-02-18 08:05:00,"Also, have all of the programs on the app.",5,False,needs to be a full iPad app,Babad00k
151,2020-03-28 22:13:59,"I love using Codecademy on my MacBook, however I find taking my iPad with me and learning on the go essential.  The app is pretty much useless on an iPad.  It gets 3 out 3 stars for iPhone by 0 out of 2 for iPad. Will make it 5 once optimized for iPad.",3,False,"Good for iPhone, not iPad",Oct_Very_Own07
152,2019-04-30 12:06:57,"I can’t seem to add a course, even after completing 80% of it on the desktop platform. That’s my one complaint. Other than that, I’m loving the app.",4,False,Almost Perfects,NoahCF
153,2018-10-16 15:09:59,They’ve broken review & quizzes into 10-minute easy-to-navigate-from-a-phone exercises that really reinforce learning!,5,False,Great idea!,MindyL
154,2020-01-01 12:45:24,"This is very useful, gives me an opportunity to review what I have learned on the web site",5,False,"Works great, fun to use",paulmbrandt
155,2020-06-10 04:29:08,I’m a big fan of Codecademy and my laptop is my primary tool the mobile app however is a bit difficult to interact with and could use some improvement.,3,False,Decent but not great,Jopyter20
156,2019-01-26 17:42:37,This apps really helps me continue to practice my skills of coding on the go whenever I want and whenever needed.. awesome app!!! 🙏,5,False,You rock my world,Pantami
157,2021-10-27 14:25:35,Awesome app for if you’re learning about python. I play this instead of watching tiktok while I’m #2 🤷🏻‍♂️,5,False,👍👍,DiamondJ777
158,2019-04-12 16:23:28,I’m started to learn about coding and I find this app. It’s very easy and fun to use. I hope to update the app to support iPad Pro screen.,5,False,Great app for beginners,Am313m
159,2019-06-04 05:55:06,Wanted to use the app but I couldn’t sign up. I don’t use Facebook or have an google account so I guess I’ll have to stick to using the website. So disappointing. Everyone doesn’t use Facebook or google. I should be able to just use my email that I have in order to use the app. Oh well.,1,False,No account,LuxeRose
160,2022-02-05 12:57:40,I’m new to coding and this has helped me a lot!! Thank you so much. The quizzes are so helpful,5,False,Best app for beginners,[Trapp0]
161,2019-05-27 13:01:08,Great way to solidify coding knowledge when you have a few free minutes,5,False,Quick lessons and review,Mandy19seventy1
162,2020-05-19 04:44:46,"I can't access the Ruby language on the app side, perhaps is not available yet. I also can't edit what I don't want to study anymore.",3,False,Doesn't allow for all languages to be accessed on the app,AlphaLibre
163,2021-05-11 09:10:43,Easy to pick up for an absolute beginner.,5,False,Beginner friendly,Foxtrot899
164,2023-03-14 06:10:34,I bought the pro version on the desktop and the app is just making no sense. I’m on the web developer career path and it just direct goes to quizzes without and information prior to asking questions.,1,False,I’m missing something,Bessinthewest
165,2023-01-15 10:49:24,"The app is ok, but you’ll learn a lot better on the website/PC version than the app. Overall, great navigation. But wish they put in more context and explanation",3,False,Ok app,Mr. Cutter 9
166,2019-05-27 18:40:24,Simply amazing app on the go. The desktop version is also excellent. Thank you guys for making such a amazing piece,5,False,Amazing,iStANonU
167,2019-10-10 13:08:59,"“Continue practicing” and “get another pack” do literally nothing, so hopefully you’re fine with 10 minutes of daily practice for something you paid for!",3,False,Meh,Jacksoncooper12
168,2021-02-22 12:32:18,Best place I could find for the job. Easy to learn and no constant adds shrieking at you,5,False,Five Star,CalfBoy93
169,2020-11-21 22:41:00,Job searching is easier,5,False,Can't Do without It,Archena D.
170,2019-07-30 01:54:26,It works very nice.i can understand how they use fun and coding at the same time!,5,False,The way I feel,lilcalicocookie
171,2019-01-25 03:13:35,I love this app. Such a convenient way to practice and review. I use it on the train to work in the morning.,5,False,Big fan,Flappy Michael
172,2020-11-26 15:35:22,There are no definition of terms no introduction and definitely no examples for ANYTHING. Whatever they do show has NO discernible explanation.  This maybe geared toward those who are ALREADY FAMILIAR WITH PROGRAMING AND CODING. Poorly executed application for anyone beginning to learn. Not worth any price until they start working on at least a good introduction and definitions.,1,False,Definitely not for beginners,pookie050
173,2023-03-24 22:07:12,I appreciate that I’m learning from in an easy way for the greatest price of free.,5,False,🔥 app,setsuuuu
174,2018-09-12 16:34:43,"I log onto the website through google; this doesn’t seem to work for the app. So right now- 2 stars for existing, and maybe that will go up when I can actually log on?",2,False,Would be great if I could log on,Lochinvar
175,2018-08-02 15:20:38,"A few stars just for the fact that they finally have an app. Still going through, will update review eventually",3,False,Finally!!,Ergon09
176,2019-07-18 04:06:09,"As well as how simple it is, when I can I will be supporting this education big time",5,False,Love how brilliantly the lessons are!!!,MeowerzMEOW
177,2022-03-23 23:17:13,I thought this app was for someone who don’t have any background into coding but like my title mentioned I misunderstood the intent and that you do need some understanding beforehand,3,False,Misunderstood,MrKii09
178,2021-10-26 13:01:23,The website is great as a pro user but I just recently got iPad for small work related stuff and I can’t use this app properly in it. This looks not optimized for the tablet yet.,2,False,Dire need of update,RMonil
179,2019-09-27 19:10:09,"The app keeps crashing, previous versions worked fine, but iPhone XS and Version 13 don’t. 
They just don’t care, no email response, no phone. Once they get your money, they disconnect themselves. Pretty bad experience",1,False,"Version 13.1 on iPhone XS wouldn’t even launch, pretty bad or no customer support",womanagainstripoff
180,2019-12-16 02:36:53,Good especially when you are not near a computer,5,False,Godsend to devs,sigma.dev
181,2023-01-15 04:57:38,The app does not scale well on an iPad Pro display and appears cheaply put together. If the developer would refactor the app to be an actual native experience and not one that relies on per-device scaling settings then it would be much better.,1,False,Poor UI scaling,foxmaster05
182,2022-07-07 13:08:23,Too many grammatical mistakes in conjunction with errors on their part with the program where you answer questions that are supposed to be right.,1,False,Too many errors,Matise30
183,2022-11-25 18:52:25,"If there some algorithms in some languages, it’s well be great",5,False,Love your job,PeriodZone
184,2022-12-31 03:28:06,"I wish this app allowed us to continue completing coursework, even though practicing is cool..",4,False,Practice only?,"sincerely, one"
185,2019-12-04 04:10:43,"The app has two  articles from 2018 on its front page. 

Finishing a test causes causes an indefinite hang. 

Both feel unforgivable when the app has one job.",3,False,Feels neglected,Dougwastaken
186,2021-07-11 04:10:40,"Trying to learn about C# and the app isn’t very good at teaching it, and the quiz about the subject is asking me questions I wouldn’t know how to answer with the little info it provided me.",2,False,Quizzing me on info it never taught me.,DustinJamesKid
187,2019-10-07 13:57:50,I have an iPhone 11 pro and I guess it’s not compatible yet but the app keeps crashing when I try to open it. When I open it for a second it shows my home page but in a smaller frame and then crashes. Super weird bug.,1,False,App not working,Aribahaz
188,2019-01-25 04:20:01,Desktop version better because of the ability to type,2,False,Complaints,HYPER Z
189,2018-10-22 19:58:26,Logged in and the app defaulted to a page asking about notifications. Can’t get off that page as it won’t navigate down to the submit button. No other way to get off that page.,1,False,Poor navigation,Steam67
190,2021-06-24 03:22:27,Great app though I haven’t found swift classes,5,False,"Good app, I’m starting to learn python",imaminecrafer
191,2022-10-29 22:43:15,It’s fun and it’s difficult so just press the flag and press to difficult and it’s fun,5,False,Yea,j in e
192,2020-08-05 16:46:05,Signed up for CA to start learning more during the crisis and I mainly work from an iPad Pro. Unfortunately the app only allows 1 orientation as it is an iPhone app stretched for the iPad.,3,False,Would love an iPad Native version,RP-ish
193,2020-06-23 00:29:51,"Wouldn’t recommend, coding is super boring and hard. Learning R takes literally forever and I have no idea what I’m doing. Thanks",4,False,Dull,gra lane
194,2022-07-01 14:07:23,Better than most coding apps,5,False,No title,Zryeroll
195,2020-10-19 02:37:53,Worth every penny and every second of your time.,5,False,Great app,Dr.jcsa
196,2022-06-08 21:18:43,"Nearly every lesson I get into is broken.  I’d elaborate much further but in looking at the other reviews I’m fairly certain I don’t need to. 

Would love it if this actually worked.",1,False,"Love the Codecademy program, but this app is super glitchy.",Casdervvhf
197,2020-12-04 03:31:32,I was really looking forward to using the app seeing how it seemed nicer then udemy but it doesn’t let me sign in using google or Facebook no matter what I tried. I’d recommend just putting a “put your email here” or more options,1,False,Impossible to sign in,Tallzipper
198,2020-08-20 13:04:04,This app does a terrible jobs explaining the basics. They just throw terms out with zero explanation.  Not an effective way of teaching. I seriously question who has been posting all these reviews because there is no way this should have a 4.8 out of 5.,1,False,Explain actions are terrible,Vlcan
199,2019-12-17 12:52:27,I would like some of the practice to have a snippet of typing even with my phone,4,False,Practice,golemiam
200,2019-06-26 15:55:06,Great app to use very easy and awesome. Hope I learn a lot and be able to design a webpage or an app one day!,5,False,Great app!,iDesignsx12
201,2018-08-02 22:13:31,Well designed for a quick review or practice.,5,False,Well made app,Janpls6
202,2020-12-08 08:08:40,Great interface and good content to refresh memory.,5,False,Amazing,kevvo1215
203,2022-10-05 15:27:50,This app needs a serious refresh! People pay you to have access to it so it’s very surprising to see that no efforts has been put into maintaining this. We the users of it need answers.,1,False,Tragically unusable,DaddyQuanB
204,2022-05-04 22:00:08,I was so excited to see there was an app available…and then so disappointed that the questions were basically unanswerable. I’ll use CodeAcademy on my PC but I’m bummed I can’t use the app.,1,False,Doesn’t work well on my iPad,Kendrastic
205,2020-09-02 13:51:40,"I use large text on my iPhone and this app cuts off a lot of the content. Can’t use or read it in its current state. Please make more accessible.
Codeacademy on PC is 5/5 though.",2,False,Unusable with large text,EarlDopler
206,2019-04-03 21:53:54,"I am new to this whole coding scenario, furthermore I like the way this app does not let me take any shorts; Yet this app gives me the leeway to grow.",4,False,Sticks to your guns,radiorocs
207,2022-08-18 13:38:45,"Really nice app, very intuitive and easy to use",5,False,Great app,conde_Coder
208,2020-06-09 17:05:39,"I tried for days to log in, but it constantly said my password was incorrect, no matter how may times I changed my password. I even tried using my brothers email, but it still didn’t work.",1,False,Couldn’t log in,Super Angered User
209,2020-01-12 01:38:06,Would love it more if I could use it in landscape mode on the iPad. I’ve stuck to using codecamy on Safari instead.,3,False,Needs better iPad Support,jherre29
210,2021-07-30 12:29:10,Awesome program,5,False,Only good things to say,Goldensatin
211,2020-09-09 14:54:23,Very user friendly,5,False,Wet user friendly,ron tu papi
212,2020-05-29 15:01:28,"Amazing app!!!! Easy to use, very well organized, cannot put it down.",5,False,Wow!!!!!!,chicano878
213,2020-01-05 10:34:19,Its perfect now :),5,False,The update fixed the practice buttons,ferlana white
214,2021-05-09 05:12:59,So far easy to use,5,False,New to it,Glock 19 x
215,2020-09-08 19:26:14,I I I,5,False,For those who are busy but want to improve,hmmmwhy
216,2019-03-10 23:51:26,I LOVE this app! It’s convenient to use on my phone and I can take it everywhere I go!,5,False,Amazing App,angiewangie85
217,2020-02-28 13:11:19,The app is great. I love to use it to review the stuff learned. My only problem is that it is not flexible with iPads.,4,False,Great! Except one thing.,Brooklynj
218,2019-09-30 02:06:49,Stopped working after upgrading to iOS 13,4,False,Broken in iOS 13,Mark Thiel
219,2018-10-08 02:44:58,I wish that this would tell u what u need to do and what everything means if your new,4,False,Help,Jacobeohde
220,2021-05-14 20:11:50,Outstanding setup! I really enjoy this app.,5,False,5 stars!,SirThomas1001
221,2023-01-24 16:40:18,"The scale is totally blown out and it does not work on iPad. The web version scales poorly for any of the browsers here on iPad as well. It is a shame, being able to use this on the go would be very beneficial.",1,False,Not Suitable for iPad,Lukifer23
222,2022-10-30 16:05:34,Could you guys make this app compatible to iPad? I world really appreciate it!!!!,4,False,Request for iPad,stephceleste2001
223,2021-10-15 22:43:29,In case you do not feel compelled to sign up using your social media account letting you know now before install this app is not for you.,1,False,Sign up attached to google or facebook,mynameisanymouse
224,2020-11-28 03:53:16,No iPad version or full iPad support. Sorry but iPhone apps on an iPad screen zoomed is dumb and has been dumb since apple first made it an option. It’s a waste of the iPads screen size and the functionality that comes with it. Lazy development equals iPhone only apps.,1,False,No iPad app,Shimpty
225,2023-03-15 19:59:29,The app is very buggy.  The practice exams do not progress to next page after making all selections.  The Reviewed subjects do not match the practice exam questions.  Very disappointing.,1,False,Buggy and unusable on iPad,lapp-boi
226,2023-03-02 23:14:32,"Either I’m missing some important information or this app is unusable. The quizzes make no sense. I tried it on an easy-for-me level, and the questions/answers provided are nonsensical.",1,False,Unusable?,Desiree Dillon
227,2021-09-01 15:16:16,"A coding website that wants to sell a subscription, yet doesn’t invest the time into making their app native to ipad. This is not a confidence inspiring start to this journey :/",2,False,iPad Support Missing,AlwayzJusAlmost
228,2020-10-26 19:24:28,I am freeloathing for now but will upgrade to pro when prompt.,5,False,Awesome!!,If-then-else
229,2020-04-02 02:01:53,Prefect program,5,False,Using this while I go through boot camp at Bottega,HeymyNameDB
230,2022-05-13 20:30:57,Shame on you for not having text labels on all buttons!,3,False,Poor accessibility with VoiceOver,HollyWNJ
231,2020-12-17 21:32:55,"I just started Codecademy and love it. Tried downloading the app and signing in but there must be som kind of bug. After I choose what path I want to study, it erases my choices and I’m back at the bone screen. Please fix!",1,False,Having issues signing in,signinerror
232,2021-09-07 06:04:07,Bring Apple Pay to next version,3,False,Payment method,Hesham418
233,2021-03-30 17:25:59,"No iPad support is a deal breaker for me. If the other reviews are to be believed, this is a great app otherwise. If you’re fine with using your phone, go for it.",2,False,No iPad Support,KniveSmith
234,2020-01-25 04:20:01,"This app is very confusing. It is incredibly disorganized, you can not find anything. It does not have any lessons, and is completely different from the website.",1,False,Doesn’t actually teach anything,Everyone who is not dumb
235,2018-10-04 19:38:37,"Codecademy‘s “iPad compatibile” app doesn’t allow for landscape mode. This means I can’t use a Smart Keyboard. Additionally, it’s one of those iPhone apps that they just allow to be installed on an iPad so it’s not full screen (you have to use the zoom button).",1,False,No iPad Compatibile app,Asi@n Sens@tion
236,2022-08-11 12:35:10,As much as i like the web version it would be amazing to for this app to be on the ipad,3,False,iPad?,slapsornoslaps
237,2019-08-08 01:51:05,"Trying to get into coding, and by far all the other apps are straight trash.",5,False,Pretty dope,Swagswagbooty
238,2019-05-23 20:51:56,Awesome app. Great job and thanks to the developers who make apps like this great.,5,False,Outstanding job..,Bad Bunny's
239,2018-11-22 19:45:53,"The developers should improve this app, in order to enable screen rotation and full-screen-size on an iPad.",3,False,"for iPad, screen size and rotation not yet enabled",WharangDo
240,2020-05-04 01:14:35,Just started and so far it gets an A+!!! Very organized and straightforward!!,5,False,Im digging it!!,DrSeuss8
241,2021-05-19 16:19:56,Adding further compatibility for iPad as well as landscape mode would be nice,3,False,Landscape mode,Nad7991
242,2019-07-27 01:05:01,"It’s easy to use, and helps you learn at a good pace",5,False,Simplistic,SamH2021
243,2020-04-05 01:36:27,"This is a good app. I love the content. Sadly, it only works in portrait orientation which I don’t like when I’m using it on my iPad.",3,False,"Great content, annoying orientation on iPad",TSK41
244,2020-02-10 17:53:25,Not able to sign in with the app. Email and password work just fine on laptop and browser but get denied when trying to login through the app.,1,False,Not working,tj12go
245,2020-03-27 08:49:36,Like title says,5,False,Could be closer to the website,brogie :)
246,2019-04-13 04:28:42,Would be nice to sign in using linked in as that is a feature on the website.,2,False,Why can’t you sign in with linked in,Zach CJH Cougar
247,2019-04-11 16:20:47,Easy to use and has great exercises. Only wish that it had a shell to practice independently.,4,False,Great Practice on the go,Owsla1345
248,2020-10-10 15:21:47,Would sign up if I could use my regular email account but since the only two options available require linking either my Google or FB account I’m not going to.,1,False,Sign up constraints,Criostasis
