Unnamed: 0,reviewId,userName,userImage,content,rating,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,sentiment,matched_python,matched_stem
63354,e93da381-be7d-4d8b-8372-84774ff30bbe,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I have to do a state-wide science competition and learn python for a raspberry pi and this is very good. Although I am a genius... it is easy for me but maybe not others,5,0,2.4.8,2018-12-06 15:32:28,,,POSITIVE,python,competit
64144,2f54a72b-27fb-4964-b7fc-02dbd9e430ca,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Haven't done much in the app but I can't progress any further as she I do the python tests some answers require multiple things or number with more than one digit to be types in which the answer box does not allow. This is a big bug and makes this app unusable.,1,1,,2018-11-24 18:47:56,"Hi,

We'd like to know more information about your issue. Please contact us via info@sololearn.com and we will help.",2018-11-26 03:50:05,NEGATIVE,python,progress
66655,01b85840-227f-477e-964b-e1a1546e156f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Was using the python coding app, till j was forced to switch to this app, not I can't click the ""check"" button anymore because the virtual keyboard pops up, I have tried to minimize the keyboard, but it pops back up immediately. 2 stars because they forced me to switch to this app, and it doesn't work.",2,1,,2018-10-16 18:59:11,"Hi,

Please be informed that separate apps are going to be discontinued soon. That is why we strongly recommend to use all in-one app which has better user experience and more lessons. For more information, please contact us via info@sololearn.com and we will be happy to help you.",2018-10-17 04:33:07,NEGATIVE,python,virtual
72608,be1e36a1-9ddd-4fc0-87d3-0f087acfca48,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"As a 14 yr old student studying c#, this app is amazing for me as it allows 
me to study and practice my skills in c# and python for free outside of 
school and over holidays! The comments are great and the daily challenges 
are fun Imo this is the best learning app ive tried",5,0,2.2.4,2018-07-31 11:31:34,,,POSITIVE,python,challeng
73838,7c879069-ae21-4267-9287-453c97abea39,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Definitely useful for get a good foundation in the basics . Need to add 
more courses like data science with python pandas and machine learning in 
subjective and quiz . Quiz is the best part with challenging questions. 
Please add the above courses if possible . Thank you for good application",4,0,2.2.3,2018-07-16 07:12:27,,,POSITIVE,python,challeng
73921,d62ab1ea-9ec0-4a65-8935-86ba8a7da1d1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very Wonderful, Sololearn is a very nice app that can teach you many 
programming languages in amazing and enjoying manner,learn,see notes, 
practice,see output, accept challenges,do daily goals,take quizes,ask 
doubts and mnay more which is absolutely free.I salute to such app makers. 
Thank you So much for helping me learn C++ and python",5,0,2.2.4,2018-07-15 07:00:32,,,POSITIVE,python,challeng
78746,b266f344-3b54-4855-a053-d623ba479327,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Really fun way to learn python via challenges,5,1,2.2,2018-05-21 04:23:29,,,POSITIVE,python,challeng
81255,e3393545-41b5-48f7-a05f-2675a35cdbdf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good but not excellent. For python, there is not enough examples per 
chapter, and the challenge section doesn't take in consideration what you 
know, the questions are not for beginners, mainly for experts by experts...",4,4,2.0.6,2018-04-22 05:22:58,,,NEGATIVE,python,challeng
81664,7484768c-403a-4a93-859e-df89698eae7f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awesome app. This is the best one in town. I was a total noobie in python 
and due to SoloLearn's beginner friendly interface and learner's community 
I'm quite adept at python. And the code challenges are very helpful. Till 
now NO BUGS.",5,3,2.0.6,2018-04-18 00:11:27,,,POSITIVE,python,challeng
82676,fbfd7be3-028e-4e7d-930d-7ded6c78dbef,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I'm stuck at home with two kids, still this app facilitated me to learn SQL, java, python! Newly added challenge feature makes the learners confident of their actual learning!",5,0,2.0.5,2018-04-07 06:37:33,,,POSITIVE,python,challeng
83881,f784af5d-724d-4aae-9e64-73393f50092d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"An excellent application to learn languages like python, I've been using it and found it handy to learn on the go, even a break of 5 mins in my work schedule means a lot with this application. Great way to learn with code dry runs while trying to solve the problems after every concept.",5,0,2.0.3,2018-03-24 14:02:02,,,POSITIVE,python,break
88784,3e8e48f6-7eb6-4c98-9f8d-7cd1da2ef278,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Right now I'm learning Python and it's been great. It goes at a good pace thats it's not too fast but also not boring (usually it just cuts to the case and tells you what things are). It's really easy to go back to old lessons to review an old concepts which makes it work similar to a Python encyclopidia. The only critisms I have is that the quizes can be pritty useless some timsles since they don't really push you to understand what it said. (Sometimes I don't even know why they would ask the question). Also it is kind of annoying that I can't use the old ""Learn Python"" app anymore to learn since it just pushes me to use this app, there's no different in how I learn it's just that I prefer to use the app thats just for python (since its more to the point and has less extra stuff).",5,0,2.0.1,2018-02-03 00:45:02,,,POSITIVE,python,point
95890,a3230152-5edf-4815-aa12-ada106146f12,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Don't write reviews normally but just had to for this; It really helps with my python programming and GCSEs the community on here is great and you receive a response to your question in around 15 mins! Amazing!!!! Easy to follow, and competitive on the challenge mode! Brilliant for first time coders and past coders looking to improve. I've NEVER learnt as much coding as I have on this, and it's completely FREE!!!",5,2,1.6.1,2017-11-28 17:40:21,,,POSITIVE,python,"competit, challeng"
99827,e3c90d0b-5ec5-4939-a28c-7905bf5fd757,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I've been using it a month and I'm almost through the Python module. It's great. Easy to learn on the go. Community support is brilliant . I replaced one of my habitual game choices with this app and now I'm learning python.... boom!,5,0,1.5.3,2017-10-18 14:20:09,,,POSITIVE,python,habit
101921,be8dc3eb-736e-467f-a67b-a4545af9fbfa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've found the app to be great for getting started learning python.  Since I come to this as a beginner, it is great to feed myself as much as I can when I can on my phone.  I fill in time with learning and enjoy going through the examples.  The fact that there is a built-in code editor is great too.  I haven't tried out too much of the social aspect of the app but hope to do so soon.  Well done guys (and gals).",4,1,1.5.2,2017-09-28 00:13:56,,,POSITIVE,python,social
108685,1c5694ef-99da-4d97-ab7b-fb56318a4c85,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The app in itself I great. Intuitive to use. I did both the python and C++ tutorial, having previous experience in both. The python tutorial was well written with good accurate texts and good questions.  However I don't recommend the C++ course. The writer of the tutorial has not understood pointers, writes inaccurate texts, and bad examples. This course should be reviewed.",3,0,1.4.4,2017-07-30 15:30:39,,,NEGATIVE,python,point
112155,26a98e56-d3b4-4cf7-bd19-f2139174a57c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Best of the code teaching app. I have installed and feeling very lucky.  It is not less than our course,all included it like comments ,post , modules etc. But the best is that it include challenges,leader board and much more. Explanation of python is best and interactive quizzes. ALSO it's badge idea is fantastic,it is mesmerising application for coding. It includes so many option and also I can ask,answer and do much more in this application.  Thank you so much{heartily} to all makers of this app.  Keep it up!",5,1,1.3.3,2017-06-22 09:47:46,,,POSITIVE,python,challeng
113299,6f159449-1271-4744-8884-0d3d27785758,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app is amazing! It offers the perfect balance between theoretical knowledge and practical application. Best of all, with its challenges and forum, it's kind of addictive! I started out learning python, but soon found myself completing almost all the other courses.",5,0,1.3.3,2017-06-10 12:29:06,,,POSITIVE,python,challeng
114928,718f12b5-d505-4b4c-9fcf-a54cba333e77,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I'm an infrastructure engineer trying to break in to the DevOps world and this app has helped me learn ruby and python on my commute! The questions make the info stick so you don't forget.,5,0,1.3.3,2017-05-26 04:50:01,,,POSITIVE,python,break
116519,968ee633-c178-4969-ba1f-05cc2bb68379,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very nice and easy interface. Tutorial lessons (python) are simple and to the point, with questions to demonstrate application. The social aspect is also a perk",5,0,1.3.3,2017-05-09 20:04:03,,,POSITIVE,python,"point, social"
118795,5ded08c2-0d2c-4c12-a475-4f4ebada0ebf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"So far so good. Started in on the python course and am now around half way through it. Each lesson is nicely separated into specific parts. Not using the social sections much yet, but it looks like a bit of that as well for someone else to write about. Edit: Made it through the python course. ;)",5,0,1.3,2017-04-12 21:46:46,,,POSITIVE,python,social
122212,d814af56-e9f3-4928-925a-04dc602a5ab6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tried several apps to learn python and c++ then I discovered the sololearn c++ app which was great. Then all the sololearn apps were merged into one which has made it even better because I am.learming the languages I want in an enjoyable way and to top it off I can switch between phone, table and macbook and my progress is kept in sync on all my devices! The best programming language learning app out there for sure",5,0,1.1,2017-03-03 18:56:19,,,POSITIVE,python,progress
122327,2079aebb-81ed-4531-90c4-1516ce59f91a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It's the best way to learn python, there are no catches and the app is completely free with no ads. It is very fun and easy to learn python this way, there is also a website for this so you can code with the same account on different devices. There are very helpful forums, fun challenges, learning and the access to play other's games. You can learn to code in many languages as well. This is the best app to exist on the ground google play store! 11/10",5,7,1.1,2017-03-02 12:03:08,,,POSITIVE,python,challeng
123098,91c043f6-101d-4ed9-9069-166f3f22d106,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good idea, but.. Code challenges are really stupid. Most of them (c# and python) are not about programming -  its about getting substring from index 13 to 17 (yes, stupid calculating chars by your finger), integer and decimal division, and prefix/postfix increment/decrement. Really? Also challenges are repeated very often. Two days and it became totally boring. Though lessons are pretty good.",4,0,1.0.2,2017-02-21 15:28:25,,,NEGATIVE,python,challeng
125163,357aa9c7-5970-429a-9fb3-c9a849f8cfd1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mindblowing. Wow!! Its a great app for people who want to learn python from scratch & that too in a short span of time. U will easily finish one volume in a day if u can devote at most 1 hr every day. The basics r easy, but as u level up, u will take little more time, but that'll be fair. Cheers! Just go for it.",5,0,1.0.1,2017-01-29 07:01:16,,,POSITIVE,python,vote
126248,0f803b23-715f-4226-b8db-f323c858b339,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've been teaching myself python and c++ lately, and I found the structure of sololearn to be very helpful. It has a good interface, simple but progressive excercises, and a great platform for writing, testing, and sharing code in your language of choice.  Highly recommended!",5,0,1.0,2017-01-12 22:14:22,,,POSITIVE,python,progress
128793,6df8594e-2bc8-40c9-b504-d64e4d2a1318,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Really very nice app for beginners who want to learn coding in a easy way but in challenging mode only Js and c# are there what about python, php and Java.",5,0,0.9.6,2016-12-05 02:26:44,,,POSITIVE,python,challeng
128910,258276e3-5682-4ddd-832f-e47b0193a4cf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It's an excellent app. It's like a combination of all the solo learn apps. Only one thing I request.. Could you please please please add other languages in the challenges section? I am looking at python personally. Right now there's only js and cp. Also, could you add Go Lang in the learning section? It would be awesome",5,8,0.9.6,2016-12-03 01:59:08,,,POSITIVE,python,challeng
129706,ade7e93e-9c36-4309-9e26-906c39301007,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Can you add more challenge s.like python challenge or anu thing else,5,0,0.8,2016-11-18 07:43:14,,,POSITIVE,python,challeng
129839,a1a2c33c-c7b8-493b-a735-396f97772c4b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Please add the option of challenges for java, c#, python...........................Also this app really need a chat...",5,0,0.9,2016-11-15 16:28:02,,,NEGATIVE,python,challeng
