Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment
97,2022-05-19 02:28:36,,Excellent,5,False,BBC12-25$$$$,Great app,POSITIVE
98,2022-05-31 00:43:50,,Great app for beginners in programming,5,False,Oscar_coach,Oscar,POSITIVE
99,2023-01-03 16:09:39,,This is a great app!,5,False,bfhnoxusbsu,Kayla’s,POSITIVE
100,2023-03-22 16:03:50,,Awesome,5,False,Owenmaximus,Student,POSITIVE
101,2022-10-17 21:07:37,,Love it!,5,False,old iron sights,Great app,POSITIVE
102,2021-06-29 21:42:37,,niceeeeeeeeeeeeeeee,5,False,teslafanclub,To whom it may concern,POSITIVE
103,2021-03-30 22:19:21,,The best of the best.,5,False,Mina-Habib,Amazing.,POSITIVE
104,2022-09-17 14:53:18,,Thanks.,5,False,samia893,Sami801,POSITIVE
105,2020-09-13 09:44:11,"{'id': 18110694, 'body': ""We're really happy to hear that, A Sayem. Thank you so very much. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. Your suggestion/improvement ideas is always welcome at support@programming-hero.com Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-09-26T06:37:16Z'}",Very good,5,False,a sayem,Marks,POSITIVE
106,2021-03-27 06:06:22,,Nice initiative!,5,False,noushadhaque,Appreciation,POSITIVE
107,2022-03-20 02:40:42,,Awesome,5,False,nugler,Great,POSITIVE
108,2022-06-01 21:21:05,,Love it!!!!!!!!!,5,False,GiGi46578907653,This App,POSITIVE
109,2020-09-29 08:07:48,"{'id': 18395214, 'body': ""We're super-happy to hear that, A.S 87. Thank you so very much. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. Your suggestion/improvement ideas is always welcome at support@programming-hero.com Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-10-10T12:49:45Z'}",Great fun,5,False,A.S 87,Fun,POSITIVE
110,2020-07-01 20:13:06,"{'id': 16564931, 'body': 'Thanks so much for your amazing feedback, Sid. This feedback gave us an extra jolt of motivation to work harder for more awesome contents for you. \n\nReally appreciate your support and your feedback/suggestion is always welcome to us. \nPlease share those our way at support@programming-hero.com\n\nLots of Love from Team Programming Hero. ❤️\n', 'modified': '2020-07-12T11:21:58Z'}",Good,5,False,sid starboy,Good,POSITIVE
111,2022-08-30 11:48:08,,hedar app amar .. attto bug ios a vora .. 😡😡,1,False,joyassroy,hedar app,NEGATIVE
112,2023-02-27 00:05:08,,Hasta ahora todo buen entretenido,5,False,Mgecalle,Muy bueno el curso,POSITIVE
113,2022-09-12 00:29:03,,Lov it,5,False,Epyn,Love it,POSITIVE
114,2023-01-21 05:37:33,,Amazing helping me learn to code a lot,5,False,Christwriter12,Amazing app,POSITIVE
115,2022-09-03 15:32:42,,"I Love the app it teaches me how to code and understand it but there is a glitch I noticed where when you get to type in the code, if it’s wrong it still gets it correctly and I don’t think it gives me a challenge and it makes me feel like if my seamer’s were wrong.",5,False,cocobraed,Bugs,NEGATIVE
116,2021-07-25 07:02:12,,I was searching for something to learn to code like kids and finish like a pro. This app is just the perfect on the go programming learning platform. The bestest!!!! 🌟👍👍👍,5,False,k006.,Monzerina Kayenat,POSITIVE
117,2022-05-01 13:36:21,,"I gave a five star rating on the android app when I was still using an android 
But I was a lifetime pro user and when I switched over, it’s still asking me to sign up for the pro version. Even the new courses are not available here. I was done with the first crypto currency course. I got my certificate and started the other one but none of those courses are even on the iOS version.

💔",1,False,i.am_emmay,Account issues,NEGATIVE
118,2021-09-11 00:09:16,"{'id': 25754055, 'body': 'Dear user, Grandma is crying. She is worried that you had issues with our app. She wants to fix the issues as soon as possible, but she needs your help. Can you describe your issues with screen record and your device specification and send us at support@programming-hero.com? This would be really helpful to us to fix the issues for iOS users. \nWe will be waiting for you, dear! Keep programming!\nWe love you! 💖', 'modified': '2021-10-18T18:32:37Z'}","i bought the year pro sub. on my android phone and when i log into the SAME account on my ipad, i dont have pro on there. i payed 5$ for a year on android. on iOS is 9.99 a MONTH. also it crashes all the time and its really hard to navigate and use on iOS its clunky. and when you click ""Pro"" then you cant get past that screen. you cant click the X you cant even click on a pro subscription as if you wanted to buy it.. it just freezes. you have to restart the app. frustrating. its GREAT on android though.",1,False,soundcloud.com/pr4y,my android pro subscription doesnt carry to iOS/crashes,NEGATIVE
119,2021-06-22 15:45:59,,Nxncnnc,5,False,fndnnf,MSNBC’s,NEGATIVE
120,2020-12-08 19:46:16,"{'id': 20129315, 'body': ""Thank you so much for your amazing feedback, Zuber. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. We're working harder to improve your overall learning experience. Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2021-01-02T13:17:11Z'}","Amazing to learn Python those who are interested in coding, it will teach all the fundamentals that you  will need to get started in Python, is free which is great, I use pycharm on my MacBook to do the work and follow the assignments in here so I can have the best option experience but you even code through this app. There is a premium version of you want to advanced which good deal!",5,False,zuber kariye,"If you are beginner, you should play around with this app",POSITIVE
121,2021-01-19 16:05:39,"{'id': 25754247, 'body': 'Dear user, Grandma requests you to try our latest app once more. We already have fixed this issue and updated the app. Curly quotation is not the right one for coding, so we kept suggestion with the right quotation mark on our updates. She is confident this time, she believes that you will love to learn programming from our app now! She sends you lots of love! 💖', 'modified': '2021-10-18T18:43:08Z'}",The app is good idea but doesn’t recognize quotation marks. Quotation parks are part of code language and are necessary when it running coding,1,False,good news show,Not working,NEGATIVE
122,2020-12-17 16:56:51,"{'id': 20129333, 'body': ""Hello Kaishinoske. We're extremely sorry that you had a bad experience with our app. Please email us at programming.hero1@gmail.com and we'll be more than happy to assist you. We love you. ❤️"", 'modified': '2021-01-02T13:21:15Z'}","I got this app because I thought I could help advance in my computer curriculum classes during the winter break. It turns out with the latest update it’s a glitchy mess. I wasted 10$ on this. I got the app because I liked the YouTube channel. Maybe it was the update, maybe because I’m on iPhone XR but the fact remains. For someone that is about helping people to understand programming. The app shouldn’t be glitchy. Even though I wasted 10$. It was the price I paid for knowing I shouldn’t bother with this bug ridden app as well as letting others know about it so they won’t waste their money.",1,False,Kaishinoske,Unusable,NEGATIVE
123,2020-09-26 17:47:44,"{'id': 18395220, 'body': 'Thanks so much, jzvl25. This really means a lot. Your feedback/suggestions are always welcome at support@programming-hero.com Please keep exploring Programming Hero and keep supporting us. Thanks again. Love from Team Programming Hero. ❤️', 'modified': '2020-10-10T12:51:47Z'}",I have been write code for years and I find the program easy to understand. I wish I had this when I first started.,5,False,jzvl25,Smart way to teach programming,POSITIVE
124,2020-09-23 03:19:27,"{'id': 18110721, 'body': ""Thanks a lot for your amazing feedback, evlpohc. We really appreciate your support. Please keep exploring Programming Hero and keep supporting us. We're working on the issue and we're trying our best to improve your overall learning experience. Thanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-09-26T06:38:48Z'}",Egyiihcciohckp jkurfkoygc njvchil,5,False,evlpohc,Really useful app. I enjoyed with playing game,POSITIVE
125,2020-06-27 05:15:55,"{'id': 16252340, 'body': ""Charmlle, thanks so much for your amazing feedback. This feedback gave us an extra jolt of motivation to work harder for more awesome contents for you. \n\nReally appreciate your support.\n\nAnd, we'll surely fix that bug in the next release.\n\nLots of love from Team Programming Hero. ❤️"", 'modified': '2020-06-27T12:40:00Z'}","This is the best way to learn. Very funny. Love the little side story of your family smiling at you when you ‘stack’ the plates. Lol. I guess it was funny bc I used to have to do the dishes a lot. Anyways, a small bug, whenever I tap on clear all in the top left of the code play ground, the cursor disappears. This does not happen when I tap clear on in the menu in the top right. I’m using iPhone 7. 

Thanks.",5,False,Charmlle,Very fun and mini stories are funny!,POSITIVE
126,2020-08-25 19:50:35,"{'id': 17573561, 'body': ""Thanks a lot for your amazing feedback, Novalyc. We really appreciate your support. \n\nPlease keep exploring Programming Hero and keep supporting us. \n\nWe're working on the issue and we're trying our best to improve your overall learning experience.\n\nThanks so much. Love from Team Programming Hero. ❤️"", 'modified': '2020-08-29T13:33:48Z'}","So far this is ok! Had an issue with no buttons showing up for burger game but has since fixed the issue. You learn some coding but as I tried to do the game builder and followed their instructions (which was confusing as to where to put each line of code) , they’re own code is wrong at line 24 and I found nothing to fix this! Other then this it’s ok to start learning but without paying you’re missing out on key lessons.",2,False,Novalyc,It’s Ok,NEGATIVE
127,2020-04-23 22:09:46,"{'id': 15006818, 'body': 'WOW. Thank you sume stuff tho. Your feedback is very encouraging. Python and Web development(HTML, CSS) are added. Web development video content is coming soon. We will keep working hard to add more coding content. We will add Machine learning and Python contents. Stay tuned. Love from team Programming Hero', 'modified': '2020-04-30T07:56:24Z'}",The app is teaching me the easy way to code and how to build a game... I recommend this a lot.,5,False,sume stuff tho,Love it,POSITIVE
128,2020-03-21 18:51:00,"{'id': 15275445, 'body': ""WOW! Thanks a lot, Karwena. \r\nYour feedback is really encouraging. We'll keep working harder for more fun contents for you — Machine Learning is coming soon. So, please stay tuned...\n\nStay safe, and happy coding!\r\nLove from Team Programming Hero. ❤️"", 'modified': '2020-05-12T18:25:06Z'}","For my situation, I allocated my  time for learning programming at the end of the day. So it’s really convenient for me, learning in my bed without opening a laptop. I’ve downloaded some other app too. But this app is unique for its own materials. It’s full of humor, you can’t stop laughing while you solving quizzes.",5,False,karwena,I can write code in my phone!!!!,POSITIVE
129,2020-03-21 06:15:57,"{'id': 15275535, 'body': ""Sufi, thank you very much for your invaluable feedback! :)\n\nWe're bringing some more cooler contents for you in the next update — advanced Web Development, Python and a lot more fun stuffs. So, please stay tuned...\r\n\n(Curious to hear your thoughts/feedback on our brand new Web Development 'Video' course. Please feel free to share those to support@programming-hero.com)\n\r\nStay safe, and happy coding!\r\nLove from Team Programming Hero. ❤️"", 'modified': '2020-05-12T18:29:12Z'}",This app really fun for code.,5,False,Sufi Ahmed,Superb Programming App,POSITIVE
130,2020-03-17 13:54:09,"{'id': 15275191, 'body': ""Shuvojit007, thank you very much for your amazing feedback. We're more than happy to hear such nice words from you.\n\n(side note: seems like you're the internal team member of the app — you seem to know the app better than we do 😁)\n\nWe're bringing some more cooler contents for you — advanced Web Development, Python and a lot more fun stuffs. So, please stay tuned...\n\nStay safe, and happy coding!\nLove from Team Programming Hero. ❤️"", 'modified': '2020-05-12T18:11:19Z'}",Best app to learn programming in a easy. If you use other apps for coding you will get bored after an hour as there is only code and their meanings. But if you use this app you can learn coding in a very fun way .,5,False,shuvojit007,Learn programming in a fun way,POSITIVE
