Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,sentiment
75,2022-07-07 06:16:49,"{'id': 30987264, 'body': 'Hi there,\n The feedback from our users is vitally important to us, and we always want their expectations to be met. Let us know more about which part you found hard to understand by dropping the details at app@programiz.com and we’ll look through it. \r\n', 'modified': '2022-07-20T06:47:07Z'}",Too abstract for a beginner,1,False,deyontey,Newbie,NEGATIVE
76,2022-01-23 14:20:25,"{'id': 27712371, 'body': 'Hey Mohammed, Thanks for your review!  If you like this app, please consider giving us a 5-star rating it would encourage us to make it better. If you have any suggestions, please let us know at app@programiz.com.', 'modified': '2022-01-28T04:56:58Z'}",Nice,4,False,hahshshjejeke,Mohammed,POSITIVE
77,2022-09-28 22:42:18,"{'id': 32500471, 'body': 'Hi there, Thanks for rating us 5 stars! We are glad you liked our Python app.', 'modified': '2022-10-11T06:33:06Z'}",69,5,False,ragingspirits11,69,NEGATIVE
78,2022-03-21 19:33:48,"{'id': 28891005, 'body': ""Hey there,\nThank you for your kind words. We are happy to know that our app was useful in learning Python. \n\nWe believe the content we've provided in the app covers all the Python basics. That being said, we're always looking into adding more content. Stay tuned. \r\n\r\n"", 'modified': '2022-03-31T08:24:37Z'}","This app helped me to learn Python BIG time. When I finish with this app, I’m going to get all the other apps too. This has REALLY great lessons and examples to help you understand it, and even a compiler to code for fun. I LOVE this app and would give it 10 out of 5 stars if I could. P.S. Can you add more lessons to the app so we could keep coding?",5,False,RoBro725,AWESOME!!!,POSITIVE
79,2021-09-15 21:21:45,"{'id': 25184826, 'body': ""Hi Z, it would help us a lot in pushing our app further if we could receive a 5-star rating. If you've any queries or suggestions, please don't hesitate to contact us at app@programiz.com."", 'modified': '2021-09-19T03:12:17Z'}",Eve,3,False,Mhbchowdhury74,Z,POSITIVE
80,2022-01-29 20:06:42,"{'id': 27798038, 'body': 'Hey there, Thanks for rating us 5 stars! We are glad you found our Python app great.', 'modified': '2022-02-02T05:54:10Z'}",perfect,5,False,Behi blue,perfect,POSITIVE
81,2020-09-14 22:00:10,"{'id': 17930864, 'body': 'Hi there,\n\nThank you for sharing your experience with us. We are happy to know that our app was useful in learning Python.  \r\n', 'modified': '2020-09-17T09:47:58Z'}","It’s a very useful App.It’s simple, complete and essential",5,False,Isma2605,Very useful,POSITIVE
82,2021-03-13 06:50:15,"{'id': 22871739, 'body': 'Hi there,\n\r\nSad to hear about such an experience. Kindly let us know more about the issue by dropping the details (screenshot/videos)at app@programiz.com and we’ll look through it. ', 'modified': '2021-05-18T09:50:43Z'}","The compiler sometime glitches even if your code is right. Example:
If you don’t you the tab bar “ or : it may not take for strings and if statement

That’s said this app helps me a lot because I am a hands on learner and this is exactly what I was looking for.",4,False,nanaki0888,Great way to practice,NEGATIVE
83,2021-02-03 13:30:41,"{'id': 22870463, 'body': 'Hey there,\nThat certainly sounds like a frustrating experience. The feedback from our users is vitally important to us. Let us know more about the issue by dropping the details (screenshot/videos)at app@programiz.com and we’ll look through it. ', 'modified': '2021-05-18T09:15:05Z'}",The compiler has problems running basic scripting commands. I will get syntax error messages for codes that work perfectly when run in other programs like Visual Studio Code.,2,False,ElementK87,Compiler Problems,NEGATIVE
84,2020-04-15 19:19:17,"{'id': 14681170, 'body': 'Hi there,\n\nIt seems you have used the curly double quote -> “hello World”\ninstead of using the straight double quote ->  ""hello World""\nWhich is why the system returned syntax error.\n\nYou can run the code below:\n\n print (""hello World"") \n#Happy Learning', 'modified': '2020-04-15T19:19:17Z'}","Wasn’t aware there were different types of quotes thank you for the help. Revising rating.

I’ll admit I’m very new to programming but I tried to scale down the simplest print code I could think of and couldn’t get it to run. But then I ran it in another IDE and it worked fine.

Example: Your app
# Write your code
print (“hello World”)

Returns syntax error right after “hello

Example 2: Other IDE
print('Hello World')

Returns: Hello World

I’ve tried it numerous was and I can get it to print numbers but not strings. Like I said I’m new to this but since this seems to work in other IDEs I’m inclined to think something is wrong here.",5,True,RIsais,Very helpful,NEGATIVE
85,2020-09-03 14:05:01,"{'id': 17926734, 'body': ""Hi there,\n\nWe are sorry about the inconvenience caused.\n\nAre you still facing the same issue? If yes, please try to request a new code using the ‘Resend’ from the app.\n\n\r\nOur email server might take a little time to send the code. Please wait for a minute or so and try to run the code. After verifying your account, you will be able to access all the contents on the app.\r\n\r\nIf you still face issues with the process, do contact us at app@programiz.com and we'll be happy to help.\r\n"", 'modified': '2020-09-17T07:23:39Z'}",I have tried and tried to get a code sent to me to retrieve a code to log in. I never get an email. I checked and your system has the right email.,1,False,Bama52,Can’t Get Into the App,NEGATIVE
